date;hour;day_ahead_price;intraday_price;price_diff
2016-05-31;'23 - 24;26,15;29,59;-3,4400000000000013
2016-06-01;'00 - 01;24,0;24,67;-0,6700000000000017
2016-06-01;'01 - 02;22,23;22,19;0,03999999999999915
2016-06-01;'02 - 03;21,07;21,99;-0,9199999999999982
2016-06-01;'03 - 04;20,08;20,11;-0,030000000000001137
2016-06-01;'04 - 05;20,18;18,2;1,9800000000000004
2016-06-01;'05 - 06;23,1;20,88;2,2200000000000024
2016-06-01;'06 - 07;29,9;24,2;5,699999999999999
2016-06-01;'07 - 08;37,49;35,27;2,219999999999999
2016-06-01;'08 - 09;40,87;38,83;2,039999999999999
2016-06-01;'09 - 10;41,0;40,28;0,7199999999999989
2016-06-01;'10 - 11;40,44;39,29;1,1499999999999986
2016-06-01;'11 - 12;40,51;40,62;-0,10999999999999943
2016-06-01;'12 - 13;36,64;37,09;-0,45000000000000284
2016-06-01;'13 - 14;32,11;31,95;0,16000000000000014
2016-06-01;'14 - 15;30,9;31,27;-0,370000000000001
2016-06-01;'15 - 16;28,96;27,18;1,7800000000000011
2016-06-01;'16 - 17;28,12;25,07;3,0500000000000007
2016-06-01;'17 - 18;30,11;28,56;1,5500000000000007
2016-06-01;'18 - 19;32,66;31,48;1,1799999999999962
2016-06-01;'19 - 20;32,92;33,6;-0,6799999999999997
2016-06-01;'20 - 21;30,95;34,0;-3,0500000000000007
2016-06-01;'21 - 22;29,57;33,9;-4,329999999999998
2016-06-01;'22 - 23;30,9;34,04;-3,1400000000000006
2016-06-01;'23 - 24;26,64;29,65;-3,009999999999998
2016-06-02;'00 - 01;21,96;21,15;0,8100000000000023
2016-06-02;'01 - 02;20,75;19,16;1,5899999999999999
2016-06-02;'02 - 03;20,06;19,6;0,4599999999999973
2016-06-02;'03 - 04;20,0;17,59;2,41
2016-06-02;'04 - 05;20,0;16,71;3,289999999999999
2016-06-02;'05 - 06;22,37;18,82;3,5500000000000007
2016-06-02;'06 - 07;29,03;29,26;-0,23000000000000043
2016-06-02;'07 - 08;37,97;43,33;-5,359999999999999
2016-06-02;'08 - 09;39,54;48,33;-8,79
2016-06-02;'09 - 10;37,98;53,8;-15,82
2016-06-02;'10 - 11;37,09;50,35;-13,259999999999998
2016-06-02;'11 - 12;36,37;43,9;-7,530000000000001
2016-06-02;'12 - 13;32,08;40,07;-7,990000000000002
2016-06-02;'13 - 14;28,67;36,18;-7,509999999999998
2016-06-02;'14 - 15;26,68;32,14;-5,460000000000001
2016-06-02;'15 - 16;25,95;32,28;-6,330000000000002
2016-06-02;'16 - 17;25,92;31,24;-5,319999999999997
2016-06-02;'17 - 18;28,22;33,49;-5,270000000000003
2016-06-02;'18 - 19;31,84;37,24;-5,400000000000002
2016-06-02;'19 - 20;32,96;39,07;-6,109999999999999
2016-06-02;'20 - 21;31,96;37,86;-5,899999999999999
2016-06-02;'21 - 22;29,46;34,59;-5,130000000000003
2016-06-02;'22 - 23;29,16;35,3;-6,139999999999997
2016-06-02;'23 - 24;24,59;28,57;-3,9800000000000004
2016-06-03;'00 - 01;24,1;27,27;-3,169999999999998
2016-06-03;'01 - 02;21,68;25,14;-3,460000000000001
2016-06-03;'02 - 03;21,22;25,1;-3,8800000000000026
2016-06-03;'03 - 04;20,64;21,46;-0,8200000000000003
2016-06-03;'04 - 05;20,9;19,67;1,2299999999999969
2016-06-03;'05 - 06;22,5;24,2;-1,6999999999999993
2016-06-03;'06 - 07;27,46;30,19;-2,7300000000000004
2016-06-03;'07 - 08;35,45;39,09;-3,6400000000000006
2016-06-03;'08 - 09;40,08;49,69;-9,61
2016-06-03;'09 - 10;39,93;47,48;-7,549999999999997
2016-06-03;'10 - 11;36,44;41,54;-5,100000000000001
2016-06-03;'11 - 12;35,64;36,42;-0,7800000000000011
2016-06-03;'12 - 13;30,92;30,26;0,6600000000000001
2016-06-03;'13 - 14;27,77;26,97;0,8000000000000007
2016-06-03;'14 - 15;25,28;26,21;-0,9299999999999997
2016-06-03;'15 - 16;25,26;26,49;-1,2299999999999969
2016-06-03;'16 - 17;25,49;27,1;-1,610000000000003
2016-06-03;'17 - 18;28,0;28,49;-0,48999999999999844
2016-06-03;'18 - 19;31,82;30,39;1,4299999999999997
2016-06-03;'19 - 20;33,61;30,58;3,030000000000001
2016-06-03;'20 - 21;31,98;29,81;2,1700000000000017
2016-06-03;'21 - 22;30,66;29,19;1,4699999999999989
2016-06-03;'22 - 23;32,16;30,19;1,9699999999999953
2016-06-03;'23 - 24;28,94;27,41;1,5300000000000011
2016-06-04;'00 - 01;23,72;25,55;-1,8300000000000018
2016-06-04;'01 - 02;23,21;24,16;-0,9499999999999993
2016-06-04;'02 - 03;21,63;22,78;-1,1500000000000021
2016-06-04;'03 - 04;21,29;22,39;-1,1000000000000014
2016-06-04;'04 - 05;21,26;22,21;-0,9499999999999993
2016-06-04;'05 - 06;21,3;21,68;-0,379999999999999
2016-06-04;'06 - 07;21,53;22,43;-0,8999999999999986
2016-06-04;'07 - 08;23,5;23,01;0,48999999999999844
2016-06-04;'08 - 09;27,49;24,66;2,8299999999999983
2016-06-04;'09 - 10;28,98;31,32;-2,34
2016-06-04;'10 - 11;26,56;30,16;-3,6000000000000014
2016-06-04;'11 - 12;26,91;28,36;-1,4499999999999993
2016-06-04;'12 - 13;25,73;26,59;-0,8599999999999994
2016-06-04;'13 - 14;22,78;25,7;-2,919999999999998
2016-06-04;'14 - 15;21,58;28,02;-6,440000000000001
2016-06-04;'15 - 16;21,41;27,76;-6,350000000000001
2016-06-04;'16 - 17;21,53;27,57;-6,039999999999999
2016-06-04;'17 - 18;25,29;27,5;-2,210000000000001
2016-06-04;'18 - 19;28,19;29,04;-0,8499999999999979
2016-06-04;'19 - 20;30,07;31,17;-1,1000000000000014
2016-06-04;'20 - 21;29,87;32,16;-2,2899999999999956
2016-06-04;'21 - 22;29,88;32,37;-2,4899999999999984
2016-06-04;'22 - 23;30,99;34,06;-3,070000000000004
2016-06-04;'23 - 24;28,88;31,69;-2,8100000000000023
2016-06-05;'00 - 01;24,43;21,1;3,3299999999999983
2016-06-05;'01 - 02;22,0;19,66;2,34
2016-06-05;'02 - 03;20,08;18,18;1,8999999999999986
2016-06-05;'03 - 04;19,08;15,35;3,7299999999999986
2016-06-05;'04 - 05;18,03;15,44;2,5900000000000016
2016-06-05;'05 - 06;16,61;13,72;2,889999999999999
2016-06-05;'06 - 07;16,09;10,22;5,869999999999999
2016-06-05;'07 - 08;17,78;16,24;1,5400000000000027
2016-06-05;'08 - 09;17,89;19,83;-1,9399999999999977
2016-06-05;'09 - 10;17,08;22,36;-5,280000000000001
2016-06-05;'10 - 11;17,84;22,39;-4,550000000000001
2016-06-05;'11 - 12;18,48;23,43;-4,949999999999999
2016-06-05;'12 - 13;17,94;22,19;-4,25
2016-06-05;'13 - 14;15,15;20,96;-5,8100000000000005
2016-06-05;'14 - 15;14,47;17,82;-3,3499999999999996
2016-06-05;'15 - 16;14,03;13,56;0,46999999999999886
2016-06-05;'16 - 17;14,54;14,19;0,34999999999999964
2016-06-05;'17 - 18;18,62;19,28;-0,6600000000000001
2016-06-05;'18 - 19;23,91;30,5;-6,59
2016-06-05;'19 - 20;26,92;35,1;-8,18
2016-06-05;'20 - 21;28,85;32,76;-3,9099999999999966
2016-06-05;'21 - 22;29,14;34,17;-5,030000000000001
2016-06-05;'22 - 23;30,74;36,03;-5,290000000000003
2016-06-05;'23 - 24;27,93;31,37;-3,4400000000000013
2016-06-06;'00 - 01;24,59;26,27;-1,6799999999999997
2016-06-06;'01 - 02;22,76;25,71;-2,9499999999999993
2016-06-06;'02 - 03;21,87;25,74;-3,8699999999999974
2016-06-06;'03 - 04;21,19;24,53;-3,34
2016-06-06;'04 - 05;21,15;22,1;-0,9500000000000028
2016-06-06;'05 - 06;22,71;26,64;-3,9299999999999997
2016-06-06;'06 - 07;29,98;34,74;-4,760000000000002
2016-06-06;'07 - 08;36,16;39,4;-3,240000000000002
2016-06-06;'08 - 09;37,82;42,77;-4,950000000000003
2016-06-06;'09 - 10;34,94;36,2;-1,2600000000000051
2016-06-06;'10 - 11;32,57;31,01;1,5599999999999987
2016-06-06;'11 - 12;31,93;28,64;3,289999999999999
2016-06-06;'12 - 13;28,63;24,84;3,789999999999999
2016-06-06;'13 - 14;28,08;25,21;2,8699999999999974
2016-06-06;'14 - 15;28,78;25,67;3,1099999999999994
2016-06-06;'15 - 16;29,63;25,57;4,059999999999999
2016-06-06;'16 - 17;30,99;24,84;6,149999999999999
2016-06-06;'17 - 18;34,68;29,2;5,48
2016-06-06;'18 - 19;38,76;32,5;6,259999999999998
2016-06-06;'19 - 20;41,06;34,76;6,300000000000004
2016-06-06;'20 - 21;37,31;32,37;4,940000000000005
2016-06-06;'21 - 22;34,2;29,45;4,7500000000000036
2016-06-06;'22 - 23;33,81;29,05;4,760000000000002
2016-06-06;'23 - 24;28,79;25,54;3,25
2016-06-07;'00 - 01;24,85;26,9;-2,049999999999997
2016-06-07;'01 - 02;23,34;25,48;-2,1400000000000006
2016-06-07;'02 - 03;22,59;23,18;-0,5899999999999999
2016-06-07;'03 - 04;21,58;22,16;-0,5800000000000018
2016-06-07;'04 - 05;21,67;22,67;-1,0
2016-06-07;'05 - 06;22,09;26,55;-4,460000000000001
2016-06-07;'06 - 07;29,68;31,33;-1,6499999999999986
2016-06-07;'07 - 08;35,82;34,17;1,6499999999999986
2016-06-07;'08 - 09;39,48;34,98;4,5
2016-06-07;'09 - 10;34,49;29,7;4,790000000000003
2016-06-07;'10 - 11;29,15;29,43;-0,28000000000000114
2016-06-07;'11 - 12;28,8;27,63;1,1700000000000017
2016-06-07;'12 - 13;25,94;25,65;0,2900000000000027
2016-06-07;'13 - 14;25,59;25,64;-0,05000000000000071
2016-06-07;'14 - 15;25,18;26,14;-0,9600000000000009
2016-06-07;'15 - 16;26,41;27,66;-1,25
2016-06-07;'16 - 17;27,53;28,59;-1,0599999999999987
2016-06-07;'17 - 18;32,13;30,21;1,9200000000000017
2016-06-07;'18 - 19;36,02;33,51;2,510000000000005
2016-06-07;'19 - 20;38,48;33,3;5,18
2016-06-07;'20 - 21;34,9;30,77;4,129999999999999
2016-06-07;'21 - 22;32,97;30,42;2,549999999999997
2016-06-07;'22 - 23;32,59;29,83;2,760000000000005
2016-06-07;'23 - 24;27,54;25,28;2,259999999999998
2016-06-08;'00 - 01;25,98;21,3;4,68
2016-06-08;'01 - 02;23,89;20,58;3,3100000000000023
2016-06-08;'02 - 03;22,83;18,9;3,9299999999999997
2016-06-08;'03 - 04;21,68;18,24;3,4400000000000013
2016-06-08;'04 - 05;21,54;17,61;3,9299999999999997
2016-06-08;'05 - 06;23,38;17,28;6,099999999999998
2016-06-08;'06 - 07;28,21;19,79;8,420000000000002
2016-06-08;'07 - 08;35,07;30,58;4,490000000000002
2016-06-08;'08 - 09;41,31;36,16;5,150000000000006
2016-06-08;'09 - 10;37,33;34,18;3,1499999999999986
2016-06-08;'10 - 11;34,25;35,62;-1,3699999999999974
2016-06-08;'11 - 12;32,99;35,47;-2,479999999999997
2016-06-08;'12 - 13;28,52;31,34;-2,8200000000000003
2016-06-08;'13 - 14;27,6;29,94;-2,34
2016-06-08;'14 - 15;27,18;29,16;-1,9800000000000004
2016-06-08;'15 - 16;26,37;27,27;-0,8999999999999986
2016-06-08;'16 - 17;26,0;26,31;-0,3099999999999987
2016-06-08;'17 - 18;28,24;25,86;2,379999999999999
2016-06-08;'18 - 19;30,68;26,24;4,440000000000001
2016-06-08;'19 - 20;32,9;28,07;4,829999999999998
2016-06-08;'20 - 21;32,12;27,87;4,2499999999999964
2016-06-08;'21 - 22;32,55;29,37;3,179999999999996
2016-06-08;'22 - 23;30,9;28,65;2,25
2016-06-08;'23 - 24;26,5;26,01;0,48999999999999844
2016-06-09;'00 - 01;23,67;23,01;0,6600000000000001
2016-06-09;'01 - 02;21,87;20,57;1,3000000000000007
2016-06-09;'02 - 03;20,81;22,09;-1,2800000000000011
2016-06-09;'03 - 04;20,58;21,62;-1,0400000000000027
2016-06-09;'04 - 05;21,11;23,14;-2,030000000000001
2016-06-09;'05 - 06;23,06;23,38;-0,3200000000000003
2016-06-09;'06 - 07;28,03;31,0;-2,969999999999999
2016-06-09;'07 - 08;33,97;38,15;-4,18
2016-06-09;'08 - 09;43,08;42,25;0,8299999999999983
2016-06-09;'09 - 10;44,0;43,54;0,46000000000000085
2016-06-09;'10 - 11;42,89;39,75;3,1400000000000006
2016-06-09;'11 - 12;41,4;36,87;4,530000000000001
2016-06-09;'12 - 13;34,99;32,14;2,8500000000000014
2016-06-09;'13 - 14;33,93;30,63;3,3000000000000007
2016-06-09;'14 - 15;30,2;29,42;0,7799999999999976
2016-06-09;'15 - 16;27,34;25,57;1,7699999999999996
2016-06-09;'16 - 17;27,01;24,41;2,6000000000000014
2016-06-09;'17 - 18;28,84;26,13;2,710000000000001
2016-06-09;'18 - 19;32,95;28,11;4,840000000000003
2016-06-09;'19 - 20;34,94;30,42;4,519999999999996
2016-06-09;'20 - 21;33,7;30,44;3,2600000000000016
2016-06-09;'21 - 22;31,51;28,41;3,1000000000000014
2016-06-09;'22 - 23;30,49;29,67;0,8199999999999967
2016-06-09;'23 - 24;25,89;26,46;-0,5700000000000003
2016-06-10;'00 - 01;23,55;23,49;0,060000000000002274
2016-06-10;'01 - 02;21,57;21,05;0,5199999999999996
2016-06-10;'02 - 03;21,03;22,06;-1,0299999999999976
2016-06-10;'03 - 04;19,91;20,69;-0,7800000000000011
2016-06-10;'04 - 05;19,16;19,85;-0,6900000000000013
2016-06-10;'05 - 06;20,97;23,21;-2,240000000000002
2016-06-10;'06 - 07;27,25;35,64;-8,39
2016-06-10;'07 - 08;33,94;37,59;-3,6500000000000057
2016-06-10;'08 - 09;35,95;37,48;-1,529999999999994
2016-06-10;'09 - 10;30,97;33,51;-2,539999999999999
2016-06-10;'10 - 11;24,68;27,81;-3,129999999999999
2016-06-10;'11 - 12;24,47;28,47;-4,0
2016-06-10;'12 - 13;22,52;26,36;-3,84
2016-06-10;'13 - 14;21,37;25,8;-4,43
2016-06-10;'14 - 15;21,06;24,87;-3,8100000000000023
2016-06-10;'15 - 16;21,8;25,09;-3,289999999999999
2016-06-10;'16 - 17;23,09;24,91;-1,8200000000000003
2016-06-10;'17 - 18;26,29;29,87;-3,580000000000002
2016-06-10;'18 - 19;30,01;33,85;-3,84
2016-06-10;'19 - 20;32,85;35,25;-2,3999999999999986
2016-06-10;'20 - 21;32,06;33,45;-1,3900000000000006
2016-06-10;'21 - 22;31,67;34,04;-2,3699999999999974
2016-06-10;'22 - 23;32,86;35,75;-2,8900000000000006
2016-06-10;'23 - 24;29,45;33,03;-3,580000000000002
2016-06-11;'00 - 01;26,14;25,88;0,26000000000000156
2016-06-11;'01 - 02;24,2;24,74;-0,5399999999999991
2016-06-11;'02 - 03;23,01;25,52;-2,509999999999998
2016-06-11;'03 - 04;21,57;23,57;-2,0
2016-06-11;'04 - 05;21,71;22,74;-1,0299999999999976
2016-06-11;'05 - 06;21,25;21,7;-0,4499999999999993
2016-06-11;'06 - 07;21,82;21,04;0,7800000000000011
2016-06-11;'07 - 08;22,85;23,42;-0,5700000000000003
2016-06-11;'08 - 09;26,06;30,07;-4,010000000000002
2016-06-11;'09 - 10;29,47;31,68;-2,210000000000001
2016-06-11;'10 - 11;29,46;31,22;-1,759999999999998
2016-06-11;'11 - 12;30,03;28,85;1,1799999999999997
2016-06-11;'12 - 13;28,49;27,63;0,8599999999999994
2016-06-11;'13 - 14;25,69;25,95;-0,259999999999998
2016-06-11;'14 - 15;23,85;24,37;-0,5199999999999996
2016-06-11;'15 - 16;23,8;23,45;0,3500000000000014
2016-06-11;'16 - 17;24,06;24,38;-0,3200000000000003
2016-06-11;'17 - 18;27,92;25,26;2,66
2016-06-11;'18 - 19;30,23;30,29;-0,05999999999999872
2016-06-11;'19 - 20;31,47;32,73;-1,259999999999998
2016-06-11;'20 - 21;31,85;30,54;1,3100000000000023
2016-06-11;'21 - 22;29,47;30,86;-1,3900000000000006
2016-06-11;'22 - 23;30,94;31,68;-0,7399999999999984
2016-06-11;'23 - 24;27,73;25,69;2,039999999999999
2016-06-12;'00 - 01;22,74;22,76;-0,020000000000003126
2016-06-12;'01 - 02;18,6;18,85;-0,25
2016-06-12;'02 - 03;18,58;18,8;-0,22000000000000242
2016-06-12;'03 - 04;18,58;18,5;0,0799999999999983
2016-06-12;'04 - 05;18,54;17,18;1,3599999999999994
2016-06-12;'05 - 06;17,5;15,95;1,5500000000000007
2016-06-12;'06 - 07;17,58;14,33;3,2499999999999982
2016-06-12;'07 - 08;19,16;17,86;1,3000000000000007
2016-06-12;'08 - 09;21,57;23,58;-2,009999999999998
2016-06-12;'09 - 10;22,91;25,34;-2,4299999999999997
2016-06-12;'10 - 11;21,19;20,89;0,3000000000000007
2016-06-12;'11 - 12;25,3;21,15;4,150000000000002
2016-06-12;'12 - 13;22,94;18,52;4,420000000000002
2016-06-12;'13 - 14;19,16;12,25;6,91
2016-06-12;'14 - 15;18,53;10,69;7,840000000000002
2016-06-12;'15 - 16;19,07;12,3;6,77
2016-06-12;'16 - 17;21,06;15,54;5,52
2016-06-12;'17 - 18;23,93;21,39;2,539999999999999
2016-06-12;'18 - 19;27,52;26,27;1,25
2016-06-12;'19 - 20;29,78;26,59;3,1900000000000013
2016-06-12;'20 - 21;31,33;26,48;4,849999999999998
2016-06-12;'21 - 22;29,4;25,73;3,669999999999998
2016-06-12;'22 - 23;29,81;28,12;1,6899999999999977
2016-06-12;'23 - 24;23,24;22,41;0,8299999999999983
2016-06-13;'00 - 01;21,34;18,47;2,870000000000001
2016-06-13;'01 - 02;19,46;18,54;0,9200000000000017
2016-06-13;'02 - 03;17,63;17,45;0,17999999999999972
2016-06-13;'03 - 04;18,37;16,26;2,1099999999999994
2016-06-13;'04 - 05;18,57;16,76;1,8099999999999987
2016-06-13;'05 - 06;21,03;18,53;2,5
2016-06-13;'06 - 07;27,31;28,98;-1,6700000000000017
2016-06-13;'07 - 08;33,49;32,2;1,2899999999999991
2016-06-13;'08 - 09;37,13;34,23;2,9000000000000057
2016-06-13;'09 - 10;39,91;35,78;4,1299999999999955
2016-06-13;'10 - 11;38,17;37,3;0,8700000000000045
2016-06-13;'11 - 12;39,09;34,84;4,25
2016-06-13;'12 - 13;34,23;32,66;1,5700000000000003
2016-06-13;'13 - 14;32,32;29,71;2,6099999999999994
2016-06-13;'14 - 15;31,68;28,69;2,9899999999999984
2016-06-13;'15 - 16;30,89;29,9;0,990000000000002
2016-06-13;'16 - 17;29,38;31,0;-1,620000000000001
2016-06-13;'17 - 18;30,45;32,39;-1,9400000000000013
2016-06-13;'18 - 19;31,75;31,44;0,3099999999999987
2016-06-13;'19 - 20;32,97;31,84;1,129999999999999
2016-06-13;'20 - 21;32,58;32,64;-0,060000000000002274
2016-06-13;'21 - 22;29,98;29,47;0,5100000000000016
2016-06-13;'22 - 23;29,31;32,13;-2,820000000000004
2016-06-13;'23 - 24;26,14;28,58;-2,4399999999999977
2016-06-14;'00 - 01;24,82;25,79;-0,9699999999999989
2016-06-14;'01 - 02;22,76;22,82;-0,05999999999999872
2016-06-14;'02 - 03;21,88;22,32;-0,4400000000000013
2016-06-14;'03 - 04;21,64;19,14;2,5
2016-06-14;'04 - 05;22,04;21,39;0,6499999999999986
2016-06-14;'05 - 06;23,0;22,88;0,120000000000001
2016-06-14;'06 - 07;27,4;30,28;-2,8800000000000026
2016-06-14;'07 - 08;35,29;38,85;-3,5600000000000023
2016-06-14;'08 - 09;38,39;40,08;-1,6899999999999977
2016-06-14;'09 - 10;38,44;39,54;-1,1000000000000014
2016-06-14;'10 - 11;37,25;35,19;2,0600000000000023
2016-06-14;'11 - 12;35,83;32,4;3,4299999999999997
2016-06-14;'12 - 13;32,0;32,34;-0,3400000000000034
2016-06-14;'13 - 14;29,37;32,18;-2,8099999999999987
2016-06-14;'14 - 15;27,55;30,94;-3,3900000000000006
2016-06-14;'15 - 16;27,38;27,8;-0,4200000000000017
2016-06-14;'16 - 17;28,64;28,76;-0,120000000000001
2016-06-14;'17 - 18;32,51;30,56;1,9499999999999993
2016-06-14;'18 - 19;35,08;34,79;0,28999999999999915
2016-06-14;'19 - 20;37,5;36,51;0,990000000000002
2016-06-14;'20 - 21;36,0;33,1;2,8999999999999986
2016-06-14;'21 - 22;32,01;30,04;1,9699999999999989
2016-06-14;'22 - 23;30,1;28,9;1,2000000000000028
2016-06-14;'23 - 24;26,59;26,49;0,10000000000000142
2016-06-15;'00 - 01;26,19;23,65;2,5400000000000027
2016-06-15;'01 - 02;25,34;23,33;2,0100000000000016
2016-06-15;'02 - 03;24,32;30,74;-6,419999999999998
2016-06-15;'03 - 04;23,73;24,94;-1,2100000000000009
2016-06-15;'04 - 05;23,52;21,52;2,0
2016-06-15;'05 - 06;25,31;22,94;2,3699999999999974
2016-06-15;'06 - 07;28,37;31,95;-3,5799999999999983
2016-06-15;'07 - 08;35,91;35,19;0,7199999999999989
2016-06-15;'08 - 09;38,79;39,08;-0,28999999999999915
2016-06-15;'09 - 10;36,2;36,47;-0,269999999999996
2016-06-15;'10 - 11;35,91;35,83;0,0799999999999983
2016-06-15;'11 - 12;35,51;34,93;0,5799999999999983
2016-06-15;'12 - 13;30,21;30,12;0,08999999999999986
2016-06-15;'13 - 14;28,29;30,67;-2,3800000000000026
2016-06-15;'14 - 15;27,99;30,48;-2,490000000000002
2016-06-15;'15 - 16;27,73;30,65;-2,919999999999998
2016-06-15;'16 - 17;29,12;30,03;-0,9100000000000001
2016-06-15;'17 - 18;31,0;29,44;1,5599999999999987
2016-06-15;'18 - 19;34,53;33,7;0,8299999999999983
2016-06-15;'19 - 20;36,91;35,48;1,4299999999999997
2016-06-15;'20 - 21;35,49;35,64;-0,14999999999999858
2016-06-15;'21 - 22;33,25;33,57;-0,3200000000000003
2016-06-15;'22 - 23;33,02;37,32;-4,299999999999997
2016-06-15;'23 - 24;27,33;29,2;-1,870000000000001
2016-06-16;'00 - 01;26,46;28,33;-1,8699999999999974
2016-06-16;'01 - 02;25,64;26,87;-1,2300000000000004
2016-06-16;'02 - 03;24,6;25,69;-1,0899999999999999
2016-06-16;'03 - 04;23,61;23,98;-0,370000000000001
2016-06-16;'04 - 05;23,99;21,98;2,009999999999998
2016-06-16;'05 - 06;24,95;24,19;0,759999999999998
2016-06-16;'06 - 07;29,84;31,04;-1,1999999999999993
2016-06-16;'07 - 08;37,82;34,64;3,1799999999999997
2016-06-16;'08 - 09;39,74;35,51;4,230000000000004
2016-06-16;'09 - 10;35,43;33,1;2,3299999999999983
2016-06-16;'10 - 11;34,88;34,21;0,6700000000000017
2016-06-16;'11 - 12;33,76;35,12;-1,3599999999999994
2016-06-16;'12 - 13;29,71;34,08;-4,369999999999997
2016-06-16;'13 - 14;26,98;33,94;-6,959999999999997
2016-06-16;'14 - 15;27,44;35,14;-7,699999999999999
2016-06-16;'15 - 16;28,47;35,65;-7,18
2016-06-16;'16 - 17;31,75;36,49;-4,740000000000002
2016-06-16;'17 - 18;33,03;37,52;-4,490000000000002
2016-06-16;'18 - 19;34,71;36,19;-1,4799999999999969
2016-06-16;'19 - 20;35,2;36,39;-1,1899999999999977
2016-06-16;'20 - 21;35,28;37,48;-2,1999999999999957
2016-06-16;'21 - 22;33,02;34,04;-1,019999999999996
2016-06-16;'22 - 23;31,05;34,04;-2,9899999999999984
2016-06-16;'23 - 24;26,62;28,55;-1,9299999999999997
2016-06-17;'00 - 01;25,9;28,22;-2,3200000000000003
2016-06-17;'01 - 02;23,73;26,18;-2,4499999999999993
2016-06-17;'02 - 03;22,16;25,18;-3,0199999999999996
2016-06-17;'03 - 04;21,37;22,96;-1,5899999999999999
2016-06-17;'04 - 05;21,72;22,66;-0,9400000000000013
2016-06-17;'05 - 06;22,45;24,64;-2,1900000000000013
2016-06-17;'06 - 07;27,85;31,55;-3,6999999999999993
2016-06-17;'07 - 08;35,3;42,85;-7,550000000000004
2016-06-17;'08 - 09;39,7;47,26;-7,559999999999995
2016-06-17;'09 - 10;37,5;44,77;-7,270000000000003
2016-06-17;'10 - 11;34,94;43,47;-8,530000000000001
2016-06-17;'11 - 12;33,25;43,1;-9,850000000000001
2016-06-17;'12 - 13;28,81;36,12;-7,309999999999999
2016-06-17;'13 - 14;24,97;29,82;-4,850000000000001
2016-06-17;'14 - 15;23,92;26,22;-2,299999999999997
2016-06-17;'15 - 16;23,01;22,59;0,4200000000000017
2016-06-17;'16 - 17;23,06;21,23;1,8299999999999983
2016-06-17;'17 - 18;26,55;25,66;0,8900000000000006
2016-06-17;'18 - 19;30,72;29,06;1,6600000000000001
2016-06-17;'19 - 20;32,15;30,51;1,639999999999997
2016-06-17;'20 - 21;30,59;28,68;1,9100000000000001
2016-06-17;'21 - 22;28,16;27,52;0,6400000000000006
2016-06-17;'22 - 23;29,08;27,83;1,25
2016-06-17;'23 - 24;26,07;24,11;1,9600000000000009
2016-06-18;'00 - 01;23,06;19,62;3,4399999999999977
2016-06-18;'01 - 02;22,45;18,23;4,219999999999999
2016-06-18;'02 - 03;21,02;17,76;3,259999999999998
2016-06-18;'03 - 04;20,09;15,09;5,0
2016-06-18;'04 - 05;20,06;14,59;5,469999999999999
2016-06-18;'05 - 06;18,75;12,47;6,279999999999999
2016-06-18;'06 - 07;20,73;13,55;7,18
2016-06-18;'07 - 08;22,75;20,21;2,539999999999999
2016-06-18;'08 - 09;24,47;27,69;-3,2200000000000024
2016-06-18;'09 - 10;23,0;25,1;-2,1000000000000014
2016-06-18;'10 - 11;21,64;22,7;-1,0599999999999987
2016-06-18;'11 - 12;21,08;22,94;-1,860000000000003
2016-06-18;'12 - 13;16,04;19,03;-2,990000000000002
2016-06-18;'13 - 14;12,85;19,69;-6,840000000000002
2016-06-18;'14 - 15;15,93;19,92;-3,990000000000002
2016-06-18;'15 - 16;18,67;21,89;-3,219999999999999
2016-06-18;'16 - 17;21,49;20,98;0,509999999999998
2016-06-18;'17 - 18;23,38;22,03;1,3499999999999979
2016-06-18;'18 - 19;26,53;25,99;0,5400000000000027
2016-06-18;'19 - 20;27,28;21,82;5,460000000000001
2016-06-18;'20 - 21;26,83;25,64;1,1899999999999977
2016-06-18;'21 - 22;26,97;27,7;-0,7300000000000004
2016-06-18;'22 - 23;28,0;28,21;-0,21000000000000085
2016-06-18;'23 - 24;24,48;23,39;1,0899999999999999
2016-06-19;'00 - 01;20,64;15,36;5,280000000000001
2016-06-19;'01 - 02;15,16;8,9;6,26
2016-06-19;'02 - 03;13,04;7,76;5,279999999999999
2016-06-19;'03 - 04;10,88;7,5;3,380000000000001
2016-06-19;'04 - 05;15,04;8,72;6,3199999999999985
2016-06-19;'05 - 06;13,1;7,04;6,06
2016-06-19;'06 - 07;10,16;6,07;4,09
2016-06-19;'07 - 08;10,13;6,13;4,000000000000001
2016-06-19;'08 - 09;14,29;11,27;3,0199999999999996
2016-06-19;'09 - 10;16,98;12,08;4,9
2016-06-19;'10 - 11;17,55;13,05;4,5
2016-06-19;'11 - 12;19,08;16,4;2,6799999999999997
2016-06-19;'12 - 13;17,12;20,37;-3,25
2016-06-19;'13 - 14;11,63;16,5;-4,869999999999999
2016-06-19;'14 - 15;9,04;14,13;-5,090000000000002
2016-06-19;'15 - 16;8,9;12,05;-3,1500000000000004
2016-06-19;'16 - 17;11,79;9,54;2,25
2016-06-19;'17 - 18;19,04;18,45;0,5899999999999999
2016-06-19;'18 - 19;22,97;22,06;0,9100000000000001
2016-06-19;'19 - 20;26,95;29,04;-2,09
2016-06-19;'20 - 21;27,8;28,67;-0,870000000000001
2016-06-19;'21 - 22;29,88;30,83;-0,9499999999999993
