date;hour;datetime;day_ahead_price;intraday_price;price_diff;solar_capacity;solar_generation_actual;wind_capacity;wind_generation_actual;wind_generation_forecast;solar_generation_forecast
2016-01-01;00;2016-01-01 00:00:00;23,86;29,34;-5,48;39021;0;44325;8648;6033;0
2016-01-01;01;2016-01-01 01:00:00;22,39;24,28;-1,8900000000000006;39021;0;44325;8579;7421;0
2016-01-01;02;2016-01-01 02:00:00;20,59;25,26;-4,670000000000002;39021;0;44325;8542;7266;0
2016-01-01;03;2016-01-01 03:00:00;16,81;20,24;-3,4299999999999997;39021;0;44325;8443;7180;0
2016-01-01;04;2016-01-01 04:00:00;17,41;21,94;-4,530000000000001;39021;0;44325;8295;7016;0
2016-01-01;05;2016-01-01 05:00:00;17,02;23,5;-6,48;39021;0;44325;7319;6787;0
2016-01-01;06;2016-01-01 06:00:00;15,86;21,87;-6,010000000000002;39021;0;44325;6574;6492;0
2016-01-01;07;2016-01-01 07:00:00;18,16;25,13;-6,969999999999999;39021;0;44325;5624;6058;0
2016-01-01;08;2016-01-01 08:00:00;17,73;24,52;-6,789999999999999;39021;137;44325;4644;5510;137
2016-01-01;09;2016-01-01 09:00:00;19,77;23,67;-3,900000000000002;39021;964;44325;3733;4924;1010
2016-01-01;10;2016-01-01 10:00:00;23,75;25,64;-1,8900000000000006;39021;2522;44325;2776;4172;2451
2016-01-01;11;2016-01-01 11:00:00;26,03;27,8;-1,7699999999999996;39021;3768;44325;1830;3423;3815
2016-01-01;12;2016-01-01 12:00:00;27,06;29,75;-2,6900000000000013;39021;4121;44325;1287;2787;4382
2016-01-01;13;2016-01-01 13:00:00;26,59;28,45;-1,8599999999999994;39021;3717;44325;790;2328;3986
2016-01-01;14;2016-01-01 14:00:00;25,0;26,42;-1,4200000000000017;39021;2442;44325;496;1937;2658
2016-01-01;15;2016-01-01 15:00:00;24,43;28,25;-3,8200000000000003;39021;841;44325;405;1609;979
2016-01-01;16;2016-01-01 16:00:00;28,87;32,49;-3,620000000000001;39021;51;44325;665;1568;51
2016-01-01;17;2016-01-01 17:00:00;37,44;40,98;-3,539999999999999;39021;0;44325;1298;1673;0
2016-01-01;18;2016-01-01 18:00:00;37,41;39,48;-2,0700000000000003;39021;0;44325;2146;1798;0
2016-01-01;19;2016-01-01 19:00:00;35,34;34,34;1,0;39021;0;44325;3371;2070;0
2016-01-01;20;2016-01-01 20:00:00;33,07;31,09;1,9800000000000004;39021;0;44325;4383;2725;0
2016-01-01;21;2016-01-01 21:00:00;29,52;27,17;2,349999999999998;39021;0;44325;5409;3182;0
2016-01-01;22;2016-01-01 22:00:00;30,1;27,59;2,5100000000000016;39021;0;44325;6180;3567;0
2016-01-01;23;2016-01-01 23:00:00;24,57;21,6;2,969999999999999;39021;0;44325;6958;3885;0
2016-01-02;00;2016-01-02 00:00:00;22,2;14,36;7,84;39022;0;44325;7462;6397;0
2016-01-02;01;2016-01-02 01:00:00;16,57;13,48;3,09;39022;0;44325;8763;7411;0
2016-01-02;02;2016-01-02 02:00:00;15,35;10,16;5,1899999999999995;39022;0;44325;10716;8610;0
2016-01-02;03;2016-01-02 03:00:00;12,77;7,77;5,0;39022;0;44325;11949;9904;0
2016-01-02;04;2016-01-02 04:00:00;11,27;6,45;4,819999999999999;39022;0;44325;13451;11359;0
2016-01-02;05;2016-01-02 05:00:00;11,91;6,38;5,53;39022;0;44325;14640;12607;0
2016-01-02;06;2016-01-02 06:00:00;12,62;3,01;9,61;39022;0;44325;15480;13859;0
2016-01-02;07;2016-01-02 07:00:00;13,83;6,98;6,85;39022;0;44325;16062;15165;1
2016-01-02;08;2016-01-02 08:00:00;16,12;9,37;6,750000000000002;39022;106;44325;16588;16305;153
2016-01-02;09;2016-01-02 09:00:00;18,12;11,83;6,290000000000001;39022;593;44325;17324;17458;940
2016-01-02;10;2016-01-02 10:00:00;19,59;18,85;0,7399999999999984;39022;1341;44325;17888;18304;2047
2016-01-02;11;2016-01-02 11:00:00;21,07;27,29;-6,219999999999999;39022;1866;44325;18265;18733;2911
2016-01-02;12;2016-01-02 12:00:00;22,54;29,36;-6,82;39022;2043;44325;18329;19105;3094
2016-01-02;13;2016-01-02 13:00:00;19,79;28,6;-8,810000000000002;39022;1869;44325;18394;19475;2601
2016-01-02;14;2016-01-02 14:00:00;16,9;30,22;-13,32;39022;1178;44325;18540;20000;1628
2016-01-02;15;2016-01-02 15:00:00;16,97;27,73;-10,760000000000002;39022;382;44325;18754;20642;563
2016-01-02;16;2016-01-02 16:00:00;19,25;28,75;-9,5;39022;28;44325;19192;21140;34
2016-01-02;17;2016-01-02 17:00:00;28,01;38,96;-10,95;39022;0;44325;19913;21661;0
2016-01-02;18;2016-01-02 18:00:00;28,36;41,66;-13,299999999999997;39022;0;44325;20215;22029;0
2016-01-02;19;2016-01-02 19:00:00;26,56;38,3;-11,739999999999998;39022;0;44325;20108;22119;0
2016-01-02;20;2016-01-02 20:00:00;17,38;31,65;-14,27;39022;0;44325;19693;21881;0
2016-01-02;21;2016-01-02 21:00:00;15,83;29,08;-13,249999999999998;39022;0;44325;19202;21525;0
2016-01-02;22;2016-01-02 22:00:00;16,97;32,61;-15,64;39022;0;44325;18460;21297;0
2016-01-02;23;2016-01-02 23:00:00;15,31;25,18;-9,87;39022;0;44325;18772;20946;0
2016-01-03;00;2016-01-03 00:00:00;6,99;20,44;-13,450000000000001;39022;0;44325;18924;20522;0
2016-01-03;01;2016-01-03 01:00:00;-0,01;15,81;-15,82;39022;0;44325;18596;20481;0
2016-01-03;02;2016-01-03 02:00:00;0,23;17,87;-17,64;39022;0;44325;18600;20434;0
2016-01-03;03;2016-01-03 03:00:00;4,51;15,08;-10,57;39022;0;44325;18440;20265;0
2016-01-03;04;2016-01-03 04:00:00;4,12;11,55;-7,430000000000001;39022;0;44325;18281;20091;0
2016-01-03;05;2016-01-03 05:00:00;6,76;14,16;-7,4;39022;0;44325;18302;19910;0
2016-01-03;06;2016-01-03 06:00:00;0,75;14,69;-13,94;39022;0;44325;18422;19785;0
2016-01-03;07;2016-01-03 07:00:00;4,27;14,02;-9,75;39022;0;44325;18190;19670;1
2016-01-03;08;2016-01-03 08:00:00;9,11;20,93;-11,82;39022;66;44325;17751;19571;131
2016-01-03;09;2016-01-03 09:00:00;15,92;25,0;-9,08;39022;638;44325;17202;19505;943
2016-01-03;10;2016-01-03 10:00:00;17,06;27,33;-10,27;39022;1648;44325;16685;19248;2097
2016-01-03;11;2016-01-03 11:00:00;19,28;29,2;-9,919999999999998;39022;2621;44325;15632;18646;3095
2016-01-03;12;2016-01-03 12:00:00;20,25;26,54;-6,289999999999999;39022;3051;44325;14568;17990;3553
2016-01-03;13;2016-01-03 13:00:00;17,66;25,77;-8,11;39022;2909;44325;14358;17589;3313
2016-01-03;14;2016-01-03 14:00:00;18,49;24,03;-5,540000000000003;39022;1880;44325;14313;17373;2332
2016-01-03;15;2016-01-03 15:00:00;16,51;22,31;-5,799999999999997;39022;658;44325;14881;17320;943
2016-01-03;16;2016-01-03 16:00:00;18,76;26,72;-7,959999999999997;39022;48;44325;15377;17567;76
2016-01-03;17;2016-01-03 17:00:00;22,21;38,84;-16,630000000000003;39022;0;44325;16306;17978;3
2016-01-03;18;2016-01-03 18:00:00;26,76;41,61;-14,849999999999998;39022;0;44325;17294;18445;0
2016-01-03;19;2016-01-03 19:00:00;27,08;38,94;-11,86;39022;0;44325;17648;18751;0
2016-01-03;20;2016-01-03 20:00:00;25,33;38,03;-12,700000000000003;39022;0;44325;17745;18773;0
2016-01-03;21;2016-01-03 21:00:00;22,11;32,32;-10,21;39022;0;44325;17589;18734;0
2016-01-03;22;2016-01-03 22:00:00;20,91;33,33;-12,419999999999998;39022;0;44325;16955;18795;0
2016-01-03;23;2016-01-03 23:00:00;14,43;30,73;-16,3;39022;0;44325;16746;18768;0
2016-01-04;00;2016-01-04 00:00:00;13,78;23,63;-9,85;39033;0;44325;16415;20345;0
2016-01-04;01;2016-01-04 01:00:00;12,77;24,03;-11,260000000000002;39033;0;44325;15686;20175;0
2016-01-04;02;2016-01-04 02:00:00;10,56;22,8;-12,24;39033;0;44325;15040;19888;0
2016-01-04;03;2016-01-04 03:00:00;3,87;19,33;-15,459999999999997;39033;0;44325;14410;19409;0
2016-01-04;04;2016-01-04 04:00:00;3,2;16,23;-13,030000000000001;39033;0;44325;13623;18962;0
2016-01-04;05;2016-01-04 05:00:00;8,67;24,19;-15,520000000000001;39033;0;44325;13175;18591;0
2016-01-04;06;2016-01-04 06:00:00;18,01;37,74;-19,73;39033;0;44325;13284;18237;0
2016-01-04;07;2016-01-04 07:00:00;28,52;45,73;-17,209999999999997;39033;0;44325;13091;17904;1
2016-01-04;08;2016-01-04 08:00:00;34,74;48,78;-14,04;39033;71;44325;12873;17578;99
2016-01-04;09;2016-01-04 09:00:00;33,46;47,22;-13,759999999999998;39033;533;44325;12206;17147;709
2016-01-04;10;2016-01-04 10:00:00;33,24;47,98;-14,739999999999995;39033;1350;44325;11458;16345;1573
2016-01-04;11;2016-01-04 11:00:00;35,09;48,73;-13,639999999999993;39033;1998;44325;10580;15262;2235
2016-01-04;12;2016-01-04 12:00:00;35,0;48,48;-13,479999999999997;39033;2231;44325;10173;14273;2497
2016-01-04;13;2016-01-04 13:00:00;35,0;49,27;-14,270000000000003;39033;2005;44325;9772;13401;2298
2016-01-04;14;2016-01-04 14:00:00;34,94;50,87;-15,93;39033;1298;44325;9753;12785;1571
2016-01-04;15;2016-01-04 15:00:00;34,92;50,8;-15,879999999999995;39033;536;44325;10014;12244;635
2016-01-04;16;2016-01-04 16:00:00;38,0;51,52;-13,520000000000003;39033;58;44325;10292;11901;55
2016-01-04;17;2016-01-04 17:00:00;41,21;58,2;-16,990000000000002;39033;0;44325;10920;11867;0
2016-01-04;18;2016-01-04 18:00:00;42,95;56,2;-13,25;39033;0;44325;11096;11926;0
2016-01-04;19;2016-01-04 19:00:00;41,96;53,17;-11,21;39033;0;44325;10861;11918;0
2016-01-04;20;2016-01-04 20:00:00;34,94;44,74;-9,800000000000004;39033;0;44325;10690;11779;0
2016-01-04;21;2016-01-04 21:00:00;30,66;39,72;-9,059999999999999;39033;0;44325;10284;11568;0
2016-01-04;22;2016-01-04 22:00:00;30,0;38,23;-8,229999999999997;39033;0;44325;9974;11344;0
2016-01-04;23;2016-01-04 23:00:00;23,9;31,15;-7,25;39033;0;44325;9676;11096;0
2016-01-05;00;2016-01-05 00:00:00;25,03;26,98;-1,9499999999999993;39035;0;44325;9529;11547;0
2016-01-05;01;2016-01-05 01:00:00;24,42;27,03;-2,6099999999999994;39035;0;44325;9304;11515;0
2016-01-05;02;2016-01-05 02:00:00;22,34;25,34;-3,0;39035;0;44325;9205;11626;0
2016-01-05;03;2016-01-05 03:00:00;21,5;21,79;-0,28999999999999915;39035;0;44325;9191;11630;0
2016-01-05;04;2016-01-05 04:00:00;20,0;24,64;-4,640000000000001;39035;0;44325;9260;11611;0
2016-01-05;05;2016-01-05 05:00:00;23,53;28,13;-4,599999999999998;39035;0;44325;9387;11628;0
2016-01-05;06;2016-01-05 06:00:00;28,96;35,45;-6,490000000000002;39035;0;44325;9378;11726;0
2016-01-05;07;2016-01-05 07:00:00;38,32;44,65;-6,329999999999998;39035;0;44325;9323;11817;2
2016-01-05;08;2016-01-05 08:00:00;41,45;44,25;-2,799999999999997;39035;75;44325;9250;11868;131
2016-01-05;09;2016-01-05 09:00:00;40,72;44,67;-3,950000000000003;39035;603;44325;9086;11782;856
2016-01-05;10;2016-01-05 10:00:00;40,66;45,37;-4,710000000000001;39035;1670;44325;8797;11583;1875
2016-01-05;11;2016-01-05 11:00:00;40,33;44,41;-4,079999999999998;39035;2497;44325;8369;11379;2700
2016-01-05;12;2016-01-05 12:00:00;38,25;42,57;-4,32;39035;2936;44325;8088;11231;2968
2016-01-05;13;2016-01-05 13:00:00;36,98;39,63;-2,6500000000000057;39035;2423;44325;7892;11158;2646
2016-01-05;14;2016-01-05 14:00:00;34,91;38,64;-3,730000000000004;39035;1610;44325;7972;11233;1813
2016-01-05;15;2016-01-05 15:00:00;33,5;41,92;-8,420000000000002;39035;673;44325;8052;11433;741
2016-01-05;16;2016-01-05 16:00:00;35,1;50,09;-14,990000000000002;39035;62;44325;8112;11507;68
2016-01-05;17;2016-01-05 17:00:00;42,44;58,72;-16,28;39035;0;44325;8368;11530;2
2016-01-05;18;2016-01-05 18:00:00;42,94;58,14;-15,200000000000003;39035;0;44325;8622;11492;0
2016-01-05;19;2016-01-05 19:00:00;41,74;54,55;-12,809999999999995;39035;0;44325;8527;11468;0
2016-01-05;20;2016-01-05 20:00:00;36,47;46,6;-10,130000000000003;39035;0;44325;8410;11493;0
2016-01-05;21;2016-01-05 21:00:00;33,01;40,38;-7,3700000000000045;39035;0;44325;8185;11499;0
2016-01-05;22;2016-01-05 22:00:00;31,75;37,22;-5,469999999999999;39035;0;44325;7999;11404;0
2016-01-05;23;2016-01-05 23:00:00;26,99;35,91;-8,919999999999998;39035;0;44325;7968;11204;0
2016-01-06;00;2016-01-06 00:00:00;26,62;29,21;-2,59;39036;0;44335;7723;9587;0
2016-01-06;01;2016-01-06 01:00:00;25,58;28,77;-3,1900000000000013;39036;0;44335;7566;9330;0
2016-01-06;02;2016-01-06 02:00:00;24,59;27,85;-3,2600000000000016;39036;0;44335;7264;9098;0
2016-01-06;03;2016-01-06 03:00:00;22,5;24,37;-1,870000000000001;39036;0;44335;7212;8900;0
2016-01-06;04;2016-01-06 04:00:00;23,16;25,65;-2,4899999999999984;39036;0;44335;7163;8828;0
2016-01-06;05;2016-01-06 05:00:00;24,99;29,5;-4,510000000000002;39036;0;44335;7366;8815;0
2016-01-06;06;2016-01-06 06:00:00;26,62;31,85;-5,23;39036;0;44335;7206;8877;0
2016-01-06;07;2016-01-06 07:00:00;28,03;34,36;-6,329999999999998;39036;0;44335;7265;8859;2
2016-01-06;08;2016-01-06 08:00:00;29,34;32,95;-3,610000000000003;39036;127;44335;7169;8777;151
2016-01-06;09;2016-01-06 09:00:00;32,94;37,14;-4,200000000000003;39036;770;44335;6806;8656;974
2016-01-06;10;2016-01-06 10:00:00;37,71;41,12;-3,4099999999999966;39036;1818;44335;6636;8410;2129
2016-01-06;11;2016-01-06 11:00:00;40,08;43,43;-3,3500000000000014;39036;2721;44335;6272;8082;3128
2016-01-06;12;2016-01-06 12:00:00;40,73;44,42;-3,690000000000005;39036;2820;44335;5672;7613;3436
2016-01-06;13;2016-01-06 13:00:00;38,26;44,28;-6,020000000000003;39036;2326;44335;5346;7188;3040
2016-01-06;14;2016-01-06 14:00:00;35,44;42,68;-7,240000000000002;39036;1463;44335;5177;6949;2033
2016-01-06;15;2016-01-06 15:00:00;36,92;45,32;-8,399999999999999;39036;510;44335;5347;6920;809
2016-01-06;16;2016-01-06 16:00:00;41,28;46,84;-5,560000000000002;39036;40;44335;5586;7007;73
2016-01-06;17;2016-01-06 17:00:00;44,95;50,51;-5,559999999999995;39036;0;44335;6018;7098;2
2016-01-06;18;2016-01-06 18:00:00;46,9;53,42;-6,520000000000003;39036;0;44335;6242;7186;0
2016-01-06;19;2016-01-06 19:00:00;43,95;48,17;-4,219999999999999;39036;0;44335;6465;7194;0
2016-01-06;20;2016-01-06 20:00:00;39,94;41,03;-1,0900000000000034;39036;0;44335;6603;7143;0
2016-01-06;21;2016-01-06 21:00:00;32,4;35,65;-3,25;39036;0;44335;6434;7111;0
2016-01-06;22;2016-01-06 22:00:00;33,51;36,94;-3,4299999999999997;39036;0;44335;6437;7267;0
2016-01-06;23;2016-01-06 23:00:00;30,11;33,11;-3,0;39036;0;44335;6372;7524;0
2016-01-07;00;2016-01-07 00:00:00;26,41;24,69;1,7199999999999989;39039;0;44335;6420;7849;0
2016-01-07;01;2016-01-07 01:00:00;26,05;24,47;1,5800000000000018;39039;0;44335;6509;8036;0
2016-01-07;02;2016-01-07 02:00:00;24,93;25,31;-0,379999999999999;39039;0;44335;6713;8486;0
2016-01-07;03;2016-01-07 03:00:00;22,39;21,5;0,8900000000000006;39039;0;44335;6943;8978;0
2016-01-07;04;2016-01-07 04:00:00;22,32;22,26;0,05999999999999872;39039;0;44335;7062;9486;0
2016-01-07;05;2016-01-07 05:00:00;24,2;24,18;0,019999999999999574;39039;0;44335;7098;10102;0
2016-01-07;06;2016-01-07 06:00:00;31,0;29,87;1,129999999999999;39039;0;44335;7575;10803;0
2016-01-07;07;2016-01-07 07:00:00;42,47;39,51;2,960000000000001;39039;0;44335;8400;11481;2
2016-01-07;08;2016-01-07 08:00:00;42,97;41,1;1,8699999999999974;39039;150;44335;9167;12432;168
2016-01-07;09;2016-01-07 09:00:00;41,93;35,86;6,07;39039;1205;44335;10482;13396;1031
2016-01-07;10;2016-01-07 10:00:00;41,62;31,72;9,899999999999999;39039;2839;44335;11005;14229;2033
2016-01-07;11;2016-01-07 11:00:00;41,5;31,65;9,850000000000001;39039;3898;44335;10906;14959;2687
2016-01-07;12;2016-01-07 12:00:00;40,66;31,54;9,119999999999997;39039;3342;44335;10983;15707;2630
2016-01-07;13;2016-01-07 13:00:00;40,33;33,17;7,159999999999997;39039;1982;44335;11398;16548;2057
2016-01-07;14;2016-01-07 14:00:00;36,51;36,45;0,05999999999999517;39039;914;44335;12438;17534;1241
2016-01-07;15;2016-01-07 15:00:00;33,49;35,56;-2,0700000000000003;39039;282;44335;13858;18413;480
2016-01-07;16;2016-01-07 16:00:00;34,19;34,5;-0,3100000000000023;39039;26;44335;15102;18852;39
2016-01-07;17;2016-01-07 17:00:00;40,66;35,69;4,969999999999999;39039;0;44335;16114;18830;0
2016-01-07;18;2016-01-07 18:00:00;40,8;38,01;2,789999999999999;39039;0;44335;17594;19081;0
2016-01-07;19;2016-01-07 19:00:00;37,19;35,47;1,7199999999999989;39039;0;44335;18522;18928;0
2016-01-07;20;2016-01-07 20:00:00;31,94;31,06;0,8800000000000026;39039;0;44335;19609;18391;0
2016-01-07;21;2016-01-07 21:00:00;27,01;26,68;0,33000000000000185;39039;0;44335;20734;18346;0
2016-01-07;22;2016-01-07 22:00:00;27,52;24,14;3,379999999999999;39039;0;44335;21372;18499;0
2016-01-07;23;2016-01-07 23:00:00;23,4;18,59;4,809999999999999;39039;0;44335;21563;18665;0
2016-01-08;00;2016-01-08 00:00:00;12,12;26,13;-14,01;39041;0;44338;22456;22592;0
2016-01-08;01;2016-01-08 01:00:00;17,23;23,63;-6,399999999999999;39041;0;44338;22810;23248;0
2016-01-08;02;2016-01-08 02:00:00;13,9;20,41;-6,51;39041;0;44338;22868;23343;0
2016-01-08;03;2016-01-08 03:00:00;12,11;20,57;-8,46;39041;0;44338;23458;24123;0
2016-01-08;04;2016-01-08 04:00:00;12,99;15,22;-2,2300000000000004;39041;0;44338;23700;24963;0
2016-01-08;05;2016-01-08 05:00:00;16,98;11,67;5,3100000000000005;39041;0;44338;24682;25376;0
2016-01-08;06;2016-01-08 06:00:00;22,02;20,22;1,8000000000000007;39041;0;44338;25880;25487;0
2016-01-08;07;2016-01-08 07:00:00;28,4;25,32;3,0799999999999983;39041;0;44338;26073;25309;4
2016-01-08;08;2016-01-08 08:00:00;29,31;27,81;1,5;39041;339;44338;26408;24975;352
2016-01-08;09;2016-01-08 09:00:00;26,6;26,82;-0,21999999999999886;39041;2815;44338;26070;24599;2624
2016-01-08;10;2016-01-08 10:00:00;25,55;22,08;3,4700000000000024;39041;6242;44338;25515;24073;5446
2016-01-08;11;2016-01-08 11:00:00;25,76;21,25;4,510000000000002;39041;8735;44338;25106;22965;7704
2016-01-08;12;2016-01-08 12:00:00;25,13;16,92;8,209999999999997;39041;9116;44338;23671;21369;8423
2016-01-08;13;2016-01-08 13:00:00;25,58;19,95;5,629999999999999;39041;7362;44338;21322;19785;7515
2016-01-08;14;2016-01-08 14:00:00;27,6;25,96;1,6400000000000006;39041;4492;44338;18643;18190;5208
2016-01-08;15;2016-01-08 15:00:00;32,08;31,97;0,10999999999999943;39041;1750;44338;16149;16772;2086
2016-01-08;16;2016-01-08 16:00:00;37,16;42,61;-5,450000000000003;39041;118;44338;15412;15764;116
2016-01-08;17;2016-01-08 17:00:00;45,0;48,1;-3,1000000000000014;39041;0;44338;14731;15302;0
2016-01-08;18;2016-01-08 18:00:00;46,97;48,32;-1,3500000000000014;39041;0;44338;13577;14870;0
2016-01-08;19;2016-01-08 19:00:00;40,09;42,89;-2,799999999999997;39041;0;44338;12775;14476;0
2016-01-08;20;2016-01-08 20:00:00;34,61;38,08;-3,469999999999999;39041;0;44338;11888;13587;0
2016-01-08;21;2016-01-08 21:00:00;31,52;32,84;-1,3200000000000038;39041;0;44338;11230;12433;0
2016-01-08;22;2016-01-08 22:00:00;32,5;32,07;0,4299999999999997;39041;0;44338;10311;11183;0
2016-01-08;23;2016-01-08 23:00:00;26,01;31,45;-5,439999999999998;39041;0;44338;9782;9976;0
2016-01-09;00;2016-01-09 00:00:00;26,1;27,17;-1,0700000000000003;39041;0;44338;8815;7203;0
2016-01-09;01;2016-01-09 01:00:00;25,1;25,45;-0,34999999999999787;39041;0;44338;8121;6367;0
2016-01-09;02;2016-01-09 02:00:00;24,3;26,08;-1,7799999999999976;39041;0;44338;7671;5681;0
2016-01-09;03;2016-01-09 03:00:00;23,23;23,93;-0,6999999999999993;39041;0;44338;7198;5192;0
2016-01-09;04;2016-01-09 04:00:00;21,96;23,12;-1,1600000000000001;39041;0;44338;7355;5058;0
2016-01-09;05;2016-01-09 05:00:00;22,45;22,48;-0,030000000000001137;39041;0;44338;7094;5105;0
2016-01-09;06;2016-01-09 06:00:00;23,07;24,06;-0,9899999999999984;39041;0;44338;7464;5296;0
2016-01-09;07;2016-01-09 07:00:00;25,0;24,67;0,3299999999999983;39041;0;44338;7537;5614;2
2016-01-09;08;2016-01-09 08:00:00;32,11;27,98;4,129999999999999;39041;196;44338;7807;5944;113
2016-01-09;09;2016-01-09 09:00:00;37,12;28,57;8,549999999999997;39041;1554;44338;7990;6104;816
2016-01-09;10;2016-01-09 10:00:00;36,13;28,12;8,010000000000002;39041;3446;44338;7728;5984;2240
2016-01-09;11;2016-01-09 11:00:00;35,76;25,53;10,229999999999997;39041;5002;44338;6464;5572;3656
2016-01-09;12;2016-01-09 12:00:00;34,06;26,81;7,2500000000000036;39041;5171;44338;5640;5206;4087
2016-01-09;13;2016-01-09 13:00:00;31,54;28,12;3,419999999999998;39041;4453;44338;5292;5234;3640
2016-01-09;14;2016-01-09 14:00:00;27,92;27,26;0,6600000000000001;39041;2900;44338;5173;5657;2461
2016-01-09;15;2016-01-09 15:00:00;27,0;29,17;-2,1700000000000017;39041;1078;44338;6124;6322;990
2016-01-09;16;2016-01-09 16:00:00;30,5;32,26;-1,759999999999998;39041;91;44338;7979;7202;65
2016-01-09;17;2016-01-09 17:00:00;36,99;36,33;0,6600000000000037;39041;0;44338;9648;8085;0
2016-01-09;18;2016-01-09 18:00:00;36,8;33,83;2,969999999999999;39041;0;44338;10718;8823;0
2016-01-09;19;2016-01-09 19:00:00;35,0;29,3;5,699999999999999;39041;0;44338;11450;9277;0
2016-01-09;20;2016-01-09 20:00:00;29,0;27,98;1,0199999999999996;39041;0;44338;11629;9569;0
2016-01-09;21;2016-01-09 21:00:00;25,01;26,09;-1,0799999999999983;39041;0;44338;11666;9980;0
2016-01-09;22;2016-01-09 22:00:00;25,1;25,55;-0,4499999999999993;39041;0;44338;12193;10436;0
2016-01-09;23;2016-01-09 23:00:00;22,28;24,09;-1,8099999999999987;39041;0;44338;12602;10860;0
2016-01-10;00;2016-01-10 00:00:00;15,58;17,03;-1,450000000000001;39041;0;44338;13086;11711;0
2016-01-10;01;2016-01-10 01:00:00;19,05;15,65;3,4000000000000004;39041;0;44338;13590;12260;0
2016-01-10;02;2016-01-10 02:00:00;16,87;11,05;5,82;39041;0;44338;14377;12807;0
2016-01-10;03;2016-01-10 03:00:00;12,75;9,83;2,92;39041;0;44338;15121;13318;0
2016-01-10;04;2016-01-10 04:00:00;10,81;9,25;1,5600000000000005;39041;0;44338;15188;13770;0
2016-01-10;05;2016-01-10 05:00:00;10,85;8,9;1,9499999999999993;39041;0;44338;15749;14421;0
2016-01-10;06;2016-01-10 06:00:00;9,85;8,4;1,4499999999999993;39041;0;44338;16646;14889;0
2016-01-10;07;2016-01-10 07:00:00;11,92;9,52;2,4000000000000004;39041;0;44338;17234;15332;3
2016-01-10;08;2016-01-10 08:00:00;15,44;12,5;2,9399999999999995;39041;178;44338;17175;15903;165
2016-01-10;09;2016-01-10 09:00:00;18,99;18,72;0,2699999999999996;39041;1196;44338;16838;16020;1160
2016-01-10;10;2016-01-10 10:00:00;19,66;24,59;-4,93;39041;2311;44338;16607;15944;2698
2016-01-10;11;2016-01-10 11:00:00;21,59;25,55;-3,960000000000001;39041;3154;44338;16256;15332;4058
2016-01-10;12;2016-01-10 12:00:00;21,83;26,89;-5,060000000000002;39041;3805;44338;15297;14519;4500
2016-01-10;13;2016-01-10 13:00:00;20,82;24,38;-3,5599999999999987;39041;3940;44338;14348;13475;4172
2016-01-10;14;2016-01-10 14:00:00;20,06;21,91;-1,8500000000000014;39041;3009;44338;13428;12144;3052
2016-01-10;15;2016-01-10 15:00:00;21,45;22,51;-1,0600000000000023;39041;1226;44338;12548;11175;1312
2016-01-10;16;2016-01-10 16:00:00;23,92;25,23;-1,3099999999999987;39041;81;44338;12871;10559;107
2016-01-10;17;2016-01-10 17:00:00;27,93;29,3;-1,370000000000001;39041;0;44338;13438;10357;0
2016-01-10;18;2016-01-10 18:00:00;35,0;33,15;1,8500000000000014;39041;0;44338;13767;10385;0
2016-01-10;19;2016-01-10 19:00:00;33,0;30,23;2,7699999999999996;39041;0;44338;14325;10442;0
2016-01-10;20;2016-01-10 20:00:00;30,03;21,52;8,510000000000002;39041;0;44338;13727;10488;0
2016-01-10;21;2016-01-10 21:00:00;26,06;15,76;10,299999999999999;39041;0;44338;12371;10415;0
2016-01-10;22;2016-01-10 22:00:00;26,93;22,11;4,82;39041;0;44338;11575;10359;0
2016-01-10;23;2016-01-10 23:00:00;23,12;23,09;0,030000000000001137;39041;0;44338;11273;9972;0
2016-01-11;00;2016-01-11 00:00:00;21,95;20,21;1,7399999999999984;39043;0;44340;10728;9992;0
2016-01-11;01;2016-01-11 01:00:00;20,04;17,1;2,9399999999999977;39043;0;44340;10013;9365;0
2016-01-11;02;2016-01-11 02:00:00;19,78;13,49;6,290000000000001;39043;0;44340;9387;8830;0
2016-01-11;03;2016-01-11 03:00:00;19,36;14,12;5,24;39043;0;44340;8030;8231;0
2016-01-11;04;2016-01-11 04:00:00;19,56;14,73;4,829999999999998;39043;0;44340;7316;7503;0
2016-01-11;05;2016-01-11 05:00:00;21,67;17,47;4,200000000000003;39043;0;44340;6474;6780;0
2016-01-11;06;2016-01-11 06:00:00;28,5;24,77;3,7300000000000004;39043;0;44340;6188;6207;0
2016-01-11;07;2016-01-11 07:00:00;41,61;32,35;9,259999999999998;39043;0;44340;6382;5956;2
2016-01-11;08;2016-01-11 08:00:00;45,93;39,84;6,089999999999996;39043;90;44340;6817;5895;142
2016-01-11;09;2016-01-11 09:00:00;44,0;35,26;8,740000000000002;39043;544;44340;7204;5751;900
2016-01-11;10;2016-01-11 10:00:00;41,94;31,6;10,339999999999996;39043;1343;44340;7137;5649;1919
2016-01-11;11;2016-01-11 11:00:00;41,96;32,03;9,93;39043;1989;44340;6793;5451;2666
2016-01-11;12;2016-01-11 12:00:00;42,33;32,7;9,629999999999995;39043;2238;44340;6240;5300;2815
2016-01-11;13;2016-01-11 13:00:00;42,1;30,57;11,530000000000001;39043;1994;44340;6038;5409;2412
2016-01-11;14;2016-01-11 14:00:00;39,88;31,71;8,170000000000002;39043;1296;44340;6398;5800;1717
