date;hour;dayAheadPrice
2017-02-09;'15 - 16;65,0
2017-02-10;'15 - 16;44,97
2017-02-11;'15 - 16;34,1
2017-02-12;'15 - 16;30,81
2017-02-06;'16 - 17;67,04
2017-02-07;'16 - 17;62,41
2017-02-08;'16 - 17;69,13
2017-02-09;'16 - 17;65,76
2017-02-10;'16 - 17;49,07
2017-02-11;'16 - 17;35,09
2017-02-12;'16 - 17;32,19
2017-02-06;'17 - 18;69,94
2017-02-07;'17 - 18;67,14
2017-02-08;'17 - 18;73,85
2017-02-09;'17 - 18;70,43
2017-02-10;'17 - 18;52,73
2017-02-11;'17 - 18;41,56
2017-02-12;'17 - 18;36,0
2017-02-06;'18 - 19;86,37
2017-02-07;'18 - 19;66,97
2017-02-08;'18 - 19;88,18
2017-02-09;'18 - 19;72,91
2017-02-10;'18 - 19;45,06
2017-02-11;'18 - 19;43,01
2017-02-12;'18 - 19;42,59
2017-02-06;'19 - 20;77,29
2017-02-07;'19 - 20;64,01
2017-02-08;'19 - 20;84,04
2017-02-09;'19 - 20;64,54
2017-02-10;'19 - 20;46,2
2017-02-11;'19 - 20;40,86
2017-02-12;'19 - 20;41,1
2017-02-06;'20 - 21;64,69
2017-02-07;'20 - 21;45,07
2017-02-08;'20 - 21;72,6
2017-02-09;'20 - 21;50,09
2017-02-10;'20 - 21;39,11
2017-02-11;'20 - 21;36,09
2017-02-12;'20 - 21;40,44
2017-02-06;'21 - 22;44,63
2017-02-07;'21 - 22;43,1
2017-02-08;'21 - 22;62,5
2017-02-09;'21 - 22;39,48
2017-02-10;'21 - 22;37,08
2017-02-11;'21 - 22;33,93
2017-02-12;'21 - 22;32,63
2017-02-06;'22 - 23;43,27
2017-02-07;'22 - 23;45,02
2017-02-08;'22 - 23;47,98
2017-02-09;'22 - 23;42,1
2017-02-10;'22 - 23;38,04
2017-02-11;'22 - 23;33,92
2017-02-12;'22 - 23;34,9
2017-02-06;'23 - 24;38,93
2017-02-07;'23 - 24;39,89
2017-02-08;'23 - 24;45,82
2017-02-09;'23 - 24;38,35
2017-02-10;'23 - 24;34,21
2017-02-11;'23 - 24;31,86
2017-02-12;'23 - 24;32,12
2017-02-13;'00 - 01;28,83
2017-02-14;'00 - 01;32,35
2017-02-15;'00 - 01;37,39
2017-02-16;'00 - 01;33,27
2017-02-17;'00 - 01;32,52
2017-02-18;'00 - 01;35,1
2017-02-19;'00 - 01;30,81
2017-02-13;'01 - 02;29,68
2017-02-14;'01 - 02;31,68
2017-02-15;'01 - 02;38,18
2017-02-16;'01 - 02;34,93
2017-02-17;'01 - 02;31,69
2017-02-18;'01 - 02;33,09
2017-02-19;'01 - 02;21,68
2017-02-13;'02 - 03;31,12
2017-02-14;'02 - 03;32,11
2017-02-15;'02 - 03;37,13
2017-02-16;'02 - 03;32,09
2017-02-17;'02 - 03;31,13
2017-02-18;'02 - 03;35,08
2017-02-19;'02 - 03;12,44
2017-02-13;'03 - 04;29,85
2017-02-14;'03 - 04;32,56
2017-02-15;'03 - 04;35,72
2017-02-16;'03 - 04;32,0
2017-02-17;'03 - 04;31,35
2017-02-18;'03 - 04;34,3
2017-02-19;'03 - 04;9,93
2017-02-13;'04 - 05;30,76
2017-02-14;'04 - 05;33,34
2017-02-15;'04 - 05;36,51
2017-02-16;'04 - 05;32,06
2017-02-17;'04 - 05;31,69
2017-02-18;'04 - 05;34,3
2017-02-19;'04 - 05;9,53
2017-02-13;'05 - 06;33,01
2017-02-14;'05 - 06;32,84
2017-02-15;'05 - 06;37,87
2017-02-16;'05 - 06;33,28
2017-02-17;'05 - 06;32,5
2017-02-18;'05 - 06;35,36
2017-02-19;'05 - 06;10,13
2017-02-13;'06 - 07;39,77
2017-02-14;'06 - 07;42,09
2017-02-15;'06 - 07;48,2
2017-02-16;'06 - 07;38,01
2017-02-17;'06 - 07;36,96
2017-02-18;'06 - 07;38,81
2017-02-19;'06 - 07;10,3
2017-02-13;'07 - 08;56,98
2017-02-14;'07 - 08;47,98
2017-02-15;'07 - 08;61,48
2017-02-16;'07 - 08;50,99
2017-02-17;'07 - 08;47,95
2017-02-18;'07 - 08;42,08
2017-02-19;'07 - 08;18,12
2017-02-13;'08 - 09;59,13
2017-02-14;'08 - 09;50,63
2017-02-15;'08 - 09;63,32
2017-02-16;'08 - 09;50,31
2017-02-17;'08 - 09;45,01
2017-02-18;'08 - 09;46,81
2017-02-19;'08 - 09;25,47
2017-02-13;'09 - 10;57,9
2017-02-14;'09 - 10;46,89
2017-02-15;'09 - 10;60,76
2017-02-16;'09 - 10;43,72
2017-02-17;'09 - 10;44,05
2017-02-18;'09 - 10;50,0
2017-02-19;'09 - 10;29,59
2017-02-13;'10 - 11;53,97
2017-02-14;'10 - 11;38,39
2017-02-15;'10 - 11;55,69
2017-02-16;'10 - 11;38,0
2017-02-17;'10 - 11;48,98
2017-02-18;'10 - 11;49,85
2017-02-19;'10 - 11;29,82
2017-02-13;'11 - 12;45,2
2017-02-14;'11 - 12;36,64
2017-02-15;'11 - 12;39,66
2017-02-16;'11 - 12;37,09
2017-02-17;'11 - 12;49,9
2017-02-18;'11 - 12;48,24
2017-02-19;'11 - 12;32,09
2017-02-13;'12 - 13;37,24
2017-02-14;'12 - 13;35,86
2017-02-15;'12 - 13;37,35
2017-02-16;'12 - 13;37,91
2017-02-17;'12 - 13;48,98
2017-02-18;'12 - 13;42,25
2017-02-19;'12 - 13;30,17
2017-02-13;'13 - 14;35,06
2017-02-14;'13 - 14;38,33
2017-02-15;'13 - 14;38,08
2017-02-16;'13 - 14;37,19
2017-02-17;'13 - 14;40,0
2017-02-18;'13 - 14;36,64
2017-02-19;'13 - 14;31,07
2017-02-13;'14 - 15;38,23
2017-02-14;'14 - 15;37,31
2017-02-15;'14 - 15;45,22
2017-02-16;'14 - 15;38,05
2017-02-17;'14 - 15;42,92
2017-02-18;'14 - 15;35,64
2017-02-19;'14 - 15;31,41
2017-02-13;'15 - 16;43,52
2017-02-14;'15 - 16;41,88
2017-02-15;'15 - 16;50,85
2017-02-16;'15 - 16;43,79
2017-02-17;'15 - 16;48,53
2017-02-18;'15 - 16;37,35
2017-02-19;'15 - 16;30,34
2017-02-13;'16 - 17;49,17
2017-02-14;'16 - 17;54,4
2017-02-15;'16 - 17;54,43
2017-02-16;'16 - 17;50,82
2017-02-17;'16 - 17;48,81
2017-02-18;'16 - 17;42,04
2017-02-19;'16 - 17;31,99
2017-02-13;'17 - 18;53,84
2017-02-14;'17 - 18;61,03
2017-02-15;'17 - 18;59,16
2017-02-16;'17 - 18;53,3
2017-02-17;'17 - 18;50,92
2017-02-18;'17 - 18;47,94
2017-02-19;'17 - 18;41,37
2017-02-13;'18 - 19;56,25
2017-02-14;'18 - 19;66,22
2017-02-15;'18 - 19;64,48
2017-02-16;'18 - 19;54,98
2017-02-17;'18 - 19;53,04
2017-02-18;'18 - 19;53,94
2017-02-19;'18 - 19;53,65
2017-02-13;'19 - 20;50,08
2017-02-14;'19 - 20;57,97
2017-02-15;'19 - 20;63,07
2017-02-16;'19 - 20;50,92
2017-02-17;'19 - 20;51,14
2017-02-18;'19 - 20;48,46
2017-02-19;'19 - 20;52,8
2017-02-13;'20 - 21;44,94
2017-02-14;'20 - 21;54,68
2017-02-15;'20 - 21;54,77
2017-02-16;'20 - 21;42,06
2017-02-17;'20 - 21;49,77
2017-02-18;'20 - 21;39,01
2017-02-19;'20 - 21;39,28
2017-02-13;'21 - 22;38,14
2017-02-14;'21 - 22;42,26
2017-02-15;'21 - 22;44,92
2017-02-16;'21 - 22;38,95
2017-02-17;'21 - 22;49,52
2017-02-18;'21 - 22;35,0
2017-02-19;'21 - 22;33,95
2017-02-13;'22 - 23;39,77
2017-02-14;'22 - 23;43,47
2017-02-15;'22 - 23;37,98
2017-02-16;'22 - 23;37,98
2017-02-17;'22 - 23;46,34
2017-02-18;'22 - 23;33,03
2017-02-19;'22 - 23;35,05
2017-02-13;'23 - 24;33,57
2017-02-14;'23 - 24;40,64
2017-02-15;'23 - 24;33,47
2017-02-16;'23 - 24;33,3
2017-02-17;'23 - 24;38,82
2017-02-18;'23 - 24;30,29
2017-02-19;'23 - 24;31,01
2017-02-20;'00 - 01;30,75
2017-02-21;'00 - 01;12,54
2017-02-22;'00 - 01;22,92
2017-02-23;'00 - 01;-6,58
2017-02-24;'00 - 01;6,93
2017-02-25;'00 - 01;29,28
2017-02-26;'00 - 01;7,83
2017-02-20;'01 - 02;27,22
2017-02-21;'01 - 02;10,19
2017-02-22;'01 - 02;10,26
2017-02-23;'01 - 02;-5,03
2017-02-24;'01 - 02;-4,99
2017-02-25;'01 - 02;29,09
2017-02-26;'01 - 02;3,0
2017-02-20;'02 - 03;26,5
2017-02-21;'02 - 03;10,06
2017-02-22;'02 - 03;9,5
2017-02-23;'02 - 03;0,01
2017-02-24;'02 - 03;-27,08
2017-02-25;'02 - 03;28,94
2017-02-26;'02 - 03;4,65
2017-02-20;'03 - 04;25,04
2017-02-21;'03 - 04;11,12
2017-02-22;'03 - 04;7,66
2017-02-23;'03 - 04;7,03
2017-02-24;'03 - 04;-0,9
2017-02-25;'03 - 04;29,45
2017-02-26;'03 - 04;7,74
2017-02-20;'04 - 05;20,95
2017-02-21;'04 - 05;12,56
2017-02-22;'04 - 05;5,03
2017-02-23;'04 - 05;9,44
2017-02-24;'04 - 05;7,0
2017-02-25;'04 - 05;29,93
2017-02-26;'04 - 05;8,02
2017-02-20;'05 - 06;21,93
2017-02-21;'05 - 06;25,16
2017-02-22;'05 - 06;7,68
2017-02-23;'05 - 06;25,53
2017-02-24;'05 - 06;9,49
2017-02-25;'05 - 06;29,53
2017-02-26;'05 - 06;8,95
2017-02-20;'06 - 07;38,49
2017-02-21;'06 - 07;33,0
2017-02-22;'06 - 07;21,52
2017-02-23;'06 - 07;35,0
2017-02-24;'06 - 07;30,04
2017-02-25;'06 - 07;32,87
2017-02-26;'06 - 07;7,83
2017-02-20;'07 - 08;48,35
2017-02-21;'07 - 08;38,96
2017-02-22;'07 - 08;31,86
2017-02-23;'07 - 08;46,01
2017-02-24;'07 - 08;33,44
2017-02-25;'07 - 08;41,48
2017-02-26;'07 - 08;7,84
2017-02-20;'08 - 09;45,82
2017-02-21;'08 - 09;38,94
2017-02-22;'08 - 09;32,51
2017-02-23;'08 - 09;48,5
2017-02-24;'08 - 09;34,3
2017-02-25;'08 - 09;41,99
2017-02-26;'08 - 09;9,63
2017-02-20;'09 - 10;38,92
2017-02-21;'09 - 10;38,94
2017-02-22;'09 - 10;32,51
2017-02-23;'09 - 10;46,41
2017-02-24;'09 - 10;33,91
2017-02-25;'09 - 10;40,44
2017-02-26;'09 - 10;10,36
2017-02-20;'10 - 11;37,92
2017-02-21;'10 - 11;38,95
2017-02-22;'10 - 11;32,29
2017-02-23;'10 - 11;43,36
2017-02-24;'10 - 11;33,48
2017-02-25;'10 - 11;37,13
2017-02-26;'10 - 11;12,91
2017-02-20;'11 - 12;39,38
2017-02-21;'11 - 12;38,95
2017-02-22;'11 - 12;32,96
2017-02-23;'11 - 12;40,61
2017-02-24;'11 - 12;33,18
2017-02-25;'11 - 12;32,04
2017-02-26;'11 - 12;12,98
2017-02-20;'12 - 13;39,18
2017-02-21;'12 - 13;36,63
2017-02-22;'12 - 13;32,01
2017-02-23;'12 - 13;32,91
2017-02-24;'12 - 13;32,49
2017-02-25;'12 - 13;29,46
2017-02-26;'12 - 13;9,92
2017-02-20;'13 - 14;36,08
2017-02-21;'13 - 14;36,65
2017-02-22;'13 - 14;30,94
2017-02-23;'13 - 14;32,4
2017-02-24;'13 - 14;32,41
2017-02-25;'13 - 14;28,01
2017-02-26;'13 - 14;9,75
2017-02-20;'14 - 15;33,03
2017-02-21;'14 - 15;36,41
2017-02-22;'14 - 15;29,94
2017-02-23;'14 - 15;31,24
2017-02-24;'14 - 15;32,24
2017-02-25;'14 - 15;22,86
2017-02-26;'14 - 15;9,98
2017-02-20;'15 - 16;31,87
2017-02-21;'15 - 16;36,68
2017-02-22;'15 - 16;31,28
2017-02-23;'15 - 16;27,68
2017-02-24;'15 - 16;34,9
2017-02-25;'15 - 16;28,88
2017-02-26;'15 - 16;10,4
2017-02-20;'16 - 17;31,63
2017-02-21;'16 - 17;34,98
2017-02-22;'16 - 17;31,24
2017-02-23;'16 - 17;27,64
2017-02-24;'16 - 17;44,92
2017-02-25;'16 - 17;30,16
2017-02-26;'16 - 17;12,78
2017-02-20;'17 - 18;34,92
2017-02-21;'17 - 18;39,9
2017-02-22;'17 - 18;32,48
2017-02-23;'17 - 18;32,03
2017-02-24;'17 - 18;50,1
2017-02-25;'17 - 18;38,0
2017-02-26;'17 - 18;28,0
2017-02-20;'18 - 19;37,94
2017-02-21;'18 - 19;57,42
2017-02-22;'18 - 19;35,93
2017-02-23;'18 - 19;32,93
2017-02-24;'18 - 19;57,52
2017-02-25;'18 - 19;39,57
2017-02-26;'18 - 19;31,76
2017-02-20;'19 - 20;34,27
2017-02-21;'19 - 20;45,8
2017-02-22;'19 - 20;34,05
2017-02-23;'19 - 20;32,09
2017-02-24;'19 - 20;58,19
2017-02-25;'19 - 20;34,65
2017-02-26;'19 - 20;30,96
2017-02-20;'20 - 21;29,92
2017-02-21;'20 - 21;46,14
2017-02-22;'20 - 21;31,65
2017-02-23;'20 - 21;29,79
2017-02-24;'20 - 21;43,94
2017-02-25;'20 - 21;26,01
2017-02-26;'20 - 21;25,34
2017-02-20;'21 - 22;19,22
2017-02-21;'21 - 22;40,0
2017-02-22;'21 - 22;23,45
2017-02-23;'21 - 22;24,07
2017-02-24;'21 - 22;38,06
2017-02-25;'21 - 22;12,94
2017-02-26;'21 - 22;23,86
2017-02-20;'22 - 23;9,94
2017-02-21;'22 - 23;34,25
2017-02-22;'22 - 23;10,26
2017-02-23;'22 - 23;12,03
2017-02-24;'22 - 23;39,68
2017-02-25;'22 - 23;11,91
2017-02-26;'22 - 23;20,86
2017-02-20;'23 - 24;9,48
2017-02-21;'23 - 24;30,03
2017-02-22;'23 - 24;9,47
2017-02-23;'23 - 24;9,27
2017-02-24;'23 - 24;36,66
2017-02-25;'23 - 24;8,8
2017-02-26;'23 - 24;10,35
2017-02-27;'00 - 01;22,01
2017-02-28;'00 - 01;7,81
2017-03-01;'00 - 01;31,05
2017-03-02;'00 - 01;29,73
2017-03-03;'00 - 01;27,02
2017-03-04;'00 - 01;31,6
2017-03-05;'00 - 01;21,11
2017-02-27;'01 - 02;15,48
2017-02-28;'01 - 02;7,89
2017-03-01;'01 - 02;29,57
2017-03-02;'01 - 02;29,49
2017-03-03;'01 - 02;26,47
2017-03-04;'01 - 02;30,25
2017-03-05;'01 - 02;15,44
2017-02-27;'02 - 03;12,54
2017-02-28;'02 - 03;7,86
2017-03-01;'02 - 03;28,61
2017-03-02;'02 - 03;25,99
2017-03-03;'02 - 03;26,03
2017-03-04;'02 - 03;30,04
2017-03-05;'02 - 03;11,56
2017-02-27;'03 - 04;15,59
2017-02-28;'03 - 04;8,56
2017-03-01;'03 - 04;25,52
2017-03-02;'03 - 04;26,0
2017-03-03;'03 - 04;28,99
2017-03-04;'03 - 04;28,44
2017-03-05;'03 - 04;10,6
2017-02-27;'04 - 05;18,84
2017-02-28;'04 - 05;9,79
2017-03-01;'04 - 05;28,65
2017-03-02;'04 - 05;26,17
2017-03-03;'04 - 05;30,91
2017-03-04;'04 - 05;28,26
2017-03-05;'04 - 05;9,84
2017-02-27;'05 - 06;30,11
2017-02-28;'05 - 06;10,34
2017-03-01;'05 - 06;29,98
2017-03-02;'05 - 06;26,04
2017-03-03;'05 - 06;32,36
2017-03-04;'05 - 06;29,22
2017-03-05;'05 - 06;8,06
2017-02-27;'06 - 07;38,66
2017-02-28;'06 - 07;28,99
2017-03-01;'06 - 07;32,4
2017-03-02;'06 - 07;31,04
2017-03-03;'06 - 07;41,91
2017-03-04;'06 - 07;28,16
2017-03-05;'06 - 07;9,83
2017-02-27;'07 - 08;47,29
2017-02-28;'07 - 08;32,86
2017-03-01;'07 - 08;41,96
2017-03-02;'07 - 08;33,57
2017-03-03;'07 - 08;48,0
2017-03-04;'07 - 08;30,0
2017-03-05;'07 - 08;9,13
2017-02-27;'08 - 09;47,52
2017-02-28;'08 - 09;33,2
2017-03-01;'08 - 09;42,08
2017-03-02;'08 - 09;34,19
2017-03-03;'08 - 09;47,57
2017-03-04;'08 - 09;33,96
2017-03-05;'08 - 09;9,88
2017-02-27;'09 - 10;39,94
2017-02-28;'09 - 10;31,02
2017-03-01;'09 - 10;39,99
2017-03-02;'09 - 10;30,85
2017-03-03;'09 - 10;46,5
2017-03-04;'09 - 10;39,34
2017-03-05;'09 - 10;11,32
2017-02-27;'10 - 11;36,87
2017-02-28;'10 - 11;30,76
2017-03-01;'10 - 11;39,9
2017-03-02;'10 - 11;26,0
2017-03-03;'10 - 11;43,49
2017-03-04;'10 - 11;36,73
2017-03-05;'10 - 11;9,97
2017-02-27;'11 - 12;36,6
2017-02-28;'11 - 12;30,57
2017-03-01;'11 - 12;36,92
2017-03-02;'11 - 12;25,08
2017-03-03;'11 - 12;43,47
2017-03-04;'11 - 12;36,69
2017-03-05;'11 - 12;10,0
2017-02-27;'12 - 13;30,91
2017-02-28;'12 - 13;32,42
2017-03-01;'12 - 13;31,22
2017-03-02;'12 - 13;12,63
2017-03-03;'12 - 13;41,02
2017-03-04;'12 - 13;33,76
2017-03-05;'12 - 13;10,8
2017-02-27;'13 - 14;30,58
2017-02-28;'13 - 14;39,8
2017-03-01;'13 - 14;30,74
2017-03-02;'13 - 14;10,45
2017-03-03;'13 - 14;39,83
2017-03-04;'13 - 14;31,44
2017-03-05;'13 - 14;9,96
2017-02-27;'14 - 15;30,59
2017-02-28;'14 - 15;39,86
2017-03-01;'14 - 15;30,83
2017-03-02;'14 - 15;10,48
2017-03-03;'14 - 15;39,1
2017-03-04;'14 - 15;31,81
2017-03-05;'14 - 15;9,4
2017-02-27;'15 - 16;30,83
2017-02-28;'15 - 16;39,17
2017-03-01;'15 - 16;32,16
2017-03-02;'15 - 16;25,01
2017-03-03;'15 - 16;38,6
2017-03-04;'15 - 16;33,67
2017-03-05;'15 - 16;9,96
2017-02-27;'16 - 17;32,15
2017-02-28;'16 - 17;39,52
2017-03-01;'16 - 17;38,63
2017-03-02;'16 - 17;25,92
2017-03-03;'16 - 17;40,97
2017-03-04;'16 - 17;34,9
2017-03-05;'16 - 17;17,22
2017-02-27;'17 - 18;32,89
2017-02-28;'17 - 18;40,13
2017-03-01;'17 - 18;46,82
2017-03-02;'17 - 18;32,17
2017-03-03;'17 - 18;41,91
2017-03-04;'17 - 18;40,44
2017-03-05;'17 - 18;30,03
2017-02-27;'18 - 19;34,44
2017-02-28;'18 - 19;49,2
2017-03-01;'18 - 19;51,99
2017-03-02;'18 - 19;39,9
2017-03-03;'18 - 19;42,18
2017-03-04;'18 - 19;44,69
2017-03-05;'18 - 19;33,69
2017-02-27;'19 - 20;32,46
2017-02-28;'19 - 20;53,12
2017-03-01;'19 - 20;49,68
2017-03-02;'19 - 20;38,91
2017-03-03;'19 - 20;44,95
2017-03-04;'19 - 20;47,25
2017-03-05;'19 - 20;37,95
2017-02-27;'20 - 21;30,62
2017-02-28;'20 - 21;39,11
2017-03-01;'20 - 21;39,93
2017-03-02;'20 - 21;31,95
2017-03-03;'20 - 21;41,01
2017-03-04;'20 - 21;42,01
2017-03-05;'20 - 21;35,02
2017-02-27;'21 - 22;27,05
2017-02-28;'21 - 22;38,78
2017-03-01;'21 - 22;34,9
2017-03-02;'21 - 22;30,47
2017-03-03;'21 - 22;35,29
2017-03-04;'21 - 22;35,07
2017-03-05;'21 - 22;32,85
2017-02-27;'22 - 23;12,96
2017-02-28;'22 - 23;31,4
2017-03-01;'22 - 23;31,93
2017-03-02;'22 - 23;29,25
2017-03-03;'22 - 23;36,25
2017-03-04;'22 - 23;31,87
2017-03-05;'22 - 23;32,92
2017-02-27;'23 - 24;7,95
2017-02-28;'23 - 24;30,06
2017-03-01;'23 - 24;29,7
2017-03-02;'23 - 24;25,07
2017-03-03;'23 - 24;34,56
2017-03-04;'23 - 24;22,68
2017-03-05;'23 - 24;31,67
2017-03-06;'00 - 01;31,24
2017-03-07;'00 - 01;31,07
2017-03-08;'00 - 01;33,98
2017-03-09;'00 - 01;30,66
2017-03-10;'00 - 01;20,82
2017-03-11;'00 - 01;33,02
2017-03-12;'00 - 01;27,9
2017-03-06;'01 - 02;29,04
2017-03-07;'01 - 02;30,01
2017-03-08;'01 - 02;32,76
2017-03-09;'01 - 02;30,56
2017-03-10;'01 - 02;18,18
2017-03-11;'01 - 02;31,24
2017-03-12;'01 - 02;25,4
2017-03-06;'02 - 03;27,99
2017-03-07;'02 - 03;29,99
2017-03-08;'02 - 03;32,0
2017-03-09;'02 - 03;29,78
2017-03-10;'02 - 03;12,01
2017-03-11;'02 - 03;30,13
2017-03-12;'02 - 03;20,36
2017-03-06;'03 - 04;25,35
2017-03-07;'03 - 04;29,64
2017-03-08;'03 - 04;31,38
2017-03-09;'03 - 04;29,3
2017-03-10;'03 - 04;18,09
2017-03-11;'03 - 04;29,64
2017-03-12;'03 - 04;13,92
2017-03-06;'04 - 05;27,3
2017-03-07;'04 - 05;30,6
2017-03-08;'04 - 05;31,2
2017-03-09;'04 - 05;29,28
2017-03-10;'04 - 05;26,96
2017-03-11;'04 - 05;29,07
2017-03-12;'04 - 05;10,88
2017-03-06;'05 - 06;29,07
2017-03-07;'05 - 06;32,98
2017-03-08;'05 - 06;32,06
2017-03-09;'05 - 06;31,12
2017-03-10;'05 - 06;28,59
2017-03-11;'05 - 06;30,0
2017-03-12;'05 - 06;11,95
2017-03-06;'06 - 07;34,98
2017-03-07;'06 - 07;36,0
2017-03-08;'06 - 07;41,04
2017-03-09;'06 - 07;41,59
2017-03-10;'06 - 07;31,9
2017-03-11;'06 - 07;31,77
2017-03-12;'06 - 07;13,92
2017-03-06;'07 - 08;42,4
2017-03-07;'07 - 08;50,19
2017-03-08;'07 - 08;49,61
2017-03-09;'07 - 08;48,67
2017-03-10;'07 - 08;41,98
2017-03-11;'07 - 08;32,4
2017-03-12;'07 - 08;11,21
2017-03-06;'08 - 09;44,28
2017-03-07;'08 - 09;54,25
2017-03-08;'08 - 09;49,93
2017-03-09;'08 - 09;50,02
2017-03-10;'08 - 09;41,93
2017-03-11;'08 - 09;35,0
2017-03-12;'08 - 09;10,97
2017-03-06;'09 - 10;47,03
2017-03-07;'09 - 10;54,1
2017-03-08;'09 - 10;43,44
2017-03-09;'09 - 10;49,02
2017-03-10;'09 - 10;36,96
2017-03-11;'09 - 10;35,05
2017-03-12;'09 - 10;13,28
2017-03-06;'10 - 11;46,58
2017-03-07;'10 - 11;53,93
2017-03-08;'10 - 11;41,0
2017-03-09;'10 - 11;48,62
2017-03-10;'10 - 11;33,02
2017-03-11;'10 - 11;33,0
2017-03-12;'10 - 11;10,18
2017-03-06;'11 - 12;46,36
2017-03-07;'11 - 12;51,54
2017-03-08;'11 - 12;38,1
2017-03-09;'11 - 12;47,16
2017-03-10;'11 - 12;32,09
2017-03-11;'11 - 12;31,41
2017-03-12;'11 - 12;15,63
2017-03-06;'12 - 13;43,92
2017-03-07;'12 - 13;49,9
2017-03-08;'12 - 13;34,16
2017-03-09;'12 - 13;43,82
2017-03-10;'12 - 13;31,51
2017-03-11;'12 - 13;31,07
2017-03-12;'12 - 13;9,6
2017-03-06;'13 - 14;39,9
2017-03-07;'13 - 14;49,07
2017-03-08;'13 - 14;33,65
2017-03-09;'13 - 14;41,85
2017-03-10;'13 - 14;31,31
2017-03-11;'13 - 14;30,19
2017-03-12;'13 - 14;12,21
2017-03-06;'14 - 15;36,07
2017-03-07;'14 - 15;48,69
2017-03-08;'14 - 15;35,01
2017-03-09;'14 - 15;38,09
2017-03-10;'14 - 15;31,26
2017-03-11;'14 - 15;29,85
2017-03-12;'14 - 15;9,55
2017-03-06;'15 - 16;39,9
2017-03-07;'15 - 16;47,75
2017-03-08;'15 - 16;33,7
2017-03-09;'15 - 16;36,69
2017-03-10;'15 - 16;32,11
2017-03-11;'15 - 16;29,98
2017-03-12;'15 - 16;11,93
2017-03-06;'16 - 17;42,91
2017-03-07;'16 - 17;48,0
2017-03-08;'16 - 17;34,03
2017-03-09;'16 - 17;35,3
2017-03-10;'16 - 17;36,07
2017-03-11;'16 - 17;30,81
2017-03-12;'16 - 17;11,0
2017-03-06;'17 - 18;46,15
2017-03-07;'17 - 18;50,31
2017-03-08;'17 - 18;35,74
2017-03-09;'17 - 18;41,47
2017-03-10;'17 - 18;40,37
2017-03-11;'17 - 18;34,66
2017-03-12;'17 - 18;26,9
2017-03-06;'18 - 19;49,59
2017-03-07;'18 - 19;57,52
2017-03-08;'18 - 19;42,05
2017-03-09;'18 - 19;44,82
2017-03-10;'18 - 19;49,17
2017-03-11;'18 - 19;43,97
2017-03-12;'18 - 19;31,15
2017-03-06;'19 - 20;51,66
2017-03-07;'19 - 20;61,05
2017-03-08;'19 - 20;42,0
2017-03-09;'19 - 20;42,84
2017-03-10;'19 - 20;53,56
2017-03-11;'19 - 20;45,91
2017-03-12;'19 - 20;31,35
2017-03-06;'20 - 21;46,05
2017-03-07;'20 - 21;51,93
2017-03-08;'20 - 21;34,15
2017-03-09;'20 - 21;33,34
2017-03-10;'20 - 21;45,88
2017-03-11;'20 - 21;38,1
2017-03-12;'20 - 21;30,69
2017-03-06;'21 - 22;37,4
2017-03-07;'21 - 22;43,93
2017-03-08;'21 - 22;31,85
2017-03-09;'21 - 22;33,02
2017-03-10;'21 - 22;39,67
2017-03-11;'21 - 22;32,26
2017-03-12;'21 - 22;30,62
2017-03-06;'22 - 23;35,0
2017-03-07;'22 - 23;41,94
2017-03-08;'22 - 23;32,14
2017-03-09;'22 - 23;31,51
2017-03-10;'22 - 23;37,71
2017-03-11;'22 - 23;32,11
2017-03-12;'22 - 23;30,4
2017-03-06;'23 - 24;31,93
2017-03-07;'23 - 24;33,73
2017-03-08;'23 - 24;28,97
2017-03-09;'23 - 24;28,82
2017-03-10;'23 - 24;34,25
2017-03-11;'23 - 24;30,05
2017-03-12;'23 - 24;29,34
2017-03-13;'00 - 01;27,04
2017-03-14;'00 - 01;29,58
2017-03-15;'00 - 01;22,21
2017-03-16;'00 - 01;29,99
2017-03-17;'00 - 01;21,63
2017-03-18;'00 - 01;11,73
2017-03-19;'00 - 01;16,62
2017-03-13;'01 - 02;26,82
2017-03-14;'01 - 02;28,61
2017-03-15;'01 - 02;21,14
2017-03-16;'01 - 02;29,84
2017-03-17;'01 - 02;18,76
2017-03-18;'01 - 02;9,42
2017-03-19;'01 - 02;15,79
2017-03-13;'02 - 03;26,9
2017-03-14;'02 - 03;27,73
2017-03-15;'02 - 03;18,65
2017-03-16;'02 - 03;28,14
2017-03-17;'02 - 03;18,53
2017-03-18;'02 - 03;9,39
2017-03-19;'02 - 03;16,12
2017-03-13;'03 - 04;27,02
2017-03-14;'03 - 04;27,75
2017-03-15;'03 - 04;20,16
2017-03-16;'03 - 04;28,29
2017-03-17;'03 - 04;20,93
2017-03-18;'03 - 04;8,46
2017-03-19;'03 - 04;12,67
2017-03-13;'04 - 05;27,77
2017-03-14;'04 - 05;28,43
2017-03-15;'04 - 05;24,03
2017-03-16;'04 - 05;29,37
2017-03-17;'04 - 05;24,11
2017-03-18;'04 - 05;8,3
2017-03-19;'04 - 05;13,43
2017-03-13;'05 - 06;29,64
2017-03-14;'05 - 06;29,49
2017-03-15;'05 - 06;28,05
2017-03-16;'05 - 06;30,0
2017-03-17;'05 - 06;28,0
2017-03-18;'05 - 06;9,37
2017-03-19;'05 - 06;12,47
2017-03-13;'06 - 07;33,83
2017-03-14;'06 - 07;37,72
