date;hour;dayAheadPrice
2016-06-23;'04 - 05;23,24
2016-06-24;'04 - 05;23,91
2016-06-25;'04 - 05;23,35
2016-06-26;'04 - 05;13,08
2016-06-20;'05 - 06;19,99
2016-06-21;'05 - 06;23,93
2016-06-22;'05 - 06;24,06
2016-06-23;'05 - 06;24,14
2016-06-24;'05 - 06;26,43
2016-06-25;'05 - 06;23,0
2016-06-26;'05 - 06;12,43
2016-06-20;'06 - 07;28,97
2016-06-21;'06 - 07;29,54
2016-06-22;'06 - 07;29,98
2016-06-23;'06 - 07;28,16
2016-06-24;'06 - 07;31,86
2016-06-25;'06 - 07;24,0
2016-06-26;'06 - 07;11,53
2016-06-20;'07 - 08;34,42
2016-06-21;'07 - 08;38,73
2016-06-22;'07 - 08;40,0
2016-06-23;'07 - 08;35,91
2016-06-24;'07 - 08;37,03
2016-06-25;'07 - 08;26,93
2016-06-26;'07 - 08;12,63
2016-06-20;'08 - 09;34,94
2016-06-21;'08 - 09;40,78
2016-06-22;'08 - 09;42,0
2016-06-23;'08 - 09;35,91
2016-06-24;'08 - 09;38,84
2016-06-25;'08 - 09;30,25
2016-06-26;'08 - 09;13,46
2016-06-20;'09 - 10;29,44
2016-06-21;'09 - 10;42,59
2016-06-22;'09 - 10;40,0
2016-06-23;'09 - 10;34,97
2016-06-24;'09 - 10;34,46
2016-06-25;'09 - 10;32,96
2016-06-26;'09 - 10;13,51
2016-06-20;'10 - 11;26,84
2016-06-21;'10 - 11;41,79
2016-06-22;'10 - 11;37,27
2016-06-23;'10 - 11;29,78
2016-06-24;'10 - 11;31,96
2016-06-25;'10 - 11;33,86
2016-06-26;'10 - 11;9,79
2016-06-20;'11 - 12;26,95
2016-06-21;'11 - 12;43,73
2016-06-22;'11 - 12;36,62
2016-06-23;'11 - 12;27,95
2016-06-24;'11 - 12;30,01
2016-06-25;'11 - 12;32,95
2016-06-26;'11 - 12;12,86
2016-06-20;'12 - 13;25,51
2016-06-21;'12 - 13;39,59
2016-06-22;'12 - 13;33,6
2016-06-23;'12 - 13;25,62
2016-06-24;'12 - 13;29,93
2016-06-25;'12 - 13;30,06
2016-06-26;'12 - 13;12,08
2016-06-20;'13 - 14;25,24
2016-06-21;'13 - 14;37,64
2016-06-22;'13 - 14;30,29
2016-06-23;'13 - 14;25,08
2016-06-24;'13 - 14;28,27
2016-06-25;'13 - 14;27,81
2016-06-26;'13 - 14;9,29
2016-06-20;'14 - 15;25,44
2016-06-21;'14 - 15;35,84
2016-06-22;'14 - 15;28,94
2016-06-23;'14 - 15;25,37
2016-06-24;'14 - 15;28,66
2016-06-25;'14 - 15;25,08
2016-06-26;'14 - 15;8,05
2016-06-20;'15 - 16;25,49
2016-06-21;'15 - 16;34,16
2016-06-22;'15 - 16;28,93
2016-06-23;'15 - 16;25,71
2016-06-24;'15 - 16;28,38
2016-06-25;'15 - 16;24,43
2016-06-26;'15 - 16;9,19
2016-06-20;'16 - 17;25,19
2016-06-21;'16 - 17;32,45
2016-06-22;'16 - 17;30,31
2016-06-23;'16 - 17;27,31
2016-06-24;'16 - 17;29,63
2016-06-25;'16 - 17;24,43
2016-06-26;'16 - 17;11,67
2016-06-20;'17 - 18;27,74
2016-06-21;'17 - 18;33,05
2016-06-22;'17 - 18;33,7
2016-06-23;'17 - 18;30,83
2016-06-24;'17 - 18;31,65
2016-06-25;'17 - 18;27,31
2016-06-26;'17 - 18;15,79
2016-06-20;'18 - 19;32,97
2016-06-21;'18 - 19;34,94
2016-06-22;'18 - 19;38,12
2016-06-23;'18 - 19;35,92
2016-06-24;'18 - 19;34,98
2016-06-25;'18 - 19;29,42
2016-06-26;'18 - 19;23,76
2016-06-20;'19 - 20;34,96
2016-06-21;'19 - 20;35,91
2016-06-22;'19 - 20;39,8
2016-06-23;'19 - 20;40,06
2016-06-24;'19 - 20;35,53
2016-06-25;'19 - 20;30,53
2016-06-26;'19 - 20;26,79
2016-06-20;'20 - 21;33,57
2016-06-21;'20 - 21;37,44
2016-06-22;'20 - 21;38,3
2016-06-23;'20 - 21;38,04
2016-06-24;'20 - 21;34,95
2016-06-25;'20 - 21;29,8
2016-06-26;'20 - 21;29,97
2016-06-20;'21 - 22;31,76
2016-06-21;'21 - 22;34,98
2016-06-22;'21 - 22;37,39
2016-06-23;'21 - 22;32,72
2016-06-24;'21 - 22;33,28
2016-06-25;'21 - 22;28,81
2016-06-26;'21 - 22;28,46
2016-06-20;'22 - 23;30,74
2016-06-21;'22 - 23;33,93
2016-06-22;'22 - 23;35,98
2016-06-23;'22 - 23;30,77
2016-06-24;'22 - 23;34,12
2016-06-25;'22 - 23;29,61
2016-06-26;'22 - 23;31,91
2016-06-20;'23 - 24;25,38
2016-06-21;'23 - 24;30,0
2016-06-22;'23 - 24;30,35
2016-06-23;'23 - 24;26,99
2016-06-24;'23 - 24;32,04
2016-06-25;'23 - 24;27,02
2016-06-26;'23 - 24;28,12
2016-06-27;'00 - 01;24,1
2016-06-28;'00 - 01;26,84
2016-06-29;'00 - 01;24,03
2016-06-30;'00 - 01;25,16
2016-07-01;'00 - 01;29,36
2016-07-02;'00 - 01;22,03
2016-07-03;'00 - 01;18,07
2016-06-27;'01 - 02;20,99
2016-06-28;'01 - 02;24,4
2016-06-29;'01 - 02;22,14
2016-06-30;'01 - 02;23,34
2016-07-01;'01 - 02;24,69
2016-07-02;'01 - 02;20,38
2016-07-03;'01 - 02;9,32
2016-06-27;'02 - 03;19,04
2016-06-28;'02 - 03;24,09
2016-06-29;'02 - 03;20,64
2016-06-30;'02 - 03;22,08
2016-07-01;'02 - 03;23,42
2016-07-02;'02 - 03;19,4
2016-07-03;'02 - 03;7,88
2016-06-27;'03 - 04;16,29
2016-06-28;'03 - 04;23,13
2016-06-29;'03 - 04;19,91
2016-06-30;'03 - 04;20,11
2016-07-01;'03 - 04;21,91
2016-07-02;'03 - 04;17,09
2016-07-03;'03 - 04;6,97
2016-06-27;'04 - 05;16,12
2016-06-28;'04 - 05;22,76
2016-06-29;'04 - 05;19,17
2016-06-30;'04 - 05;19,82
2016-07-01;'04 - 05;20,19
2016-07-02;'04 - 05;16,79
2016-07-03;'04 - 05;8,82
2016-06-27;'05 - 06;19,02
2016-06-28;'05 - 06;24,19
2016-06-29;'05 - 06;19,99
2016-06-30;'05 - 06;21,58
2016-07-01;'05 - 06;22,44
2016-07-02;'05 - 06;16,58
2016-07-03;'05 - 06;7,77
2016-06-27;'06 - 07;27,75
2016-06-28;'06 - 07;30,0
2016-06-29;'06 - 07;24,58
2016-06-30;'06 - 07;26,61
2016-07-01;'06 - 07;26,84
2016-07-02;'06 - 07;17,99
2016-07-03;'06 - 07;8,14
2016-06-27;'07 - 08;33,07
2016-06-28;'07 - 08;40,08
2016-06-29;'07 - 08;32,91
2016-06-30;'07 - 08;34,94
2016-07-01;'07 - 08;33,58
2016-07-02;'07 - 08;20,05
2016-07-03;'07 - 08;8,82
2016-06-27;'08 - 09;34,26
2016-06-28;'08 - 09;41,91
2016-06-29;'08 - 09;34,94
2016-06-30;'08 - 09;39,86
2016-07-01;'08 - 09;35,78
2016-07-02;'08 - 09;21,41
2016-07-03;'08 - 09;12,2
2016-06-27;'09 - 10;31,02
2016-06-28;'09 - 10;41,98
2016-06-29;'09 - 10;31,82
2016-06-30;'09 - 10;38,24
2016-07-01;'09 - 10;29,8
2016-07-02;'09 - 10;23,71
2016-07-03;'09 - 10;9,92
2016-06-27;'10 - 11;26,57
2016-06-28;'10 - 11;38,94
2016-06-29;'10 - 11;26,05
2016-06-30;'10 - 11;38,49
2016-07-01;'10 - 11;24,0
2016-07-02;'10 - 11;22,04
2016-07-03;'10 - 11;8,92
2016-06-27;'11 - 12;26,29
2016-06-28;'11 - 12;37,88
2016-06-29;'11 - 12;24,71
2016-06-30;'11 - 12;36,0
2016-07-01;'11 - 12;23,26
2016-07-02;'11 - 12;22,03
2016-07-03;'11 - 12;8,86
2016-06-27;'12 - 13;24,82
2016-06-28;'12 - 13;35,36
2016-06-29;'12 - 13;23,92
2016-06-30;'12 - 13;30,69
2016-07-01;'12 - 13;22,56
2016-07-02;'12 - 13;21,87
2016-07-03;'12 - 13;8,92
2016-06-27;'13 - 14;25,38
2016-06-28;'13 - 14;34,08
2016-06-29;'13 - 14;23,6
2016-06-30;'13 - 14;27,63
2016-07-01;'13 - 14;22,09
2016-07-02;'13 - 14;20,86
2016-07-03;'13 - 14;7,09
2016-06-27;'14 - 15;24,87
2016-06-28;'14 - 15;32,62
2016-06-29;'14 - 15;23,4
2016-06-30;'14 - 15;25,8
2016-07-01;'14 - 15;22,09
2016-07-02;'14 - 15;19,4
2016-07-03;'14 - 15;6,98
2016-06-27;'15 - 16;25,95
2016-06-28;'15 - 16;31,37
2016-06-29;'15 - 16;23,96
2016-06-30;'15 - 16;26,17
2016-07-01;'15 - 16;24,22
2016-07-02;'15 - 16;18,52
2016-07-03;'15 - 16;7,14
2016-06-27;'16 - 17;25,92
2016-06-28;'16 - 17;30,89
2016-06-29;'16 - 17;23,71
2016-06-30;'16 - 17;26,28
2016-07-01;'16 - 17;27,0
2016-07-02;'16 - 17;17,95
2016-07-03;'16 - 17;8,97
2016-06-27;'17 - 18;28,08
2016-06-28;'17 - 18;36,04
2016-06-29;'17 - 18;26,54
2016-06-30;'17 - 18;29,77
2016-07-01;'17 - 18;28,75
2016-07-02;'17 - 18;19,96
2016-07-03;'17 - 18;18,08
2016-06-27;'18 - 19;34,98
2016-06-28;'18 - 19;39,85
2016-06-29;'18 - 19;33,46
2016-06-30;'18 - 19;34,23
2016-07-01;'18 - 19;32,43
2016-07-02;'18 - 19;23,11
2016-07-03;'18 - 19;22,02
2016-06-27;'19 - 20;39,05
2016-06-28;'19 - 20;41,74
2016-06-29;'19 - 20;38,99
2016-06-30;'19 - 20;38,28
2016-07-01;'19 - 20;33,95
2016-07-02;'19 - 20;25,33
2016-07-03;'19 - 20;26,76
2016-06-27;'20 - 21;38,31
2016-06-28;'20 - 21;38,99
2016-06-29;'20 - 21;37,49
2016-06-30;'20 - 21;34,91
2016-07-01;'20 - 21;32,67
2016-07-02;'20 - 21;25,48
2016-07-03;'20 - 21;27,97
2016-06-27;'21 - 22;36,52
2016-06-28;'21 - 22;34,56
2016-06-29;'21 - 22;34,98
2016-06-30;'21 - 22;31,11
2016-07-01;'21 - 22;30,07
2016-07-02;'21 - 22;25,03
2016-07-03;'21 - 22;30,49
2016-06-27;'22 - 23;36,4
2016-06-28;'22 - 23;33,84
2016-06-29;'22 - 23;34,94
2016-06-30;'22 - 23;32,38
2016-07-01;'22 - 23;31,91
2016-07-02;'22 - 23;25,97
2016-07-03;'22 - 23;32,35
2016-06-27;'23 - 24;31,69
2016-06-28;'23 - 24;28,34
2016-06-29;'23 - 24;29,96
2016-06-30;'23 - 24;27,72
2016-07-01;'23 - 24;27,59
2016-07-02;'23 - 24;22,4
2016-07-03;'23 - 24;29,37
2016-07-04;'00 - 01;25,73
2016-07-05;'00 - 01;29,93
2016-07-06;'00 - 01;8,18
2016-07-07;'00 - 01;29,09
2016-07-08;'00 - 01;28,62
2016-07-09;'00 - 01;20,7
2016-07-10;'00 - 01;23,17
2016-07-04;'01 - 02;22,73
2016-07-05;'01 - 02;27,0
2016-07-06;'01 - 02;9,26
2016-07-07;'01 - 02;25,56
2016-07-08;'01 - 02;26,52
2016-07-09;'01 - 02;18,61
2016-07-10;'01 - 02;18,54
2016-07-04;'02 - 03;22,26
2016-07-05;'02 - 03;25,46
2016-07-06;'02 - 03;8,17
2016-07-07;'02 - 03;24,21
2016-07-08;'02 - 03;25,04
2016-07-09;'02 - 03;17,39
2016-07-10;'02 - 03;15,04
2016-07-04;'03 - 04;21,65
2016-07-05;'03 - 04;23,88
2016-07-06;'03 - 04;5,84
2016-07-07;'03 - 04;22,11
2016-07-08;'03 - 04;23,46
2016-07-09;'03 - 04;19,0
2016-07-10;'03 - 04;11,96
2016-07-04;'04 - 05;21,69
2016-07-05;'04 - 05;23,43
2016-07-06;'04 - 05;4,9
2016-07-07;'04 - 05;22,98
2016-07-08;'04 - 05;23,18
2016-07-09;'04 - 05;17,1
2016-07-10;'04 - 05;11,17
2016-07-04;'05 - 06;23,37
2016-07-05;'05 - 06;25,31
2016-07-06;'05 - 06;10,72
2016-07-07;'05 - 06;23,74
2016-07-08;'05 - 06;25,02
2016-07-09;'05 - 06;17,01
2016-07-10;'05 - 06;9,91
2016-07-04;'06 - 07;31,93
2016-07-05;'06 - 07;30,28
2016-07-06;'06 - 07;20,09
2016-07-07;'06 - 07;30,6
2016-07-08;'06 - 07;30,0
2016-07-09;'06 - 07;18,12
2016-07-10;'06 - 07;10,63
2016-07-04;'07 - 08;35,19
2016-07-05;'07 - 08;34,94
2016-07-06;'07 - 08;24,54
2016-07-07;'07 - 08;34,28
2016-07-08;'07 - 08;34,99
2016-07-09;'07 - 08;22,32
2016-07-10;'07 - 08;10,1
2016-07-04;'08 - 09;37,93
2016-07-05;'08 - 09;36,46
2016-07-06;'08 - 09;24,15
2016-07-07;'08 - 09;35,71
2016-07-08;'08 - 09;38,62
2016-07-09;'08 - 09;21,99
2016-07-10;'08 - 09;12,36
2016-07-04;'09 - 10;33,54
2016-07-05;'09 - 10;35,05
2016-07-06;'09 - 10;20,12
2016-07-07;'09 - 10;31,51
2016-07-08;'09 - 10;35,26
2016-07-09;'09 - 10;21,78
2016-07-10;'09 - 10;10,64
2016-07-04;'10 - 11;32,91
2016-07-05;'10 - 11;32,54
2016-07-06;'10 - 11;13,19
2016-07-07;'10 - 11;28,83
2016-07-08;'10 - 11;33,36
2016-07-09;'10 - 11;16,99
2016-07-10;'10 - 11;7,62
2016-07-04;'11 - 12;31,68
2016-07-05;'11 - 12;31,46
2016-07-06;'11 - 12;13,15
2016-07-07;'11 - 12;28,79
2016-07-08;'11 - 12;32,93
2016-07-09;'11 - 12;16,99
2016-07-10;'11 - 12;9,12
2016-07-04;'12 - 13;29,98
2016-07-05;'12 - 13;28,6
2016-07-06;'12 - 13;9,36
2016-07-07;'12 - 13;26,91
2016-07-08;'12 - 13;30,15
2016-07-09;'12 - 13;15,32
2016-07-10;'12 - 13;6,88
2016-07-04;'13 - 14;29,33
2016-07-05;'13 - 14;26,52
2016-07-06;'13 - 14;8,17
2016-07-07;'13 - 14;25,97
2016-07-08;'13 - 14;27,91
2016-07-09;'13 - 14;8,98
2016-07-10;'13 - 14;-0,08
2016-07-04;'14 - 15;29,75
2016-07-05;'14 - 15;24,34
2016-07-06;'14 - 15;2,55
2016-07-07;'14 - 15;24,66
2016-07-08;'14 - 15;26,53
2016-07-09;'14 - 15;11,64
2016-07-10;'14 - 15;-0,9
2016-07-04;'15 - 16;29,26
2016-07-05;'15 - 16;22,28
2016-07-06;'15 - 16;9,23
2016-07-07;'15 - 16;25,41
2016-07-08;'15 - 16;25,91
2016-07-09;'15 - 16;11,25
2016-07-10;'15 - 16;3,96
2016-07-04;'16 - 17;30,47
2016-07-05;'16 - 17;22,14
2016-07-06;'16 - 17;11,6
2016-07-07;'16 - 17;27,01
2016-07-08;'16 - 17;26,94
2016-07-09;'16 - 17;16,9
2016-07-10;'16 - 17;10,14
2016-07-04;'17 - 18;32,9
2016-07-05;'17 - 18;23,01
2016-07-06;'17 - 18;14,73
2016-07-07;'17 - 18;30,42
2016-07-08;'17 - 18;27,38
2016-07-09;'17 - 18;22,0
2016-07-10;'17 - 18;19,5
2016-07-04;'18 - 19;35,98
2016-07-05;'18 - 19;24,6
2016-07-06;'18 - 19;23,32
2016-07-07;'18 - 19;34,68
2016-07-08;'18 - 19;28,54
2016-07-09;'18 - 19;27,92
2016-07-10;'18 - 19;24,18
2016-07-04;'19 - 20;38,41
2016-07-05;'19 - 20;27,57
2016-07-06;'19 - 20;28,27
2016-07-07;'19 - 20;37,77
2016-07-08;'19 - 20;29,79
2016-07-09;'19 - 20;30,63
2016-07-10;'19 - 20;29,93
2016-07-04;'20 - 21;38,65
2016-07-05;'20 - 21;26,9
2016-07-06;'20 - 21;29,32
2016-07-07;'20 - 21;37,91
2016-07-08;'20 - 21;28,1
2016-07-09;'20 - 21;30,25
2016-07-10;'20 - 21;30,91
2016-07-04;'21 - 22;35,56
2016-07-05;'21 - 22;23,95
2016-07-06;'21 - 22;29,6
2016-07-07;'21 - 22;32,49
2016-07-08;'21 - 22;26,91
2016-07-09;'21 - 22;29,86
2016-07-10;'21 - 22;30,92
2016-07-04;'22 - 23;34,96
2016-07-05;'22 - 23;22,89
2016-07-06;'22 - 23;31,75
2016-07-07;'22 - 23;36,53
2016-07-08;'22 - 23;28,08
2016-07-09;'22 - 23;30,61
2016-07-10;'22 - 23;31,49
2016-07-04;'23 - 24;33,98
2016-07-05;'23 - 24;18,96
2016-07-06;'23 - 24;28,84
2016-07-07;'23 - 24;32,8
2016-07-08;'23 - 24;24,61
2016-07-09;'23 - 24;28,0
2016-07-10;'23 - 24;29,81
2016-07-11;'00 - 01;20,6
2016-07-12;'00 - 01;25,09
2016-07-13;'00 - 01;27,95
2016-07-14;'00 - 01;23,46
2016-07-15;'00 - 01;18,92
2016-07-16;'00 - 01;27,53
2016-07-17;'00 - 01;24,53
2016-07-11;'01 - 02;20,56
2016-07-12;'01 - 02;23,98
2016-07-13;'01 - 02;27,16
2016-07-14;'01 - 02;23,24
2016-07-15;'01 - 02;19,87
2016-07-16;'01 - 02;23,82
2016-07-17;'01 - 02;21,04
2016-07-11;'02 - 03;21,08
2016-07-12;'02 - 03;22,39
2016-07-13;'02 - 03;26,05
2016-07-14;'02 - 03;22,1
2016-07-15;'02 - 03;17,02
2016-07-16;'02 - 03;23,0
2016-07-17;'02 - 03;21,03
2016-07-11;'03 - 04;19,96
2016-07-12;'03 - 04;22,59
2016-07-13;'03 - 04;25,0
2016-07-14;'03 - 04;21,83
2016-07-15;'03 - 04;13,16
2016-07-16;'03 - 04;22,0
2016-07-17;'03 - 04;20,17
2016-07-11;'04 - 05;19,77
2016-07-12;'04 - 05;22,58
2016-07-13;'04 - 05;25,1
2016-07-14;'04 - 05;21,06
2016-07-15;'04 - 05;15,06
2016-07-16;'04 - 05;21,91
2016-07-17;'04 - 05;19,57
2016-07-11;'05 - 06;22,1
2016-07-12;'05 - 06;24,51
2016-07-13;'05 - 06;26,18
2016-07-14;'05 - 06;22,05
2016-07-15;'05 - 06;18,88
2016-07-16;'05 - 06;21,79
2016-07-17;'05 - 06;19,4
2016-07-11;'06 - 07;27,67
2016-07-12;'06 - 07;28,53
2016-07-13;'06 - 07;31,85
2016-07-14;'06 - 07;24,06
2016-07-15;'06 - 07;23,44
2016-07-16;'06 - 07;22,01
2016-07-17;'06 - 07;19,01
2016-07-11;'07 - 08;32,03
2016-07-12;'07 - 08;33,63
2016-07-13;'07 - 08;34,94
2016-07-14;'07 - 08;29,42
2016-07-15;'07 - 08;29,08
2016-07-16;'07 - 08;22,47
2016-07-17;'07 - 08;20,96
2016-07-11;'08 - 09;32,94
2016-07-12;'08 - 09;34,94
2016-07-13;'08 - 09;40,42
2016-07-14;'08 - 09;32,05
2016-07-15;'08 - 09;30,08
2016-07-16;'08 - 09;23,34
2016-07-17;'08 - 09;21,13
2016-07-11;'09 - 10;29,95
2016-07-12;'09 - 10;31,98
2016-07-13;'09 - 10;40,62
2016-07-14;'09 - 10;31,02
2016-07-15;'09 - 10;31,82
2016-07-16;'09 - 10;22,96
2016-07-17;'09 - 10;22,3
2016-07-11;'10 - 11;26,28
2016-07-12;'10 - 11;31,96
2016-07-13;'10 - 11;39,36
2016-07-14;'10 - 11;29,8
2016-07-15;'10 - 11;29,94
2016-07-16;'10 - 11;21,99
2016-07-17;'10 - 11;20,77
2016-07-11;'11 - 12;24,91
2016-07-12;'11 - 12;32,7
2016-07-13;'11 - 12;39,66
2016-07-14;'11 - 12;30,43
2016-07-15;'11 - 12;29,73
2016-07-16;'11 - 12;21,93
2016-07-17;'11 - 12;21,99
2016-07-11;'12 - 13;22,09
2016-07-12;'12 - 13;31,44
2016-07-13;'12 - 13;36,03
2016-07-14;'12 - 13;27,58
2016-07-15;'12 - 13;27,39
2016-07-16;'12 - 13;22,89
2016-07-17;'12 - 13;21,03
2016-07-11;'13 - 14;20,4
2016-07-12;'13 - 14;29,99
2016-07-13;'13 - 14;36,05
2016-07-14;'13 - 14;25,06
2016-07-15;'13 - 14;23,8
2016-07-16;'13 - 14;21,98
2016-07-17;'13 - 14;16,19
2016-07-11;'14 - 15;20,08
2016-07-12;'14 - 15;30,22
2016-07-13;'14 - 15;35,36
2016-07-14;'14 - 15;22,54
2016-07-15;'14 - 15;22,93
2016-07-16;'14 - 15;21,93
2016-07-17;'14 - 15;13,06
2016-07-11;'15 - 16;20,34
2016-07-12;'15 - 16;30,42
2016-07-13;'15 - 16;32,87
2016-07-14;'15 - 16;20,65
2016-07-15;'15 - 16;22,02
2016-07-16;'15 - 16;22,21
2016-07-17;'15 - 16;13,06
2016-07-11;'16 - 17;22,23
2016-07-12;'16 - 17;30,32
2016-07-13;'16 - 17;31,94
2016-07-14;'16 - 17;20,66
2016-07-15;'16 - 17;22,82
2016-07-16;'16 - 17;23,36
2016-07-17;'16 - 17;13,02
2016-07-11;'17 - 18;25,45
2016-07-12;'17 - 18;31,91
2016-07-13;'17 - 18;32,94
2016-07-14;'17 - 18;22,09
2016-07-15;'17 - 18;27,71
2016-07-16;'17 - 18;25,38
2016-07-17;'17 - 18;20,03
2016-07-11;'18 - 19;28,8
2016-07-12;'18 - 19;33,03
2016-07-13;'18 - 19;34,22
2016-07-14;'18 - 19;25,74
2016-07-15;'18 - 19;31,92
2016-07-16;'18 - 19;30,3
2016-07-17;'18 - 19;22,4
2016-07-11;'19 - 20;31,25
2016-07-12;'19 - 20;33,61
2016-07-13;'19 - 20;35,06
2016-07-14;'19 - 20;28,95
2016-07-15;'19 - 20;34,67
2016-07-16;'19 - 20;31,92
2016-07-17;'19 - 20;27,37
2016-07-11;'20 - 21;31,48
2016-07-12;'20 - 21;33,06
2016-07-13;'20 - 21;33,01
2016-07-14;'20 - 21;27,93
2016-07-15;'20 - 21;32,73
2016-07-16;'20 - 21;30,61
2016-07-17;'20 - 21;28,07
2016-07-11;'21 - 22;30,02
2016-07-12;'21 - 22;33,67
2016-07-13;'21 - 22;30,81
2016-07-14;'21 - 22;25,65
2016-07-15;'21 - 22;32,25
2016-07-16;'21 - 22;30,99
2016-07-17;'21 - 22;30,09
2016-07-11;'22 - 23;28,5
2016-07-12;'22 - 23;33,38
2016-07-13;'22 - 23;31,4
2016-07-14;'22 - 23;25,56
2016-07-15;'22 - 23;34,94
2016-07-16;'22 - 23;32,16
2016-07-17;'22 - 23;30,57
2016-07-11;'23 - 24;26,97
2016-07-12;'23 - 24;30,84
2016-07-13;'23 - 24;27,86
2016-07-14;'23 - 24;21,85
2016-07-15;'23 - 24;33,78
2016-07-16;'23 - 24;27,78
2016-07-17;'23 - 24;29,0
2016-07-18;'00 - 01;26,03
2016-07-19;'00 - 01;27,59
2016-07-20;'00 - 01;28,01
2016-07-21;'00 - 01;26,43
2016-07-22;'00 - 01;29,26
2016-07-23;'00 - 01;31,8
2016-07-24;'00 - 01;30,11
2016-07-18;'01 - 02;24,05
2016-07-19;'01 - 02;27,09
2016-07-20;'01 - 02;26,32
2016-07-21;'01 - 02;26,46
2016-07-22;'01 - 02;27,24
2016-07-23;'01 - 02;30,83
2016-07-24;'01 - 02;28,11
2016-07-18;'02 - 03;23,31
2016-07-19;'02 - 03;26,41
2016-07-20;'02 - 03;25,1
2016-07-21;'02 - 03;25,9
2016-07-22;'02 - 03;27,1
2016-07-23;'02 - 03;29,1
2016-07-24;'02 - 03;25,99
2016-07-18;'03 - 04;22,58
2016-07-19;'03 - 04;25,89
2016-07-20;'03 - 04;24,79
2016-07-21;'03 - 04;25,52
2016-07-22;'03 - 04;26,56
2016-07-23;'03 - 04;27,02
2016-07-24;'03 - 04;24,93
2016-07-18;'04 - 05;23,02
2016-07-19;'04 - 05;25,61
2016-07-20;'04 - 05;24,83
2016-07-21;'04 - 05;25,55
2016-07-22;'04 - 05;26,5
2016-07-23;'04 - 05;25,77
2016-07-24;'04 - 05;24,25
2016-07-18;'05 - 06;23,81
2016-07-19;'05 - 06;26,14
2016-07-20;'05 - 06;25,85
2016-07-21;'05 - 06;27,49
2016-07-22;'05 - 06;28,06
2016-07-23;'05 - 06;25,65
2016-07-24;'05 - 06;23,98
2016-07-18;'06 - 07;28,82
2016-07-19;'06 - 07;31,0
2016-07-20;'06 - 07;29,35
2016-07-21;'06 - 07;32,84
2016-07-22;'06 - 07;32,36
2016-07-23;'06 - 07;26,22
2016-07-24;'06 - 07;23,92
2016-07-18;'07 - 08;33,09
2016-07-19;'07 - 08;36,99
2016-07-20;'07 - 08;33,52
2016-07-21;'07 - 08;36,61
2016-07-22;'07 - 08;35,99
2016-07-23;'07 - 08;30,32
2016-07-24;'07 - 08;24,79
2016-07-18;'08 - 09;35,39
2016-07-19;'08 - 09;40,01
2016-07-20;'08 - 09;36,79
2016-07-21;'08 - 09;39,16
2016-07-22;'08 - 09;36,81
2016-07-23;'08 - 09;31,96
2016-07-24;'08 - 09;25,67
2016-07-18;'09 - 10;32,98
2016-07-19;'09 - 10;35,7
2016-07-20;'09 - 10;34,1
2016-07-21;'09 - 10;36,04
2016-07-22;'09 - 10;36,0
2016-07-23;'09 - 10;32,53
2016-07-24;'09 - 10;25,95
2016-07-18;'10 - 11;30,53
2016-07-19;'10 - 11;32,99
2016-07-20;'10 - 11;32,39
2016-07-21;'10 - 11;37,02
2016-07-22;'10 - 11;35,16
2016-07-23;'10 - 11;32,26
2016-07-24;'10 - 11;24,87
2016-07-18;'11 - 12;30,22
2016-07-19;'11 - 12;32,91
2016-07-20;'11 - 12;31,43
2016-07-21;'11 - 12;36,01
2016-07-22;'11 - 12;34,41
2016-07-23;'11 - 12;31,97
2016-07-24;'11 - 12;25,13
2016-07-18;'12 - 13;27,17
2016-07-19;'12 - 13;31,38
2016-07-20;'12 - 13;28,02
2016-07-21;'12 - 13;35,04
2016-07-22;'12 - 13;32,15
2016-07-23;'12 - 13;29,02
2016-07-24;'12 - 13;23,47
2016-07-18;'13 - 14;27,92
2016-07-19;'13 - 14;30,91
2016-07-20;'13 - 14;26,63
2016-07-21;'13 - 14;34,24
2016-07-22;'13 - 14;30,78
2016-07-23;'13 - 14;25,25
2016-07-24;'13 - 14;23,82
2016-07-18;'14 - 15;26,4
2016-07-19;'14 - 15;30,08
2016-07-20;'14 - 15;25,93
2016-07-21;'14 - 15;32,94
2016-07-22;'14 - 15;30,68
2016-07-23;'14 - 15;24,52
2016-07-24;'14 - 15;23,3
2016-07-18;'15 - 16;26,51
2016-07-19;'15 - 16;31,28
2016-07-20;'15 - 16;26,43
2016-07-21;'15 - 16;33,0
2016-07-22;'15 - 16;31,19
2016-07-23;'15 - 16;24,97
2016-07-24;'15 - 16;23,48
2016-07-18;'16 - 17;26,76
2016-07-19;'16 - 17;32,4
2016-07-20;'16 - 17;28,08
2016-07-21;'16 - 17;33,31
2016-07-22;'16 - 17;31,62
2016-07-23;'16 - 17;27,72
2016-07-24;'16 - 17;24,76
2016-07-18;'17 - 18;29,95
2016-07-19;'17 - 18;35,25
2016-07-20;'17 - 18;31,66
2016-07-21;'17 - 18;34,37
2016-07-22;'17 - 18;32,93
2016-07-23;'17 - 18;30,57
2016-07-24;'17 - 18;26,42
2016-07-18;'18 - 19;33,0
2016-07-19;'18 - 19;39,91
2016-07-20;'18 - 19;33,3
2016-07-21;'18 - 19;34,76
2016-07-22;'18 - 19;34,91
2016-07-23;'18 - 19;31,86
2016-07-24;'18 - 19;29,91
2016-07-18;'19 - 20;39,39
2016-07-19;'19 - 20;44,0
