cet_cest_timestamp;DE_solar_generation_forecast;DE_solar_generation_actual;DE_solar_generation_error;DE_wind_generation_forecast;DE_wind_generation_actual;DE_wind_generation_error
2016-01-01T00:00:00+0100;0;0;0;7653;8648;995
2016-01-01T01:00:00+0100;0;0;0;7421;8579;1158
2016-01-01T02:00:00+0100;0;0;0;7266;8542;1276
2016-01-01T03:00:00+0100;0;0;0;7180;8443;1263
2016-01-01T04:00:00+0100;0;0;0;7016;8295;1279
2016-01-01T05:00:00+0100;0;0;0;6787;7319;532
2016-01-01T06:00:00+0100;0;0;0;6492;6574;82
2016-01-01T07:00:00+0100;0;0;0;6058;5624;-434
2016-01-01T08:00:00+0100;137;137;0;5510;4644;-866
2016-01-01T09:00:00+0100;1010;964;-46;4924;3733;-1191
2016-01-01T10:00:00+0100;2451;2522;71;4172;2776;-1396
2016-01-01T11:00:00+0100;3815;3768;-47;3423;1830;-1593
2016-01-01T12:00:00+0100;4382;4121;-261;2787;1287;-1500
2016-01-01T13:00:00+0100;3986;3717;-269;2328;790;-1538
2016-01-01T14:00:00+0100;2658;2442;-216;1937;496;-1441
2016-01-01T15:00:00+0100;979;841;-138;1609;405;-1204
2016-01-01T16:00:00+0100;51;51;0;1568;665;-903
2016-01-01T17:00:00+0100;0;0;0;1673;1298;-375
2016-01-01T18:00:00+0100;0;0;0;1798;2146;348
2016-01-01T19:00:00+0100;0;0;0;2070;3371;1301
2016-01-01T20:00:00+0100;0;0;0;2725;4383;1658
2016-01-01T21:00:00+0100;0;0;0;3182;5409;2227
2016-01-01T22:00:00+0100;0;0;0;3567;6180;2613
2016-01-01T23:00:00+0100;0;0;0;3885;6958;3073
2016-01-02T00:00:00+0100;0;0;0;6397;7462;1065
2016-01-02T01:00:00+0100;0;0;0;7411;8763;1352
2016-01-02T02:00:00+0100;0;0;0;8610;10716;2106
2016-01-02T03:00:00+0100;0;0;0;9904;11949;2045
2016-01-02T04:00:00+0100;0;0;0;11359;13451;2092
2016-01-02T05:00:00+0100;0;0;0;12607;14640;2033
2016-01-02T06:00:00+0100;0;0;0;13859;15480;1621
2016-01-02T07:00:00+0100;1;0;-1;15165;16062;897
2016-01-02T08:00:00+0100;153;106;-47;16305;16588;283
2016-01-02T09:00:00+0100;940;593;-347;17458;17324;-134
2016-01-02T10:00:00+0100;2047;1341;-706;18304;17888;-416
2016-01-02T11:00:00+0100;2911;1866;-1045;18733;18265;-468
2016-01-02T12:00:00+0100;3094;2043;-1051;19105;18329;-776
2016-01-02T13:00:00+0100;2601;1869;-732;19475;18394;-1081
2016-01-02T14:00:00+0100;1628;1178;-450;20000;18540;-1460
2016-01-02T15:00:00+0100;563;382;-181;20642;18754;-1888
2016-01-02T16:00:00+0100;34;28;-6;21140;19192;-1948
2016-01-02T17:00:00+0100;0;0;0;21661;19913;-1748
2016-01-02T18:00:00+0100;0;0;0;22029;20215;-1814
2016-01-02T19:00:00+0100;0;0;0;22119;20108;-2011
2016-01-02T20:00:00+0100;0;0;0;21881;19693;-2188
2016-01-02T21:00:00+0100;0;0;0;21525;19202;-2323
2016-01-02T22:00:00+0100;0;0;0;21297;18460;-2837
2016-01-02T23:00:00+0100;0;0;0;20946;18772;-2174
2016-01-03T00:00:00+0100;0;0;0;20522;18924;-1598
2016-01-03T01:00:00+0100;0;0;0;20481;18596;-1885
2016-01-03T02:00:00+0100;0;0;0;20434;18600;-1834
2016-01-03T03:00:00+0100;0;0;0;20265;18440;-1825
2016-01-03T04:00:00+0100;0;0;0;20091;18281;-1810
2016-01-03T05:00:00+0100;0;0;0;19910;18302;-1608
2016-01-03T06:00:00+0100;0;0;0;19785;18422;-1363
2016-01-03T07:00:00+0100;1;0;-1;19670;18190;-1480
2016-01-03T08:00:00+0100;131;66;-65;19571;17751;-1820
2016-01-03T09:00:00+0100;943;638;-305;19505;17202;-2303
2016-01-03T10:00:00+0100;2097;1648;-449;19248;16685;-2563
2016-01-03T11:00:00+0100;3095;2621;-474;18646;15632;-3014
2016-01-03T12:00:00+0100;3553;3051;-502;17990;14568;-3422
2016-01-03T13:00:00+0100;3313;2909;-404;17589;14358;-3231
2016-01-03T14:00:00+0100;2332;1880;-452;17373;14313;-3060
2016-01-03T15:00:00+0100;943;658;-285;17320;14881;-2439
2016-01-03T16:00:00+0100;76;48;-28;17567;15377;-2190
2016-01-03T17:00:00+0100;3;0;-3;17978;16306;-1672
2016-01-03T18:00:00+0100;0;0;0;18445;17294;-1151
2016-01-03T19:00:00+0100;0;0;0;18751;17648;-1103
2016-01-03T20:00:00+0100;0;0;0;18773;17745;-1028
2016-01-03T21:00:00+0100;0;0;0;18734;17589;-1145
2016-01-03T22:00:00+0100;0;0;0;18795;16955;-1840
2016-01-03T23:00:00+0100;0;0;0;18768;16746;-2022
2016-01-04T00:00:00+0100;0;0;0;20345;16415;-3930
2016-01-04T01:00:00+0100;0;0;0;20175;15686;-4489
2016-01-04T02:00:00+0100;0;0;0;19888;15040;-4848
2016-01-04T03:00:00+0100;0;0;0;19409;14410;-4999
2016-01-04T04:00:00+0100;0;0;0;18962;13623;-5339
2016-01-04T05:00:00+0100;0;0;0;18591;13175;-5416
2016-01-04T06:00:00+0100;0;0;0;18237;13284;-4953
2016-01-04T07:00:00+0100;1;0;-1;17904;13091;-4813
2016-01-04T08:00:00+0100;99;71;-28;17578;12873;-4705
2016-01-04T09:00:00+0100;709;533;-176;17147;12206;-4941
2016-01-04T10:00:00+0100;1573;1350;-223;16345;11458;-4887
2016-01-04T11:00:00+0100;2235;1998;-237;15262;10580;-4682
2016-01-04T12:00:00+0100;2497;2231;-266;14273;10173;-4100
2016-01-04T13:00:00+0100;2298;2005;-293;13401;9772;-3629
2016-01-04T14:00:00+0100;1571;1298;-273;12785;9753;-3032
2016-01-04T15:00:00+0100;635;536;-99;12244;10014;-2230
2016-01-04T16:00:00+0100;55;58;3;11901;10292;-1609
2016-01-04T17:00:00+0100;0;0;0;11867;10920;-947
2016-01-04T18:00:00+0100;0;0;0;11926;11096;-830
2016-01-04T19:00:00+0100;0;0;0;11918;10861;-1057
2016-01-04T20:00:00+0100;0;0;0;11779;10690;-1089
2016-01-04T21:00:00+0100;0;0;0;11568;10284;-1284
2016-01-04T22:00:00+0100;0;0;0;11344;9974;-1370
2016-01-04T23:00:00+0100;0;0;0;11096;9676;-1420
2016-01-05T00:00:00+0100;0;0;0;11547;9529;-2018
2016-01-05T01:00:00+0100;0;0;0;11515;9304;-2211
2016-01-05T02:00:00+0100;0;0;0;11626;9205;-2421
2016-01-05T03:00:00+0100;0;0;0;11630;9191;-2439
2016-01-05T04:00:00+0100;0;0;0;11611;9260;-2351
2016-01-05T05:00:00+0100;0;0;0;11628;9387;-2241
2016-01-05T06:00:00+0100;0;0;0;11726;9378;-2348
2016-01-05T07:00:00+0100;2;0;-2;11817;9323;-2494
2016-01-05T08:00:00+0100;131;75;-56;11868;9250;-2618
2016-01-05T09:00:00+0100;856;603;-253;11782;9086;-2696
2016-01-05T10:00:00+0100;1875;1670;-205;11583;8797;-2786
2016-01-05T11:00:00+0100;2700;2497;-203;11379;8369;-3010
2016-01-05T12:00:00+0100;2968;2936;-32;11231;8088;-3143
2016-01-05T13:00:00+0100;2646;2423;-223;11158;7892;-3266
2016-01-05T14:00:00+0100;1813;1610;-203;11233;7972;-3261
2016-01-05T15:00:00+0100;741;673;-68;11433;8052;-3381
2016-01-05T16:00:00+0100;68;62;-6;11507;8112;-3395
2016-01-05T17:00:00+0100;2;0;-2;11530;8368;-3162
2016-01-05T18:00:00+0100;0;0;0;11492;8622;-2870
2016-01-05T19:00:00+0100;0;0;0;11468;8527;-2941
2016-01-05T20:00:00+0100;0;0;0;11493;8410;-3083
2016-01-05T21:00:00+0100;0;0;0;11499;8185;-3314
2016-01-05T22:00:00+0100;0;0;0;11404;7999;-3405
2016-01-05T23:00:00+0100;0;0;0;11204;7968;-3236
2016-01-06T00:00:00+0100;0;0;0;9587;7723;-1864
2016-01-06T01:00:00+0100;0;0;0;9330;7566;-1764
2016-01-06T02:00:00+0100;0;0;0;9098;7264;-1834
2016-01-06T03:00:00+0100;0;0;0;8900;7212;-1688
2016-01-06T04:00:00+0100;0;0;0;8828;7163;-1665
2016-01-06T05:00:00+0100;0;0;0;8815;7366;-1449
2016-01-06T06:00:00+0100;0;0;0;8877;7206;-1671
2016-01-06T07:00:00+0100;2;0;-2;8859;7265;-1594
2016-01-06T08:00:00+0100;151;127;-24;8777;7169;-1608
2016-01-06T09:00:00+0100;974;770;-204;8656;6806;-1850
2016-01-06T10:00:00+0100;2129;1818;-311;8410;6636;-1774
2016-01-06T11:00:00+0100;3128;2721;-407;8082;6272;-1810
2016-01-06T12:00:00+0100;3436;2820;-616;7613;5672;-1941
2016-01-06T13:00:00+0100;3040;2326;-714;7188;5346;-1842
2016-01-06T14:00:00+0100;2033;1463;-570;6949;5177;-1772
2016-01-06T15:00:00+0100;809;510;-299;6920;5347;-1573
2016-01-06T16:00:00+0100;73;40;-33;7007;5586;-1421
2016-01-06T17:00:00+0100;2;0;-2;7098;6018;-1080
2016-01-06T18:00:00+0100;0;0;0;7186;6242;-944
2016-01-06T19:00:00+0100;0;0;0;7194;6465;-729
2016-01-06T20:00:00+0100;0;0;0;7143;6603;-540
2016-01-06T21:00:00+0100;0;0;0;7111;6434;-677
2016-01-06T22:00:00+0100;0;0;0;7267;6437;-830
2016-01-06T23:00:00+0100;0;0;0;7524;6372;-1152
2016-01-07T00:00:00+0100;0;0;0;7849;6420;-1429
2016-01-07T01:00:00+0100;0;0;0;8036;6509;-1527
2016-01-07T02:00:00+0100;0;0;0;8486;6713;-1773
2016-01-07T03:00:00+0100;0;0;0;8978;6943;-2035
2016-01-07T04:00:00+0100;0;0;0;9486;7062;-2424
2016-01-07T05:00:00+0100;0;0;0;10102;7098;-3004
2016-01-07T06:00:00+0100;0;0;0;10803;7575;-3228
2016-01-07T07:00:00+0100;2;0;-2;11481;8400;-3081
2016-01-07T08:00:00+0100;168;150;-18;12432;9167;-3265
2016-01-07T09:00:00+0100;1031;1205;174;13396;10482;-2914
2016-01-07T10:00:00+0100;2033;2839;806;14229;11005;-3224
2016-01-07T11:00:00+0100;2687;3898;1211;14959;10906;-4053
2016-01-07T12:00:00+0100;2630;3342;712;15707;10983;-4724
2016-01-07T13:00:00+0100;2057;1982;-75;16548;11398;-5150
2016-01-07T14:00:00+0100;1241;914;-327;17534;12438;-5096
2016-01-07T15:00:00+0100;480;282;-198;18413;13858;-4555
2016-01-07T16:00:00+0100;39;26;-13;18852;15102;-3750
2016-01-07T17:00:00+0100;0;0;0;18830;16114;-2716
2016-01-07T18:00:00+0100;0;0;0;19081;17594;-1487
2016-01-07T19:00:00+0100;0;0;0;18928;18522;-406
2016-01-07T20:00:00+0100;0;0;0;18391;19609;1218
2016-01-07T21:00:00+0100;0;0;0;18346;20734;2388
2016-01-07T22:00:00+0100;0;0;0;18499;21372;2873
2016-01-07T23:00:00+0100;0;0;0;18665;21563;2898
2016-01-08T00:00:00+0100;0;0;0;22592;22456;-136
2016-01-08T01:00:00+0100;0;0;0;23248;22810;-438
2016-01-08T02:00:00+0100;0;0;0;23343;22868;-475
2016-01-08T03:00:00+0100;0;0;0;24123;23458;-665
2016-01-08T04:00:00+0100;0;0;0;24963;23700;-1263
2016-01-08T05:00:00+0100;0;0;0;25376;24682;-694
2016-01-08T06:00:00+0100;0;0;0;25487;25880;393
2016-01-08T07:00:00+0100;4;0;-4;25309;26073;764
2016-01-08T08:00:00+0100;352;339;-13;24975;26408;1433
2016-01-08T09:00:00+0100;2624;2815;191;24599;26070;1471
2016-01-08T10:00:00+0100;5446;6242;796;24073;25515;1442
2016-01-08T11:00:00+0100;7704;8735;1031;22965;25106;2141
2016-01-08T12:00:00+0100;8423;9116;693;21369;23671;2302
2016-01-08T13:00:00+0100;7515;7362;-153;19785;21322;1537
2016-01-08T14:00:00+0100;5208;4492;-716;18190;18643;453
2016-01-08T15:00:00+0100;2086;1750;-336;16772;16149;-623
2016-01-08T16:00:00+0100;116;118;2;15764;15412;-352
2016-01-08T17:00:00+0100;0;0;0;15302;14731;-571
2016-01-08T18:00:00+0100;0;0;0;14870;13577;-1293
2016-01-08T19:00:00+0100;0;0;0;14476;12775;-1701
2016-01-08T20:00:00+0100;0;0;0;13587;11888;-1699
2016-01-08T21:00:00+0100;0;0;0;12433;11230;-1203
2016-01-08T22:00:00+0100;0;0;0;11183;10311;-872
2016-01-08T23:00:00+0100;0;0;0;9976;9782;-194
2016-01-09T00:00:00+0100;0;0;0;7203;8815;1612
2016-01-09T01:00:00+0100;0;0;0;6367;8121;1754
2016-01-09T02:00:00+0100;0;0;0;5681;7671;1990
2016-01-09T03:00:00+0100;0;0;0;5192;7198;2006
2016-01-09T04:00:00+0100;0;0;0;5058;7355;2297
2016-01-09T05:00:00+0100;0;0;0;5105;7094;1989
2016-01-09T06:00:00+0100;0;0;0;5296;7464;2168
2016-01-09T07:00:00+0100;2;0;-2;5614;7537;1923
2016-01-09T08:00:00+0100;113;196;83;5944;7807;1863
2016-01-09T09:00:00+0100;816;1554;738;6104;7990;1886
2016-01-09T10:00:00+0100;2240;3446;1206;5984;7728;1744
2016-01-09T11:00:00+0100;3656;5002;1346;5572;6464;892
2016-01-09T12:00:00+0100;4087;5171;1084;5206;5640;434
2016-01-09T13:00:00+0100;3640;4453;813;5234;5292;58
2016-01-09T14:00:00+0100;2461;2900;439;5657;5173;-484
2016-01-09T15:00:00+0100;990;1078;88;6322;6124;-198
2016-01-09T16:00:00+0100;65;91;26;7202;7979;777
2016-01-09T17:00:00+0100;0;0;0;8085;9648;1563
2016-01-09T18:00:00+0100;0;0;0;8823;10718;1895
2016-01-09T19:00:00+0100;0;0;0;9277;11450;2173
2016-01-09T20:00:00+0100;0;0;0;9569;11629;2060
2016-01-09T21:00:00+0100;0;0;0;9980;11666;1686
2016-01-09T22:00:00+0100;0;0;0;10436;12193;1757
2016-01-09T23:00:00+0100;0;0;0;10860;12602;1742
2016-01-10T00:00:00+0100;0;0;0;11711;13086;1375
2016-01-10T01:00:00+0100;0;0;0;12260;13590;1330
2016-01-10T02:00:00+0100;0;0;0;12807;14377;1570
2016-01-10T03:00:00+0100;0;0;0;13318;15121;1803
2016-01-10T04:00:00+0100;0;0;0;13770;15188;1418
2016-01-10T05:00:00+0100;0;0;0;14421;15749;1328
2016-01-10T06:00:00+0100;0;0;0;14889;16646;1757
2016-01-10T07:00:00+0100;3;0;-3;15332;17234;1902
2016-01-10T08:00:00+0100;165;178;13;15903;17175;1272
2016-01-10T09:00:00+0100;1160;1196;36;16020;16838;818
2016-01-10T10:00:00+0100;2698;2311;-387;15944;16607;663
2016-01-10T11:00:00+0100;4058;3154;-904;15332;16256;924
2016-01-10T12:00:00+0100;4500;3805;-695;14519;15297;778
2016-01-10T13:00:00+0100;4172;3940;-232;13475;14348;873
2016-01-10T14:00:00+0100;3052;3009;-43;12144;13428;1284
2016-01-10T15:00:00+0100;1312;1226;-86;11175;12548;1373
2016-01-10T16:00:00+0100;107;81;-26;10559;12871;2312
2016-01-10T17:00:00+0100;0;0;0;10357;13438;3081
2016-01-10T18:00:00+0100;0;0;0;10385;13767;3382
2016-01-10T19:00:00+0100;0;0;0;10442;14325;3883
2016-01-10T20:00:00+0100;0;0;0;10488;13727;3239
2016-01-10T21:00:00+0100;0;0;0;10415;12371;1956
2016-01-10T22:00:00+0100;0;0;0;10359;11575;1216
2016-01-10T23:00:00+0100;0;0;0;9972;11273;1301
2016-01-11T00:00:00+0100;0;0;0;9992;10728;736
2016-01-11T01:00:00+0100;0;0;0;9365;10013;648
2016-01-11T02:00:00+0100;0;0;0;8830;9387;557
2016-01-11T03:00:00+0100;0;0;0;8231;8030;-201
2016-01-11T04:00:00+0100;0;0;0;7503;7316;-187
2016-01-11T05:00:00+0100;0;0;0;6780;6474;-306
2016-01-11T06:00:00+0100;0;0;0;6207;6188;-19
2016-01-11T07:00:00+0100;2;0;-2;5956;6382;426
2016-01-11T08:00:00+0100;142;90;-52;5895;6817;922
2016-01-11T09:00:00+0100;900;544;-356;5751;7204;1453
2016-01-11T10:00:00+0100;1919;1343;-576;5649;7137;1488
2016-01-11T11:00:00+0100;2666;1989;-677;5451;6793;1342
2016-01-11T12:00:00+0100;2815;2238;-577;5300;6240;940
2016-01-11T13:00:00+0100;2412;1994;-418;5409;6038;629
2016-01-11T14:00:00+0100;1717;1296;-421;5800;6398;598
2016-01-11T15:00:00+0100;801;595;-206;6281;7476;1195
2016-01-11T16:00:00+0100;78;88;10;6890;8467;1577
2016-01-11T17:00:00+0100;0;1;1;7657;9729;2072
2016-01-11T18:00:00+0100;0;0;0;8491;10479;1988
2016-01-11T19:00:00+0100;0;0;0;8953;10726;1773
2016-01-11T20:00:00+0100;0;0;0;8913;10824;1911
2016-01-11T21:00:00+0100;0;0;0;8833;10748;1915
2016-01-11T22:00:00+0100;0;0;0;8602;10604;2002
2016-01-11T23:00:00+0100;0;0;0;8375;10300;1925
2016-01-12T00:00:00+0100;0;0;0;9183;10106;923
2016-01-12T01:00:00+0100;0;0;0;9041;9849;808
2016-01-12T02:00:00+0100;0;0;0;8910;9681;771
2016-01-12T03:00:00+0100;0;0;0;8789;9863;1074
2016-01-12T04:00:00+0100;0;0;0;8598;10305;1707
2016-01-12T05:00:00+0100;0;0;0;8643;10822;2179
2016-01-12T06:00:00+0100;0;0;0;8973;11436;2463
2016-01-12T07:00:00+0100;3;1;-2;9240;11621;2381
2016-01-12T08:00:00+0100;156;131;-25;9335;11797;2462
2016-01-12T09:00:00+0100;902;791;-111;9470;12120;2650
2016-01-12T10:00:00+0100;1868;1756;-112;9664;12748;3084
2016-01-12T11:00:00+0100;2657;2538;-119;9898;12975;3077
2016-01-12T12:00:00+0100;2921;3142;221;10150;13248;3098
2016-01-12T13:00:00+0100;2754;3137;383;10134;13553;3419
2016-01-12T14:00:00+0100;2070;2428;358;9851;13435;3584
2016-01-12T15:00:00+0100;973;1092;119;9535;12850;3315
2016-01-12T16:00:00+0100;111;116;5;9628;13023;3395
2016-01-12T17:00:00+0100;0;2;2;10253;13584;3331
2016-01-12T18:00:00+0100;0;0;0;10805;13919;3114
2016-01-12T19:00:00+0100;0;0;0;11107;14524;3417
2016-01-12T20:00:00+0100;0;0;0;11596;15350;3754
2016-01-12T21:00:00+0100;0;0;0;11932;15537;3605
2016-01-12T22:00:00+0100;0;0;0;12229;15507;3278
2016-01-12T23:00:00+0100;0;0;0;12508;15597;3089
2016-01-13T00:00:00+0100;0;0;0;14174;15809;1635
2016-01-13T01:00:00+0100;0;0;0;14015;16090;2075
2016-01-13T02:00:00+0100;0;0;0;14082;16516;2434
2016-01-13T03:00:00+0100;0;0;0;14110;17244;3134
2016-01-13T04:00:00+0100;0;0;0;14317;17520;3203
2016-01-13T05:00:00+0100;0;0;0;14769;18230;3461
2016-01-13T06:00:00+0100;0;0;0;15140;19194;4054
2016-01-13T07:00:00+0100;2;0;-2;15148;19309;4161
2016-01-13T08:00:00+0100;109;118;9;14830;18275;3445
2016-01-13T09:00:00+0100;622;642;20;14393;17223;2830
2016-01-13T10:00:00+0100;1437;1551;114;13869;16594;2725
2016-01-13T11:00:00+0100;2176;2258;82;13598;15837;2239
2016-01-13T12:00:00+0100;2545;2580;35;13226;15398;2172
2016-01-13T13:00:00+0100;2448;2376;-72;12600;14673;2073
2016-01-13T14:00:00+0100;1800;1778;-22;11802;13976;2174
2016-01-13T15:00:00+0100;819;774;-45;10957;13336;2379
2016-01-13T16:00:00+0100;103;86;-17;10088;13012;2924
2016-01-13T17:00:00+0100;0;2;2;9339;12136;2797
2016-01-13T18:00:00+0100;0;0;0;8671;10898;2227
2016-01-13T19:00:00+0100;0;0;0;8021;9909;1888
2016-01-13T20:00:00+0100;0;0;0;7720;9212;1492
2016-01-13T21:00:00+0100;0;0;0;7525;8514;989
2016-01-13T22:00:00+0100;0;0;0;7310;8676;1366
2016-01-13T23:00:00+0100;0;0;0;7121;9194;2073
2016-01-14T00:00:00+0100;0;0;0;9043;9833;790
2016-01-14T01:00:00+0100;0;0;0;9084;9532;448
2016-01-14T02:00:00+0100;0;0;0;8786;9152;366
2016-01-14T03:00:00+0100;0;0;0;8331;8990;659
2016-01-14T04:00:00+0100;0;0;0;8086;8285;199
2016-01-14T05:00:00+0100;0;0;0;8010;8370;360
2016-01-14T06:00:00+0100;0;0;0;8202;9000;798
2016-01-14T07:00:00+0100;7;0;-7;8539;9734;1195
2016-01-14T08:00:00+0100;442;472;30;8862;10273;1411
2016-01-14T09:00:00+0100;2652;2984;332;9300;10525;1225
2016-01-14T10:00:00+0100;5317;6185;868;9641;10369;728
2016-01-14T11:00:00+0100;7208;8841;1633;9789;10483;694
2016-01-14T12:00:00+0100;7488;9829;2341;9797;10506;709
2016-01-14T13:00:00+0100;6275;8555;2280;9427;10268;841
2016-01-14T14:00:00+0100;4053;5652;1599;9154;9868;714
2016-01-14T15:00:00+0100;1731;1911;180;9051;9567;516
2016-01-14T16:00:00+0100;181;119;-62;9249;9721;472
2016-01-14T17:00:00+0100;0;2;2;9610;10369;759
2016-01-14T18:00:00+0100;0;0;0;9797;11076;1279
2016-01-14T19:00:00+0100;0;0;0;9762;10633;871
2016-01-14T20:00:00+0100;0;0;0;9471;10494;1023
2016-01-14T21:00:00+0100;0;0;0;9010;10391;1381
2016-01-14T22:00:00+0100;0;0;0;8568;9926;1358
2016-01-14T23:00:00+0100;0;0;0;8264;9744;1480
2016-01-15T00:00:00+0100;0;0;0;8588;9660;1072
2016-01-15T01:00:00+0100;0;0;0;8348;9733;1385
2016-01-15T02:00:00+0100;0;0;0;8228;9642;1414
2016-01-15T03:00:00+0100;0;0;0;8180;9479;1299
2016-01-15T04:00:00+0100;0;0;0;7949;9575;1626
2016-01-15T05:00:00+0100;0;0;0;7740;9534;1794
2016-01-15T06:00:00+0100;0;0;0;7680;9762;2082
2016-01-15T07:00:00+0100;3;0;-3;7724;9618;1894
2016-01-15T08:00:00+0100;155;130;-25;7648;9335;1687
2016-01-15T09:00:00+0100;855;668;-187;7726;8549;823
2016-01-15T10:00:00+0100;1784;1221;-563;7768;7845;77
2016-01-15T11:00:00+0100;2513;1679;-834;7737;6973;-764
2016-01-15T12:00:00+0100;2756;1800;-956;7656;6298;-1358
2016-01-15T13:00:00+0100;2479;1637;-842;7503;5759;-1744
2016-01-15T14:00:00+0100;1724;1053;-671;7244;5160;-2084
2016-01-15T15:00:00+0100;784;448;-336;6782;4644;-2138
2016-01-15T16:00:00+0100;101;52;-49;6345;4236;-2109
2016-01-15T17:00:00+0100;2;2;0;5942;3936;-2006
2016-01-15T18:00:00+0100;0;0;0;5559;3818;-1741
2016-01-15T19:00:00+0100;0;0;0;5079;3529;-1550
2016-01-15T20:00:00+0100;0;0;0;4595;3075;-1520
2016-01-15T21:00:00+0100;0;0;0;4032;2934;-1098
2016-01-15T22:00:00+0100;0;0;0;3519;2625;-894
2016-01-15T23:00:00+0100;0;0;0;3101;2326;-775
2016-01-16T00:00:00+0100;0;0;0;2145;2187;42
2016-01-16T01:00:00+0100;0;0;0;1925;2093;168
2016-01-16T02:00:00+0100;0;0;0;2036;2006;-30
2016-01-16T03:00:00+0100;0;0;0;2301;2180;-121
2016-01-16T04:00:00+0100;0;0;0;2559;2436;-123
2016-01-16T05:00:00+0100;0;0;0;2669;2602;-67
2016-01-16T06:00:00+0100;0;0;0;2924;2766;-158
2016-01-16T07:00:00+0100;4;0;-4;3283;3258;-25
2016-01-16T08:00:00+0100;256;96;-160;3811;4115;304
2016-01-16T09:00:00+0100;1352;541;-811;4305;4726;421
2016-01-16T10:00:00+0100;2758;1106;-1652;4381;5118;737
2016-01-16T11:00:00+0100;3885;1594;-2291;4326;5931;1605
2016-01-16T12:00:00+0100;4275;1786;-2489;4531;6466;1935
2016-01-16T13:00:00+0100;3942;1674;-2268;4920;7099;2179
2016-01-16T14:00:00+0100;2892;1263;-1629;5496;7727;2231
2016-01-16T15:00:00+0100;1400;617;-783;6033;7948;1915
2016-01-16T16:00:00+0100;208;95;-113;6267;7788;1521
2016-01-16T17:00:00+0100;12;2;-10;6420;7948;1528
2016-01-16T18:00:00+0100;0;0;0;6623;8048;1425
2016-01-16T19:00:00+0100;0;0;0;6899;8223;1324
2016-01-16T20:00:00+0100;0;0;0;7140;8343;1203
2016-01-16T21:00:00+0100;0;0;0;7403;8475;1072
2016-01-16T22:00:00+0100;0;0;0;7411;8733;1322
2016-01-16T23:00:00+0100;0;0;0;7346;8873;1527
2016-01-17T00:00:00+0100;0;0;0;7930;8831;901
2016-01-17T01:00:00+0100;0;0;0;7923;8726;803
2016-01-17T02:00:00+0100;0;0;0;7957;8456;499
2016-01-17T03:00:00+0100;0;0;0;7743;8266;523
2016-01-17T04:00:00+0100;0;0;0;7237;7966;729
2016-01-17T05:00:00+0100;0;0;0;6706;7637;931
2016-01-17T06:00:00+0100;0;0;0;6071;7495;1424
2016-01-17T07:00:00+0100;0;0;0;5398;6884;1486
2016-01-17T08:00:00+0100;143;96;-47;4555;5737;1182
2016-01-17T09:00:00+0100;1087;486;-601;3900;4770;870
2016-01-17T10:00:00+0100;2571;977;-1594;3268;4060;792
2016-01-17T11:00:00+0100;3955;1516;-2439;2720;3350;630
2016-01-17T12:00:00+0100;4701;1933;-2768;2211;2878;667
2016-01-17T13:00:00+0100;4465;1777;-2688;1820;2724;904
2016-01-17T14:00:00+0100;3406;1259;-2147;1598;2530;932
2016-01-17T15:00:00+0100;1713;595;-1118;1444;2310;866
2016-01-17T16:00:00+0100;223;94;-129;1429;2319;890
2016-01-17T17:00:00+0100;3;1;-2;1447;2079;632
2016-01-17T18:00:00+0100;0;0;0;1437;1968;531
2016-01-17T19:00:00+0100;0;0;0;1490;1862;372
2016-01-17T20:00:00+0100;0;0;0;1529;1741;212
2016-01-17T21:00:00+0100;0;0;0;1628;1996;368
2016-01-17T22:00:00+0100;0;0;0;1783;2354;571
2016-01-17T23:00:00+0100;0;0;0;1972;2563;591
2016-01-18T00:00:00+0100;0;0;0;3285;2678;-607
2016-01-18T01:00:00+0100;0;0;0;3416;2789;-627
2016-01-18T02:00:00+0100;0;0;0;3540;2592;-948
2016-01-18T03:00:00+0100;0;0;0;3548;2734;-814
2016-01-18T04:00:00+0100;0;0;0;3466;2519;-947
2016-01-18T05:00:00+0100;0;0;0;3338;2244;-1094
2016-01-18T06:00:00+0100;0;0;0;3180;2195;-985
2016-01-18T07:00:00+0100;0;0;0;3144;2498;-646
2016-01-18T08:00:00+0100;191;128;-63;3374;2836;-538
2016-01-18T09:00:00+0100;1541;864;-677;3662;3110;-552
2016-01-18T10:00:00+0100;3643;1970;-1673;3762;3117;-645
2016-01-18T11:00:00+0100;5613;3101;-2512;3530;2724;-806
2016-01-18T12:00:00+0100;6458;3938;-2520;3190;2912;-278
2016-01-18T13:00:00+0100;6081;4136;-1945;2990;3300;310
2016-01-18T14:00:00+0100;4620;3360;-1260;2806;3480;674
2016-01-18T15:00:00+0100;2486;1706;-780;2826;3502;676
2016-01-18T16:00:00+0100;355;216;-139;3007;3658;651
2016-01-18T17:00:00+0100;3;2;-1;3284;4168;884
2016-01-18T18:00:00+0100;0;0;0;3588;4628;1040
2016-01-18T19:00:00+0100;0;0;0;3781;5206;1425
2016-01-18T20:00:00+0100;0;0;0;3938;5464;1526
2016-01-18T21:00:00+0100;0;0;0;4011;5678;1667
2016-01-18T22:00:00+0100;0;0;0;4028;5890;1862
2016-01-18T23:00:00+0100;0;0;0;4050;6150;2100
2016-01-19T00:00:00+0100;0;0;0;5852;6575;723
2016-01-19T01:00:00+0100;0;0;0;5896;6670;774
2016-01-19T02:00:00+0100;0;0;0;6051;6634;583
