date;hours;Low(€/MWh);High(€/MWh);Last(€/MWh);Weight. Avg.(€/MWh);Index(€/MWh);ID₃-Price(€/MWh);ID₁-Price(€/MWh);Buy Vol(MW);Sell Vol(MW)
2016-01-01;'00 - 01;23,0;38,0;36,0;29,34;29,34;29,56;;1791,7;1898,2
2016-01-01;'01 - 02;17,15;30,0;24,99;24,28;24,28;24,47;;1503,2;1512,2
2016-01-01;'02 - 03;12,0;35,0;32,85;25,26;25,26;25,58;;1532,6;1544,6
2016-01-01;'03 - 04;13,0;32,0;20,0;20,24;20,24;20,28;;1335,0;1231,4
2016-01-01;'04 - 05;14,0;34,0;30,0;21,94;21,94;22,99;;1495,4;1472,4
2016-01-01;'05 - 06;14,0;35,0;34,0;23,5;23,5;25,08;;1697,4;1591,4
2016-01-01;'06 - 07;12,0;34,0;25,11;21,87;21,87;23,68;;1947,7;1882,7
2016-01-01;'07 - 08;12,9;37,5;36,0;25,13;25,13;27,52;;2234,0;2232,7
2016-01-01;'08 - 09;17,73;41,0;31,9;24,52;24,52;26,08;;2312,0;2229,0
2016-01-01;'09 - 10;12,0;44,0;14,0;23,67;23,67;23,83;;3005,8;2842,3
2016-01-01;'10 - 11;19,27;46,0;30,0;25,64;25,64;25,22;;3230,7;2700,7
2016-01-01;'11 - 12;17,0;35,4;27,0;27,8;27,8;27,96;;3144,2;2677,3
2016-01-01;'12 - 13;13,0;37,9;37,9;29,75;29,75;30,67;;2770,2;2524,0
2016-01-01;'13 - 14;22,0;39,4;39,4;28,45;28,45;28,41;;2745,4;2317,6
2016-01-01;'14 - 15;20,0;39,0;29,7;26,42;26,42;26,06;;2254,9;2018,9
2016-01-01;'15 - 16;0,0;40,0;38,5;28,25;28,25;28,17;;1899,5;1794,5
2016-01-01;'16 - 17;25,6;56,0;49,0;32,49;32,49;31,21;;2131,2;2141,2
2016-01-01;'17 - 18;34,0;58,0;53,0;40,98;40,98;40,29;;2412,0;2353,0
2016-01-01;'18 - 19;34,27;57,0;39,9;39,48;39,48;38,71;;2598,8;2648,8
2016-01-01;'19 - 20;21,1;56,0;22,3;34,34;34,34;31,51;;2822,7;2793,4
2016-01-01;'20 - 21;16,1;55,0;27,0;31,09;31,09;28,6;;3223,1;3256,1
2016-01-01;'21 - 22;10,0;55,0;11,1;27,17;27,17;21,96;;4068,1;4097,3
2016-01-01;'22 - 23;5,1;54,0;49,0;27,59;27,59;21,14;;4098,7;4409,3
2016-01-01;'23 - 24;8,0;49,8;8,0;21,6;21,6;15,64;;3353,6;3363,1
2016-01-02;'00 - 01;10,0;35,5;15,0;14,36;14,36;14,11;;1514,1;1728,1
2016-01-02;'01 - 02;8,0;34,4;11,1;13,48;13,48;12,88;;2032,1;2115,1
2016-01-02;'02 - 03;-0,7;34,4;11,0;10,16;10,16;8,98;;2391,9;2491,0
2016-01-02;'03 - 04;0,0;33,75;0,0;7,77;7,77;6,67;;2227,8;2363,0
2016-01-02;'04 - 05;-2,5;30,0;-2,5;6,45;6,45;5,29;;2485,3;3111,1
2016-01-02;'05 - 06;0,0;24,0;10,0;6,38;6,38;6,63;;2539,6;2529,3
2016-01-02;'06 - 07;-29,0;40,0;-24,95;3,01;3,01;-0,41;;2318,6;2364,6
2016-01-02;'07 - 08;-2,84;30,0;16,0;6,98;6,98;6,0;;2813,6;2813,6
2016-01-02;'08 - 09;-5,0;40,0;9,5;9,37;9,37;8,6;;3834,8;3582,8
2016-01-02;'09 - 10;1,11;40,0;22,7;11,83;11,83;11,13;;3831,6;3831,6
2016-01-02;'10 - 11;9,5;40,0;30,9;18,85;18,85;19,24;;3301,1;3301,1
2016-01-02;'11 - 12;10,6;38,0;35,0;27,29;27,29;29,62;;4034,6;3934,6
2016-01-02;'12 - 13;10,0;38,0;24,0;29,36;29,36;30,63;;4330,9;4317,9
2016-01-02;'13 - 14;17,0;39,9;39,9;28,6;28,6;30,19;;4189,8;4174,3
2016-01-02;'14 - 15;15,9;38,0;23,0;30,22;30,22;31,36;;4274,7;3900,7
2016-01-02;'15 - 16;14,11;38,0;27,5;27,73;27,73;27,98;;4051,3;3402,5
2016-01-02;'16 - 17;15,75;42,0;35,0;28,75;28,75;29,16;;4074,2;3724,9
2016-01-02;'17 - 18;27,51;50,0;45,9;38,96;38,96;40,04;;3540,7;3368,9
2016-01-02;'18 - 19;24,6;48,0;47,5;41,66;41,66;43,83;;2834,2;2764,7
2016-01-02;'19 - 20;23,7;47,5;47,5;38,3;38,3;39,93;;2944,5;2923,1
2016-01-02;'20 - 21;17,38;78,88;78,0;31,65;31,65;32,43;;3022,7;2996,7
2016-01-02;'21 - 22;15,83;40,95;40,8;29,08;29,08;29,82;;3042,7;3019,7
2016-01-02;'22 - 23;15,2;50,0;47,9;32,61;32,61;35,94;;2602,3;2518,3
2016-01-02;'23 - 24;12,3;48,9;48,9;25,18;25,18;28,21;;2824,1;2824,1
2016-01-03;'00 - 01;5,0;28,0;22,0;20,44;20,44;20,74;;2066,3;2066,3
2016-01-03;'01 - 02;-1,0;32,9;29,99;15,81;15,81;16,19;;2342,9;2335,0
2016-01-03;'02 - 03;-0,5;40,23;40,23;17,87;17,87;19,06;;2681,4;2680,8
2016-01-03;'03 - 04;3,0;34,0;19,0;15,08;15,08;16,55;;2874,4;2792,4
2016-01-03;'04 - 05;0,25;31,0;22,95;11,55;11,55;12,9;;3641,6;3121,3
2016-01-03;'05 - 06;3,0;32,0;29,0;14,16;14,16;16,7;;3222,7;2978,3
2016-01-03;'06 - 07;0,5;35,0;26,0;14,69;14,69;17,89;;3027,0;2430,3
2016-01-03;'07 - 08;3,77;31,0;15,0;14,02;14,02;15,98;;3311,7;3140,7
2016-01-03;'08 - 09;8,61;31,0;19,99;20,93;20,93;21,08;;2929,6;2714,1
2016-01-03;'09 - 10;15,44;33,25;33,25;25,0;25,0;25,16;;3312,7;2852,8
2016-01-03;'10 - 11;16,56;35,0;28,7;27,33;27,33;27,61;;4550,7;4377,7
2016-01-03;'11 - 12;18,78;35,0;28,2;29,2;29,2;29,38;;5345,4;4718,7
2016-01-03;'12 - 13;18,6;34,9;25,95;26,54;26,54;26,43;;5331,2;4651,4
2016-01-03;'13 - 14;17,0;44,0;33,3;25,77;25,77;26,01;;5093,5;4883,7
2016-01-03;'14 - 15;18,0;33,0;28,5;24,03;24,03;23,97;;4904,9;4545,5
2016-01-03;'15 - 16;16,0;32,0;26,0;22,31;22,31;22,36;;5092,2;4306,0
2016-01-03;'16 - 17;18,0;45,0;36,0;26,72;26,72;29,21;;4248,0;3773,0
2016-01-03;'17 - 18;21,71;64,95;64,95;38,84;38,84;42,76;;5397,0;5335,3
2016-01-03;'18 - 19;25,1;60,25;34,0;41,61;41,61;43,71;;5502,6;5195,8
2016-01-03;'19 - 20;21,0;51,0;32,2;38,94;38,94;41,69;;6271,3;5762,8
2016-01-03;'20 - 21;24,5;89,99;89,99;38,03;38,03;40,42;;5086,4;4813,4
2016-01-03;'21 - 22;21,61;47,99;47,0;32,32;32,32;33,5;;4152,9;3450,9
2016-01-03;'22 - 23;20,0;41,9;35,0;33,33;33,33;35,03;;4166,3;3668,2
2016-01-03;'23 - 24;13,0;51,9;39,9;30,73;30,73;34,31;;3404,9;3432,4
2016-01-04;'00 - 01;15,28;36,0;27,4;23,63;23,63;23,46;;3615,7;3202,6
2016-01-04;'01 - 02;10,0;37,7;34,6;24,03;24,03;24,19;;3691,2;3533,7
2016-01-04;'02 - 03;10,56;37,99;37,99;22,8;22,8;22,83;;3894,7;3661,4
2016-01-04;'03 - 04;6,87;31,0;22,8;19,33;19,33;19,6;;3984,4;3759,6
2016-01-04;'04 - 05;0,0;31,0;0,0;16,23;16,23;15,18;;3483,0;3050,6
2016-01-04;'05 - 06;4,17;59,89;59,89;24,19;24,19;26,7;;3418,7;3261,7
2016-01-04;'06 - 07;18,69;54,0;43,01;37,74;37,74;40,47;;4232,2;3805,9
2016-01-04;'07 - 08;18,0;63,99;50,0;45,73;45,73;48,22;;5339,5;5044,3
2016-01-04;'08 - 09;31,74;59,5;50,0;48,78;48,78;50,48;;5229,4;4950,9
2016-01-04;'09 - 10;28,46;55,0;55,0;47,22;47,22;48,59;;6610,4;6316,9
2016-01-04;'10 - 11;33,24;55,0;52,01;47,98;47,98;49,42;;6890,6;6464,3
2016-01-04;'11 - 12;34,0;54,9;49,0;48,73;48,73;49,84;;7352,1;6859,1
2016-01-04;'12 - 13;32,02;53,0;49,5;48,48;48,48;49,8;;8423,6;7855,7
2016-01-04;'13 - 14;32,5;63,0;56,0;49,27;49,27;50,43;;7050,4;6402,9
2016-01-04;'14 - 15;34,94;60,0;40,0;50,87;50,87;52,65;;7623,6;6536,4
2016-01-04;'15 - 16;33,92;62,9;61,0;50,8;50,8;53,21;;6962,4;6123,6
2016-01-04;'16 - 17;33,0;61,9;42,5;51,52;51,52;54,16;;7739,5;6832,6
2016-01-04;'17 - 18;38,21;64,9;56,0;58,2;58,2;60,21;;7065,7;6888,8
2016-01-04;'18 - 19;40,45;65,0;56,95;56,2;56,2;57,37;;7790,9;7353,6
2016-01-04;'19 - 20;41,96;63,0;57,0;53,17;53,17;51,72;;6543,6;6110,6
2016-01-04;'20 - 21;34,9;49,0;47,51;44,74;44,74;44,68;;7652,7;6647,1
2016-01-04;'21 - 22;30,66;49,25;43,0;39,72;39,72;40,07;;6977,2;5879,8
2016-01-04;'22 - 23;26,9;57,0;35,5;38,23;38,23;37,12;;5849,2;5479,7
2016-01-04;'23 - 24;21,9;44,0;30,0;31,15;31,15;29,64;;5515,7;5076,2
2016-01-05;'00 - 01;24,25;34,0;26,0;26,98;26,98;26,64;;1950,9;1731,3
2016-01-05;'01 - 02;22,0;32,0;27,85;27,03;27,03;27,27;;2016,4;2104,0
2016-01-05;'02 - 03;14,0;32,0;14,0;25,34;25,34;25,44;;2022,2;1923,6
2016-01-05;'03 - 04;8,0;31,0;11,11;21,79;21,79;20,83;;2299,8;1758,8
2016-01-05;'04 - 05;17,0;31,5;30,0;24,64;24,64;24,46;;1841,8;1647,8
2016-01-05;'05 - 06;19,1;38,25;31,0;28,13;28,13;30,38;;2764,3;2490,3
2016-01-05;'06 - 07;24,0;47,0;45,0;35,45;35,45;37,26;;2414,0;2452,4
2016-01-05;'07 - 08;35,5;50,0;45,0;44,65;44,65;45,38;;2543,3;2511,2
2016-01-05;'08 - 09;36,1;49,0;46,0;44,25;44,25;43,97;;2546,4;2331,4
2016-01-05;'09 - 10;40,0;53,0;45,5;44,67;44,67;44,35;;2771,2;2904,6
2016-01-05;'10 - 11;41,0;53,0;53,0;45,37;45,37;44,97;;3022,1;3001,8
2016-01-05;'11 - 12;34,0;54,99;50,0;44,41;44,41;43,97;;2963,7;2980,2
2016-01-05;'12 - 13;35,0;51,0;40,65;42,57;42,57;42,06;;3083,3;3424,5
2016-01-05;'13 - 14;29,87;52,0;51,0;39,63;39,63;38,01;;2981,2;2943,2
2016-01-05;'14 - 15;29,93;52,0;33,88;38,64;38,64;37,43;;2659,8;2689,0
2016-01-05;'15 - 16;30,0;54,99;53,0;41,92;41,92;42,58;;4125,7;4038,1
2016-01-05;'16 - 17;34,5;68,0;61,95;50,09;50,09;52,83;;4971,7;4810,3
2016-01-05;'17 - 18;43,44;72,77;72,77;58,72;58,72;62,73;;5782,7;5299,2
2016-01-05;'18 - 19;45,0;70,0;56,21;58,14;58,14;61,75;;7352,0;6281,0
2016-01-05;'19 - 20;44,5;68,0;68,0;54,55;54,55;56,57;;7074,5;6198,4
2016-01-05;'20 - 21;40,0;54,0;50,69;46,6;46,6;47,06;;6386,5;5792,2
2016-01-05;'21 - 22;35,2;50,0;44,0;40,38;40,38;40,06;;7312,6;5924,6
2016-01-05;'22 - 23;29,6;45,0;35,0;37,22;37,22;37,12;;7984,0;6238,3
2016-01-05;'23 - 24;22,05;42,5;42,0;35,91;35,91;36,92;;5541,2;4665,0
2016-01-06;'00 - 01;21,28;38,0;24,0;29,21;29,21;29,2;;1991,5;1989,5
2016-01-06;'01 - 02;25,0;36,5;36,5;28,77;28,77;28,62;;1773,8;1804,4
2016-01-06;'02 - 03;22,15;34,0;27,48;27,85;27,85;27,72;;1955,8;2018,8
2016-01-06;'03 - 04;18,51;32,0;29,0;24,37;24,37;25,0;;1976,6;2006,5
2016-01-06;'04 - 05;19,0;31,0;25,5;25,65;25,65;26,58;;2156,2;2160,5
2016-01-06;'05 - 06;23,59;34,5;27,0;29,5;29,5;30,82;;2086,5;2112,7
2016-01-06;'06 - 07;25,0;45,0;35,0;31,85;31,85;32,6;;1739,8;1783,3
2016-01-06;'07 - 08;28,03;38,0;30,0;34,36;34,36;34,5;;1755,1;1767,6
2016-01-06;'08 - 09;24,26;44,5;27,72;32,95;32,95;32,93;;2494,4;2293,4
2016-01-06;'09 - 10;32,94;45,0;33,01;37,14;37,14;37,0;;2492,6;2493,7
2016-01-06;'10 - 11;32,51;44,88;37,5;41,12;41,12;41,13;;3327,2;3088,7
2016-01-06;'11 - 12;39,0;57,8;45,9;43,43;43,43;43,58;;3670,8;3706,8
2016-01-06;'12 - 13;36,47;48,4;48,4;44,42;44,42;44,71;;4000,4;3975,4
2016-01-06;'13 - 14;36,81;47,5;37,0;44,28;44,28;44,62;;4145,1;3676,5
2016-01-06;'14 - 15;32,21;47,45;32,21;42,68;42,68;43,13;;4839,4;4544,9
2016-01-06;'15 - 16;39,8;49,99;49,99;45,32;45,32;46,01;;4604,2;4639,5
2016-01-06;'16 - 17;41,28;49,58;42,01;46,84;46,84;47,45;;5029,5;4509,9
2016-01-06;'17 - 18;42,0;55,0;42,0;50,51;50,51;50,26;;5188,1;4902,1
2016-01-06;'18 - 19;46,8;59,0;49,0;53,42;53,42;53,54;;6331,6;6342,5
2016-01-06;'19 - 20;40,0;52,05;40,0;48,17;48,17;47,8;;5340,9;5073,9
2016-01-06;'20 - 21;35,0;45,0;37,5;41,03;41,03;40,75;;5011,5;4842,6
2016-01-06;'21 - 22;31,0;45,9;38,0;35,65;35,65;36,17;;3684,3;3492,6
2016-01-06;'22 - 23;31,8;46,35;44,0;36,94;36,94;38,27;;3490,1;3499,0
2016-01-06;'23 - 24;28,0;39,99;33,0;33,11;33,11;34,5;;3536,5;3430,4
2016-01-07;'00 - 01;20,0;37,0;22,45;24,69;24,69;24,14;;1520,9;1448,3
2016-01-07;'01 - 02;19,0;27,7;19,6;24,47;24,47;24,44;;1895,6;1778,5
2016-01-07;'02 - 03;21,5;50,0;26,6;25,31;25,31;25,36;;2512,5;2295,8
2016-01-07;'03 - 04;16,0;24,0;16,0;21,5;21,5;21,49;;2461,0;2369,5
2016-01-07;'04 - 05;19,0;36,0;24,1;22,26;22,26;22,41;;2361,5;2494,2
2016-01-07;'05 - 06;21,0;33,1;32,9;24,18;24,18;24,47;;2260,0;2161,5
2016-01-07;'06 - 07;25,0;35,0;25,0;29,87;29,87;29,17;;2049,5;1814,7
2016-01-07;'07 - 08;28,25;50,0;30,0;39,51;39,51;38,68;;2968,0;2947,1
2016-01-07;'08 - 09;34,0;54,5;46,49;41,1;41,1;40,23;;3067,3;2795,3
2016-01-07;'09 - 10;30,0;54,0;31,0;35,86;35,86;35,21;;4331,4;3950,1
2016-01-07;'10 - 11;24,0;51,5;33,0;31,72;31,72;30,9;;6106,6;5765,8
2016-01-07;'11 - 12;26,0;45,0;34,01;31,65;31,65;30,89;;6340,8;6224,9
2016-01-07;'12 - 13;25,92;45,5;40,0;31,54;31,54;30,72;;6684,6;6724,5
2016-01-07;'13 - 14;25,6;44,0;42,99;33,17;33,17;33,39;;7096,8;6956,9
2016-01-07;'14 - 15;28,0;51,0;46,94;36,45;36,45;37,45;;7659,6;7034,7
2016-01-07;'15 - 16;28,6;45,5;37,75;35,56;35,56;36,01;;8488,4;7260,9
2016-01-07;'16 - 17;29,0;48,0;44,44;34,5;34,5;34,9;;7070,4;5189,0
2016-01-07;'17 - 18;28,3;49,5;30,1;35,69;35,69;35,42;;6593,0;5754,3
2016-01-07;'18 - 19;30,9;55,1;37,27;38,01;38,01;38,35;;6513,2;6122,7
2016-01-07;'19 - 20;24,7;47,0;38,95;35,47;35,47;36,4;;6164,7;5893,9
2016-01-07;'20 - 21;20,0;46,0;34,0;31,06;31,06;33,53;;5991,2;5574,3
2016-01-07;'21 - 22;18,41;38,0;32,0;26,68;26,68;28,19;;5351,7;5042,3
2016-01-07;'22 - 23;12,0;40,0;24,8;24,14;24,14;24,61;;5378,4;5400,4
2016-01-07;'23 - 24;9,0;38,0;14,22;18,59;18,59;16,62;;6485,8;6153,0
2016-01-08;'00 - 01;9,0;44,9;30,99;26,13;26,13;26,44;;2612,7;2684,9
2016-01-08;'01 - 02;13,41;32,0;27,0;23,63;23,63;23,85;;2031,2;1925,8
2016-01-08;'02 - 03;13,9;26,0;23,0;20,41;20,41;21,12;;2225,6;1884,0
2016-01-08;'03 - 04;-10,0;25,0;-10,0;20,57;20,57;21,13;;2408,0;2098,0
2016-01-08;'04 - 05;2,5;25,0;10,0;15,22;15,22;14,59;;2755,4;2390,3
2016-01-08;'05 - 06;-5,0;26,35;8,0;11,67;11,67;10,47;;2672,4;2518,4
2016-01-08;'06 - 07;-2,98;27,9;-2,98;20,22;20,22;19,99;;3176,7;3130,7
2016-01-08;'07 - 08;14,15;36,5;15,0;25,32;25,32;23,05;;3241,3;3241,2
2016-01-08;'08 - 09;19,1;37,0;37,0;27,81;27,81;27,64;;4213,4;4213,4
2016-01-08;'09 - 10;16,0;38,0;17,0;26,82;26,82;26,7;;4920,9;4920,9
2016-01-08;'10 - 11;9,31;36,5;12,25;22,08;22,08;21,64;;6451,8;6451,8
2016-01-08;'11 - 12;10,0;34,0;10,0;21,25;21,25;20,41;;7711,4;7711,4
2016-01-08;'12 - 13;-5,0;36,5;-5,0;16,92;16,92;15,12;;8839,4;8839,4
2016-01-08;'13 - 14;11,9;31,0;31,0;19,95;19,95;18,61;;9044,4;9044,4
2016-01-08;'14 - 15;16,6;37,5;33,99;25,96;25,96;26,32;;9237,0;9237,0
2016-01-08;'15 - 16;23,0;46,9;36,1;31,97;31,97;33,74;;5695,7;5687,8
2016-01-08;'16 - 17;32,25;63,9;62,0;42,61;42,61;46,1;;5142,8;5279,8
2016-01-08;'17 - 18;29,0;55,4;34,48;48,1;48,1;48,43;;5819,1;5463,0
2016-01-08;'18 - 19;30,0;56,7;35,0;48,32;48,32;48,18;;5268,3;5703,9
2016-01-08;'19 - 20;28,0;50,0;39,75;42,89;42,89;40,73;;5642,4;5701,0
2016-01-08;'20 - 21;21,15;48,97;25,03;38,08;38,08;33,22;;4610,7;4238,7
2016-01-08;'21 - 22;25,21;48,0;31,99;32,84;32,84;30,83;;4535,5;4486,4
2016-01-08;'22 - 23;26,0;48,8;29,0;32,07;32,07;29,57;;3946,8;3946,8
2016-01-08;'23 - 24;26,01;42,0;33,0;31,45;31,45;30,62;;3979,7;3980,0
2016-01-09;'00 - 01;20,0;35,0;24,1;27,17;27,17;27,22;;1733,5;1621,1
2016-01-09;'01 - 02;16,0;35,0;25,1;25,45;25,45;26,09;;2221,6;2070,6
2016-01-09;'02 - 03;21,1;35,0;27,5;26,08;26,08;26,0;;1421,5;1340,0
2016-01-09;'03 - 04;0,0;30,0;24,85;23,93;23,93;24,22;;2329,9;2220,4
2016-01-09;'04 - 05;17,1;36,0;24,2;23,12;23,12;23,0;;2174,7;1853,3
2016-01-09;'05 - 06;9,1;25,4;20,4;22,48;22,48;22,26;;2288,8;2118,1
2016-01-09;'06 - 07;19,0;30,0;21,0;24,06;24,06;23,87;;2009,0;1944,0
2016-01-09;'07 - 08;0,0;33,0;26,0;24,67;24,67;24,97;;2133,5;2179,5
2016-01-09;'08 - 09;22,3;35,5;24,0;27,98;27,98;27,56;;2569,3;2345,8
2016-01-09;'09 - 10;21,0;39,5;21,0;28,57;28,57;27,87;;3553,9;3274,9
2016-01-09;'10 - 11;23,07;38,6;25,0;28,12;28,12;27,04;;3658,2;3488,6
2016-01-09;'11 - 12;19,7;38,0;23,5;25,53;25,53;25,09;;5149,0;4482,6
2016-01-09;'12 - 13;21,3;38,0;37,25;26,81;26,81;26,46;;5111,3;4505,6
2016-01-09;'13 - 14;24,0;34,0;24,0;28,12;28,12;28,17;;3876,5;3746,5
2016-01-09;'14 - 15;23,0;31,8;24,51;27,26;27,26;27,49;;2769,4;2600,9
2016-01-09;'15 - 16;25,5;36,0;36,0;29,17;29,17;29,42;;3131,8;3099,2
2016-01-09;'16 - 17;26,8;39,8;32,3;32,26;32,26;32,55;;3294,4;3084,1
2016-01-09;'17 - 18;25,5;45,0;26,0;36,33;36,33;36,02;;2936,7;2764,2
2016-01-09;'18 - 19;23,06;40,0;26,0;33,83;33,83;32,82;;2926,6;2774,3
2016-01-09;'19 - 20;22,0;37,5;28,0;29,3;29,3;27,44;;2980,8;2879,8
2016-01-09;'20 - 21;8,0;36,0;24,0;27,98;27,98;26,22;;3510,1;3251,2
2016-01-09;'21 - 22;10,0;32,5;24,2;26,09;26,09;24,58;;2337,0;1953,7
2016-01-09;'22 - 23;19,9;32,5;23,15;25,55;25,55;24,6;;2333,2;1863,7
2016-01-09;'23 - 24;18,0;31,49;31,49;24,09;24,09;22,21;;2670,9;2133,6
2016-01-10;'00 - 01;0,0;23,5;13,61;17,03;17,03;17,34;;1253,1;1319,7
2016-01-10;'01 - 02;0,0;20,99;14,0;15,65;15,65;16,03;;1516,3;1557,3
2016-01-10;'02 - 03;4,0;36,2;10,61;11,05;11,05;9,51;;2514,6;2446,6
2016-01-10;'03 - 04;5,0;17,0;10,0;9,83;9,83;9,16;;1792,9;1995,2
2016-01-10;'04 - 05;3,5;20,0;9,2;9,25;9,25;8,35;;1377,5;1671,8
2016-01-10;'05 - 06;3,13;20,0;12,5;8,9;8,9;8,66;;1639,5;1730,2
2016-01-10;'06 - 07;2,0;20,0;2,0;8,4;8,4;7,8;;1796,7;1823,2
2016-01-10;'07 - 08;4,0;16,99;9,0;9,52;9,52;7,81;;1934,2;1736,8
2016-01-10;'08 - 09;5,0;31,0;13,11;12,5;12,5;11,24;;1859,3;1645,7
2016-01-10;'09 - 10;12,71;30,0;16,1;18,72;18,72;18,2;;2071,2;1519,4
2016-01-10;'10 - 11;14,5;37,49;37,49;24,59;24,59;24,58;;2769,6;2280,9
2016-01-10;'11 - 12;16,0;31,59;29,0;25,55;25,55;25,71;;3415,5;2909,5
2016-01-10;'12 - 13;10,0;35,6;33,0;26,89;26,89;27,31;;3534,6;2879,9
2016-01-10;'13 - 14;17,7;31,0;24,7;24,38;24,38;24,48;;2690,0;2581,0
2016-01-10;'14 - 15;8,0;31,0;8,5;21,91;21,91;21,16;;2926,3;2537,4
2016-01-10;'15 - 16;17,54;30,0;22,49;22,51;22,51;21,86;;2434,0;2417,5
2016-01-10;'16 - 17;19,55;31,0;23,62;25,23;25,23;25,13;;2299,6;2311,4
2016-01-10;'17 - 18;24,1;36,0;30,0;29,3;29,3;29,04;;2537,6;2537,6
2016-01-10;'18 - 19;24,0;39,69;28,0;33,15;33,15;32,37;;3095,0;3069,0
2016-01-10;'19 - 20;18,0;36,26;22,5;30,23;30,23;27,27;;2721,3;2563,4
2016-01-10;'20 - 21;6,21;36,0;9,0;21,52;21,52;17,8;;4372,5;3275,4
2016-01-10;'21 - 22;3,0;32,0;4,0;15,76;15,76;11,85;;4685,9;3260,6
2016-01-10;'22 - 23;16,11;40,0;28,0;22,11;22,11;21,56;;3471,9;2363,7
2016-01-10;'23 - 24;17,0;29,9;22,0;23,09;23,09;24,92;;2899,0;2844,9
2016-01-11;'00 - 01;5,0;30,0;14,24;20,21;20,21;19,06;;3379,7;2831,2
2016-01-11;'01 - 02;9,0;23,79;11,0;17,1;17,1;15,95;;2992,2;2524,9
2016-01-11;'02 - 03;-4,99;22,9;-4,99;13,49;13,49;10,28;;2753,4;2122,7
2016-01-11;'03 - 04;0,0;22,74;14,0;14,12;14,12;11,41;;2665,3;2221,3
2016-01-11;'04 - 05;10,0;23,06;15,0;14,73;14,73;13,48;;1862,5;1598,8
2016-01-11;'05 - 06;14,01;25,67;17,0;17,47;17,47;17,88;;1370,6;1388,7
2016-01-11;'06 - 07;20,0;36,0;20,0;24,77;24,77;22,65;;1470,6;1534,5
2016-01-11;'07 - 08;20,0;43,0;22,03;32,35;32,35;30,45;;1679,8;1530,1
2016-01-11;'08 - 09;27,0;50,0;45,1;39,84;39,84;39,7;;2586,6;2811,6
2016-01-11;'09 - 10;25,1;45,0;27,15;35,26;35,26;34,64;;2689,0;2714,0
2016-01-11;'10 - 11;25,0;43,4;27,0;31,6;31,6;30,57;;4269,8;4411,4
2016-01-11;'11 - 12;28,51;45,0;30,0;32,03;32,03;30,67;;3891,6;4016,6
2016-01-11;'12 - 13;28,0;45,89;28,0;32,7;32,7;31,83;;4328,8;4428,8
2016-01-11;'13 - 14;24,5;45,0;26,0;30,57;30,57;29,35;;4368,0;4368,0
2016-01-11;'14 - 15;27,0;45,0;36,5;31,71;31,71;30,7;;4806,0;4806,0
2016-01-11;'15 - 16;29,29;45,0;35,5;32,82;32,82;32,38;;4404,7;4404,7
2016-01-11;'16 - 17;24,51;41,0;25,5;31,11;31,11;30,26;;3512,5;3512,5
2016-01-11;'17 - 18;25,05;48,5;29,5;32,82;32,82;31,29;;4369,7;4369,7
2016-01-11;'18 - 19;24,0;46,7;30,01;33,12;33,12;32,25;;3800,4;4740,4
2016-01-11;'19 - 20;21,0;42,0;25,5;29,2;29,2;28,23;;3943,9;4035,3
2016-01-11;'20 - 21;20,0;38,4;20,0;25,99;25,99;24,87;;4669,8;4089,1
2016-01-11;'21 - 22;15,08;35,93;18,0;22,54;22,54;21,39;;4317,8;3952,3
2016-01-11;'22 - 23;18,0;36,0;34,0;24,24;24,24;24,11;;3658,1;3067,4
2016-01-11;'23 - 24;0,01;28,45;9,01;16,89;16,89;15,59;;4061,3;3834,0
2016-01-12;'00 - 01;9,51;26,9;25,1;16,19;16,19;15,48;;1770,8;1644,0
2016-01-12;'01 - 02;6,52;29,0;9,41;14,43;14,43;13,44;;2800,8;2735,1
2016-01-12;'02 - 03;5,0;20,5;12,5;13,1;13,1;12,32;;2611,0;2604,0
2016-01-12;'03 - 04;3,75;23,8;17,0;10,96;10,96;10,47;;2500,7;2558,9
2016-01-12;'04 - 05;-30,0;17,85;12,9;11,53;11,53;11,95;;2277,5;2384,9
2016-01-12;'05 - 06;-30,0;22,3;10,0;13,52;13,52;11,72;;2040,9;2005,6
2016-01-12;'06 - 07;16,7;26,5;21,75;20,03;20,03;19,44;;2708,1;2788,6
2016-01-12;'07 - 08;-10,0;44,5;33,17;31,89;31,89;32,17;;2039,8;2758,5
2016-01-12;'08 - 09;27,0;55,0;36,8;33,86;33,86;33,32;;2355,3;2723,1
2016-01-12;'09 - 10;25,0;44,9;37,4;35,25;35,25;35,05;;3615,1;4007,4
2016-01-12;'10 - 11;24,1;39,3;33,9;31,37;31,37;30,9;;3712,8;3948,9
2016-01-12;'11 - 12;21,1;45,55;36,0;30,1;30,1;29,6;;3981,4;4279,3
2016-01-12;'12 - 13;27,0;44,6;42,74;31,06;31,06;31,04;;5187,5;5492,4
2016-01-12;'13 - 14;20,0;36,3;36,3;29,13;29,13;29,01;;5344,4;5296,4
2016-01-12;'14 - 15;19,6;36,0;22,01;28,93;28,93;28,91;;5519,1;5581,6
2016-01-12;'15 - 16;18,0;34,0;24,0;27,99;27,99;27,16;;5336,6;5108,6
2016-01-12;'16 - 17;0,0;37,3;35,0;31,12;31,12;31,44;;4590,8;4656,9
2016-01-12;'17 - 18;20,0;48,5;45,0;37,08;37,08;37,12;;4858,9;4508,6
2016-01-12;'18 - 19;32,51;52,4;48,0;39,04;39,04;40,12;;3789,7;3676,6
