date;hours;Low(€/MWh);High(€/MWh);Last(€/MWh);Weight. Avg.(€/MWh);Index(€/MWh);ID₃-Price(€/MWh);ID₁-Price(€/MWh);Buy Vol(MW);Sell Vol(MW)
2016-03-21;'02 - 03;14,79;30,0;21,0;22,57;22,57;22,52;;2261,8;2174,8
2016-03-21;'03 - 04;18,0;28,0;19,1;21,56;21,56;21,28;;1724,1;1723,5
2016-03-21;'04 - 05;18,0;29,0;22,7;21,76;21,76;21,6;;1534,2;1487,2
2016-03-21;'05 - 06;21,06;40,0;33,0;25,88;25,88;26,33;;1604,3;1603,9
2016-03-21;'06 - 07;28,0;43,0;39,0;36,13;36,13;37,64;;2232,5;2232,6
2016-03-21;'07 - 08;26,72;42,99;34,99;37,22;37,22;37,82;;3127,1;3095,8
2016-03-21;'08 - 09;29,0;42,0;35,0;34,52;34,52;34,55;;3000,4;3000,4
2016-03-21;'09 - 10;26,0;47,0;41,0;36,99;36,99;37,08;;4202,8;4177,8
2016-03-21;'10 - 11;23,71;34,0;28,12;27,34;27,34;27,43;;4439,8;4439,8
2016-03-21;'11 - 12;18,0;31,8;19,01;25,73;25,73;25,7;;5119,7;5120,0
2016-03-21;'12 - 13;15,4;28,27;17,0;21,85;21,85;21,17;;6474,2;6474,2
2016-03-21;'13 - 14;19,0;26,6;20,45;22,84;22,84;22,39;;5494,8;5494,8
2016-03-21;'14 - 15;20,61;38,5;36,0;26,0;26,0;26,63;;5253,1;5253,1
2016-03-21;'15 - 16;20,5;37,99;33,1;27,66;27,66;28,91;;5134,0;5111,0
2016-03-21;'16 - 17;22,4;34,0;23,98;27,96;27,96;28,8;;3589,7;3562,7
2016-03-21;'17 - 18;24,1;38,0;25,5;30,37;30,37;31,44;;3221,4;3221,4
2016-03-21;'18 - 19;23,01;37,0;23,01;32,63;32,63;33,4;;3905,1;3747,8
2016-03-21;'19 - 20;30,0;38,6;32,0;34,44;34,44;35,04;;3383,5;3383,5
2016-03-21;'20 - 21;22,01;32,8;22,03;28,37;28,37;28,07;;2682,7;2682,7
2016-03-21;'21 - 22;22,04;28,38;25,5;23,66;23,66;23,63;;2476,4;2476,4
2016-03-21;'22 - 23;17,6;26,1;18,12;21,35;21,35;20,76;;3326,1;3326,9
2016-03-21;'23 - 24;16,4;26,41;20,05;20,66;20,66;19,94;;3678,8;3679,0
2016-03-22;'00 - 01;20,4;23,0;22,6;21,82;21,82;21,58;;1646,1;1646,7
2016-03-22;'01 - 02;17,05;32,89;22,0;22,02;22,02;22,01;;1703,9;1704,8
2016-03-22;'02 - 03;18,0;24,0;24,0;20,71;20,71;20,77;;1740,6;1741,8
2016-03-22;'03 - 04;18,69;28,0;23,25;23,22;23,22;23,32;;1432,1;1432,1
2016-03-22;'04 - 05;16,68;26,5;26,22;22,67;22,67;22,67;;1216,9;1216,9
2016-03-22;'05 - 06;18,0;26,94;23,24;23,18;23,18;23,09;;1152,3;1152,3
2016-03-22;'06 - 07;14,0;33,0;24,0;25,65;25,65;25,18;;1037,7;1038,7
2016-03-22;'07 - 08;22,0;34,5;30,0;30,1;30,1;30,07;;1263,4;1245,0
2016-03-22;'08 - 09;22,1;35,89;22,5;27,3;27,3;27,26;;1601,9;1602,9
2016-03-22;'09 - 10;23,5;34,49;28,0;27,22;27,22;27,1;;2715,5;2716,5
2016-03-22;'10 - 11;15,0;32,0;24,0;25,46;25,46;25,12;;3851,3;3852,3
2016-03-22;'11 - 12;0,0;35,0;35,0;26,54;26,54;26,94;;3986,0;3986,0
2016-03-22;'12 - 13;19,98;33,04;20,2;26,95;26,95;26,98;;4977,1;4600,1
2016-03-22;'13 - 14;25,2;34,0;32,0;28,82;28,82;29,59;;5069,9;4922,7
2016-03-22;'14 - 15;21,0;33,11;21,0;27,15;27,15;26,91;;5893,2;5463,9
2016-03-22;'15 - 16;24,0;31,0;25,95;27,02;27,02;26,05;;4631,4;4070,8
2016-03-22;'16 - 17;25,5;34,75;33,0;29,18;29,18;29,2;;4270,1;3966,8
2016-03-22;'17 - 18;22,0;35,9;22,0;30,3;30,3;29,93;;4750,1;4689,1
2016-03-22;'18 - 19;25,0;37,8;25,0;32,85;32,85;31,99;;3732,3;3874,1
2016-03-22;'19 - 20;29,0;46,4;46,0;39,36;39,36;39,02;;2972,4;3841,3
2016-03-22;'20 - 21;27,0;41,72;27,0;34,11;34,11;32,8;;3498,6;3509,0
2016-03-22;'21 - 22;22,0;33,05;22,0;28,96;28,96;28,47;;3012,3;3013,4
2016-03-22;'22 - 23;23,11;32,0;26,58;27,3;27,3;26,99;;2311,0;2311,1
2016-03-22;'23 - 24;19,27;27,98;26,99;24,46;24,46;24,3;;2526,6;2526,6
2016-03-23;'00 - 01;16,0;27,7;22,31;24,06;24,06;24,07;;1635,6;1635,6
2016-03-23;'01 - 02;19,02;24,49;21,0;22,14;22,14;22,14;;1306,6;1307,9
2016-03-23;'02 - 03;18,5;23,73;19,0;21,85;21,85;21,74;;1454,2;1282,1
2016-03-23;'03 - 04;14,0;23,99;21,75;22,0;22,0;21,87;;1586,3;1586,3
2016-03-23;'04 - 05;15,0;27,5;17,0;22,86;22,86;22,53;;1694,0;1663,3
2016-03-23;'05 - 06;18,0;28,0;22,0;24,37;24,37;24,17;;1536,9;1537,6
2016-03-23;'06 - 07;21,0;33,88;30,4;27,17;27,17;26,32;;1448,8;1350,3
2016-03-23;'07 - 08;28,03;40,5;37,5;35,42;35,42;35,43;;2785,8;2276,9
2016-03-23;'08 - 09;32,0;40,46;35,99;36,06;36,06;36,13;;2869,8;2740,7
2016-03-23;'09 - 10;22,25;38,0;30,9;33,28;33,28;33,21;;3522,0;3522,5
2016-03-23;'10 - 11;24,01;35,8;34,0;30,59;30,59;30,54;;4056,3;4056,3
2016-03-23;'11 - 12;21,0;32,0;29,45;29,17;29,17;29,18;;3482,7;3482,9
2016-03-23;'12 - 13;21,0;35,9;32,4;28,33;28,33;28,67;;3648,4;3608,4
2016-03-23;'13 - 14;21,0;33,0;32,45;28,8;28,8;29,23;;3462,2;3463,1
2016-03-23;'14 - 15;22,0;34,0;29,5;28,84;28,84;29,18;;3960,7;3773,1
2016-03-23;'15 - 16;21,0;32,0;23,45;25,85;25,85;25,16;;3670,5;2751,7
2016-03-23;'16 - 17;19,69;32,5;26,99;26,13;26,13;25,28;;3943,9;3306,1
2016-03-23;'17 - 18;20,0;33,9;31,5;29,23;29,23;29,18;;4397,2;3747,5
2016-03-23;'18 - 19;29,44;39,0;38,88;33,56;33,56;33,84;;4654,7;4598,8
2016-03-23;'19 - 20;32,0;42,9;40,0;36,88;36,88;37,37;;3320,8;3301,0
2016-03-23;'20 - 21;14,0;41,0;24,6;29,23;29,23;27,73;;2450,3;2509,3
2016-03-23;'21 - 22;12,0;37,0;25,5;25,7;25,7;23,71;;2488,4;2488,4
2016-03-23;'22 - 23;20,0;31,0;23,99;23,29;23,29;21,53;;1523,5;1523,5
2016-03-23;'23 - 24;19,0;28,0;22,0;22,1;22,1;21,52;;1667,0;1667,4
2016-03-24;'00 - 01;13,01;26,54;13,01;20,76;20,76;20,54;;916,1;916,1
2016-03-24;'01 - 02;14,12;22,89;16,0;19,07;19,07;19,0;;1662,8;1661,8
2016-03-24;'02 - 03;11,2;23,9;11,2;18,78;18,78;18,55;;1363,4;1363,4
2016-03-24;'03 - 04;16,0;23,44;19,05;19,95;19,95;20,41;;1740,6;1799,9
2016-03-24;'04 - 05;14,18;28,0;21,1;21,37;21,37;21,77;;1969,4;1859,7
2016-03-24;'05 - 06;16,1;31,68;16,21;24,48;24,48;24,78;;1167,3;1167,3
2016-03-24;'06 - 07;21,0;36,33;21,0;27,18;27,18;26,69;;1572,2;1598,2
2016-03-24;'07 - 08;26,01;40,03;26,5;30,57;30,57;30,57;;2503,0;2314,4
2016-03-24;'08 - 09;26,8;37,99;29,99;31,84;31,84;31,42;;2017,6;2334,4
2016-03-24;'09 - 10;26,4;39,95;30,4;31,76;31,76;31,7;;2912,3;3283,0
2016-03-24;'10 - 11;28,04;36,0;35,9;32,73;32,73;32,87;;3666,6;3655,2
2016-03-24;'11 - 12;21,5;34,89;21,5;32,06;32,06;32,09;;3167,9;3099,7
2016-03-24;'12 - 13;27,5;37,25;37,0;31,53;31,53;31,77;;4893,0;4294,1
2016-03-24;'13 - 14;24,6;41,75;34,0;33,32;33,32;33,82;;5485,3;5331,0
2016-03-24;'14 - 15;23,01;35,0;27,0;30,85;30,85;31,25;;6053,1;6014,7
2016-03-24;'15 - 16;22,0;32,0;23,0;28,75;28,75;29,07;;5315,5;5030,5
2016-03-24;'16 - 17;18,0;31,02;22,25;27,24;27,24;26,97;;3832,8;3232,3
2016-03-24;'17 - 18;28,0;43,0;43,0;31,09;31,09;31,16;;3302,9;2901,6
2016-03-24;'18 - 19;30,75;40,0;40,0;35,68;35,68;36,36;;4875,7;4059,9
2016-03-24;'19 - 20;34,0;45,0;36,99;38,43;38,43;39,02;;4021,7;3948,6
2016-03-24;'20 - 21;29,5;44,0;44,0;35,01;35,01;35,59;;3704,2;3179,1
2016-03-24;'21 - 22;24,16;34,5;29,22;29,34;29,34;30,08;;3564,3;2992,6
2016-03-24;'22 - 23;21,0;30,95;21,76;27,75;27,75;26,95;;3670,6;3510,4
2016-03-24;'23 - 24;20,7;27,17;21,0;23,58;23,58;23,07;;2763,4;2770,6
2016-03-25;'00 - 01;23,92;33,5;31,0;27,24;27,24;27,36;;1595,6;1822,4
2016-03-25;'01 - 02;21,01;34,0;27,79;26,87;26,87;27,46;;2541,6;2346,4
2016-03-25;'02 - 03;18,0;30,0;18,0;25,24;25,24;25,32;;2106,1;2089,2
2016-03-25;'03 - 04;19,98;27,0;24,88;23,86;23,86;23,98;;1910,5;2180,3
2016-03-25;'04 - 05;19,66;29,0;23,81;24,16;24,16;24,48;;1872,2;1815,5
2016-03-25;'05 - 06;20,0;33,5;24,0;24,2;24,2;24,39;;1834,5;1732,5
2016-03-25;'06 - 07;20,26;30,0;24,04;24,87;24,87;24,88;;2062,4;2034,2
2016-03-25;'07 - 08;12,5;29,0;13,0;24,72;24,72;24,69;;1979,4;1998,7
2016-03-25;'08 - 09;3,0;29,75;29,75;27,07;27,07;27,26;;2513,4;2427,3
2016-03-25;'09 - 10;21,5;36,0;29,0;28,33;28,33;28,34;;2907,9;2776,9
2016-03-25;'10 - 11;25,25;33,0;25,6;28,55;28,55;28,43;;3620,4;3579,9
2016-03-25;'11 - 12;25,0;31,5;31,3;28,99;28,99;29,02;;4356,3;4300,4
2016-03-25;'12 - 13;25,37;33,8;33,8;29,19;29,19;29,36;;4335,3;3975,3
2016-03-25;'13 - 14;25,5;36,25;33,68;29,99;29,99;30,28;;4812,3;4595,3
2016-03-25;'14 - 15;22,0;32,99;26,99;28,75;28,75;28,88;;4263,9;4259,8
2016-03-25;'15 - 16;23,4;32,0;25,01;28,51;28,51;28,54;;5516,9;5202,1
2016-03-25;'16 - 17;20,01;34,0;21,76;26,58;26,58;26,63;;4635,3;4519,4
2016-03-25;'17 - 18;25,52;34,0;30,0;27,73;27,73;27,59;;3424,5;2961,8
2016-03-25;'18 - 19;28,0;39,0;32,12;32,17;32,17;32,67;;3075,1;2998,4
2016-03-25;'19 - 20;29,0;50,0;50,0;36,39;36,39;38,66;;3230,4;3320,9
2016-03-25;'20 - 21;28,0;47,0;41,0;36,31;36,31;37,84;;3830,7;3628,6
2016-03-25;'21 - 22;22,0;36,0;22,0;31,51;31,51;31,77;;3727,7;3027,5
2016-03-25;'22 - 23;18,0;34,49;33,99;28,81;28,81;27,6;;3344,7;3494,2
2016-03-25;'23 - 24;18,02;33,29;19,0;26,33;26,33;23,05;;3368,9;3112,9
2016-03-26;'00 - 01;15,41;29,0;15,41;21,54;21,54;20,84;;1258,9;1477,9
2016-03-26;'01 - 02;11,0;27,96;12,21;18,53;18,53;17,25;;1109,5;1128,5
2016-03-26;'02 - 03;15,0;24,48;16,95;17,85;17,85;17,47;;1208,9;1247,4
2016-03-26;'03 - 04;15,0;21,99;16,52;17,45;17,45;17,23;;1306,6;1200,4
2016-03-26;'04 - 05;5,0;27,0;6,0;17,37;17,37;16,46;;1451,7;1322,7
2016-03-26;'05 - 06;13,0;23,1;13,01;16,27;16,27;15,86;;1442,3;1473,4
2016-03-26;'06 - 07;13,01;19,3;13,01;15,44;15,44;15,27;;1736,7;1755,3
2016-03-26;'07 - 08;11,0;37,0;14,0;17,12;17,12;16,5;;1940,2;1855,9
2016-03-26;'08 - 09;5,5;26,09;10,1;15,69;15,69;15,27;;2540,7;2577,7
2016-03-26;'09 - 10;2,5;22,68;9,0;13,76;13,76;13,47;;4563,2;4794,5
2016-03-26;'10 - 11;4,0;20,0;10,0;11,44;11,44;11,26;;6562,1;6778,9
2016-03-26;'11 - 12;3,0;17,3;6,0;9,66;9,66;9,03;;7550,4;8165,8
2016-03-26;'12 - 13;1,7;26,0;26,0;8,91;8,91;8,11;;7729,0;8806,8
2016-03-26;'13 - 14;0,0;23,95;0,03;7,87;7,87;7,12;;6751,9;7563,7
2016-03-26;'14 - 15;-8,99;18,95;-8,99;6,44;6,44;4,68;;5034,4;5544,5
2016-03-26;'15 - 16;-39,0;17,45;-0,03;1,75;1,75;-1,47;;5582,7;6068,6
2016-03-26;'16 - 17;-15,0;15,0;5,0;4,82;4,82;2,27;;5427,5;5751,9
2016-03-26;'17 - 18;-4,0;19,97;-0,5;7,71;7,71;6,51;;4871,6;4957,2
2016-03-26;'18 - 19;4,5;22,01;14,0;13,04;13,04;12,28;;4354,3;4492,9
2016-03-26;'19 - 20;10,0;25,0;23,0;17,34;17,34;17,41;;3168,3;3784,4
2016-03-26;'20 - 21;3,76;27,0;13,0;14,6;14,6;13,73;;2578,2;2648,1
2016-03-26;'21 - 22;1,25;21,5;1,25;11,14;11,14;10,21;;2692,0;2748,1
2016-03-26;'22 - 23;0,0;18,0;18,0;9,69;9,69;8,64;;3507,5;3799,7
2016-03-26;'23 - 24;-1,29;15,99;14,2;6,53;6,53;4,54;;3702,7;3889,1
2016-03-27;'00 - 01;-8,5;10,0;1,0;-2,69;-2,69;-3,03;;2134,7;2139,1
2016-03-27;'01 - 02;-24,0;9,0;-5,0;-11,42;-11,42;-13,39;;2615,8;2598,7
2016-03-27;'02 - 03;;;;;;;;;
2016-03-27;'03 - 04;-19,95;25,0;5,0;-6,32;-6,32;-7,72;;2190,7;2190,7
2016-03-27;'04 - 05;-26,99;14,02;5,0;-4,01;-4,01;-4,62;;1809,5;1810,3
2016-03-27;'05 - 06;-34,98;25,0;2,3;-2,25;-2,25;-1,86;;1689,6;1689,6
2016-03-27;'06 - 07;-34,98;9,0;-4,0;-6,75;-6,75;-7,51;;1770,1;1770,1
2016-03-27;'07 - 08;-15,0;14,0;14,0;-3,33;-3,33;-3,87;;2130,2;2130,2
2016-03-27;'08 - 09;-7,95;18,0;13,0;5,89;5,89;6,26;;2085,0;1985,1
2016-03-27;'09 - 10;-2,0;12,0;6,66;6,08;6,08;6,09;;2967,0;2911,8
2016-03-27;'10 - 11;3,71;19,0;10,5;7,52;7,52;7,27;;2649,5;2751,3
2016-03-27;'11 - 12;1,0;28,5;27,0;13,55;13,55;14,25;;3587,2;3752,2
2016-03-27;'12 - 13;3,0;17,43;12,01;12,25;12,25;12,55;;4175,3;4354,7
2016-03-27;'13 - 14;-8,5;13,9;-6,88;7,26;7,26;7,17;;5189,9;4810,1
2016-03-27;'14 - 15;-30,0;13,6;-20,0;1,82;1,82;-0,56;;5311,7;5645,6
2016-03-27;'15 - 16;-9,0;10,5;9,0;2,32;2,32;0,89;;5086,5;5326,2
2016-03-27;'16 - 17;-40,0;9,0;-30,0;-2,22;-2,22;-6,4;;5026,0;4327,6
2016-03-27;'17 - 18;-18,0;14,0;10,0;1,67;1,67;0,87;;4456,2;3852,9
2016-03-27;'18 - 19;-2,0;40,0;29,5;7,8;7,8;9,33;;3666,1;3773,7
2016-03-27;'19 - 20;4,62;35,0;17,98;14,16;14,16;17,55;;3083,4;3582,4
2016-03-27;'20 - 21;7,01;26,0;14,35;15,73;15,73;18,29;;2597,9;3182,4
2016-03-27;'21 - 22;0,02;22,36;14,0;12,52;12,52;12,91;;2784,8;3072,5
2016-03-27;'22 - 23;8,0;20,89;20,89;13,25;13,25;12,7;;3191,9;3776,1
2016-03-27;'23 - 24;5,0;20,0;11,0;10,92;10,92;10,62;;3718,6;3902,4
2016-03-28;'00 - 01;-2,0;15,0;6,0;3,98;3,98;4,33;;2336,8;2476,9
2016-03-28;'01 - 02;-19,75;10,0;5,99;1,97;1,97;3,21;;1819,3;2038,4
2016-03-28;'02 - 03;-8,0;25,0;3,0;1,18;1,18;1,64;;1850,4;2047,2
2016-03-28;'03 - 04;-8,5;27,5;6,4;1,22;1,22;2,37;;2420,7;2674,7
2016-03-28;'04 - 05;-10,0;8,0;-3,5;1,53;1,53;2,96;;2422,2;2665,0
2016-03-28;'05 - 06;-9,0;28,0;-3,0;1,49;1,49;3,03;;2523,9;2952,9
2016-03-28;'06 - 07;-17,5;27,75;-6,0;-1,92;-1,92;-3,33;;2361,8;2804,3
2016-03-28;'07 - 08;-9,04;27,0;-1,75;-0,29;-0,29;-1,2;;2702,7;2899,8
2016-03-28;'08 - 09;-11,01;27,5;-4,0;-4,66;-4,66;-5,08;;3157,7;3313,9
2016-03-28;'09 - 10;-14,99;3,0;-9,68;-7,73;-7,73;-8,58;;3261,9;3446,9
2016-03-28;'10 - 11;-25,0;20,0;-18,0;-13,11;-13,11;-14,82;;3453,7;3532,7
2016-03-28;'11 - 12;-30,0;2,99;-10,99;-14,37;-14,37;-16,41;;4054,7;4054,7
2016-03-28;'12 - 13;-280,0;20,0;10,0;-52,46;-52,46;-63,77;;4927,5;4927,5
2016-03-28;'13 - 14;-150,8;0,0;-100,01;-86,78;-86,78;-100,63;;4557,6;4561,3
2016-03-28;'14 - 15;-146,0;-10,0;-139,5;-84,31;-84,31;-104,57;;4251,9;4251,9
2016-03-28;'15 - 16;-104,2;-5,0;-75,0;-72,47;-72,47;-76,03;;3933,1;3933,1
2016-03-28;'16 - 17;-60,0;2,21;-24,0;-24,29;-24,29;-21,62;;4637,5;4637,5
2016-03-28;'17 - 18;-19,2;18,0;3,5;2,64;2,64;5,1;;3989,0;3989,0
2016-03-28;'18 - 19;-1,1;25,49;9,6;16,29;16,29;17,36;;3535,4;3465,2
2016-03-28;'19 - 20;10,0;40,0;36,0;25,55;25,55;27,77;;3469,2;3467,4
2016-03-28;'20 - 21;10,0;50,0;36,0;30,48;30,48;32,27;;5232,1;5160,5
2016-03-28;'21 - 22;9,6;37,75;24,0;26,85;26,85;28,83;;5640,4;5182,2
2016-03-28;'22 - 23;13,4;35,0;29,69;26,48;26,48;29,05;;5201,2;4666,6
2016-03-28;'23 - 24;5,0;35,0;23,0;24,15;24,15;26,7;;3583,2;3347,3
2016-03-29;'00 - 01;14,48;24,5;21,0;20,27;20,27;20,3;;2807,7;2822,4
2016-03-29;'01 - 02;1,01;21,75;10,9;16,69;16,69;16,47;;3149,8;2805,7
2016-03-29;'02 - 03;10,7;24,5;21,5;17,09;17,09;16,73;;3093,7;2615,0
2016-03-29;'03 - 04;8,0;22,0;14,99;14,79;14,79;14,63;;2849,3;2572,0
2016-03-29;'04 - 05;5,81;27,39;5,81;13,63;13,63;13,44;;3062,5;2877,9
2016-03-29;'05 - 06;9,6;30,0;17,98;17,16;17,16;16,81;;2932,3;2450,9
2016-03-29;'06 - 07;11,56;31,0;21,2;24,66;24,66;21,58;;2590,4;2006,1
2016-03-29;'07 - 08;21,6;36,54;25,5;29,92;29,92;28,85;;1995,7;2102,3
2016-03-29;'08 - 09;22,0;38,0;28,0;31,7;31,7;31,17;;2663,4;2630,0
2016-03-29;'09 - 10;23,59;31,6;28,8;27,7;27,7;27,75;;2295,0;2295,0
2016-03-29;'10 - 11;16,83;32,0;32,0;22,28;22,28;22,04;;2780,2;2780,2
2016-03-29;'11 - 12;10,0;29,2;22,0;21,05;21,05;20,76;;3205,7;3206,1
2016-03-29;'12 - 13;-10,0;27,77;-10,0;22,54;22,54;23,07;;3698,2;3699,0
2016-03-29;'13 - 14;13,0;26,0;13,5;21,21;21,21;21,53;;3629,6;3629,8
2016-03-29;'14 - 15;1,01;26,45;10,02;18,14;18,14;17,91;;3244,3;3244,3
2016-03-29;'15 - 16;10,1;23,66;12,0;15,91;15,91;15,14;;3561,7;3561,7
2016-03-29;'16 - 17;11,25;30,0;14,5;16,71;16,71;16,14;;4224,0;4224,0
2016-03-29;'17 - 18;15,0;24,3;20,4;20,07;20,07;19,66;;3984,3;3615,6
2016-03-29;'18 - 19;25,5;31,3;26,0;29,37;29,37;29,24;;3716,3;3338,1
2016-03-29;'19 - 20;27,0;44,8;38,0;36,74;36,74;36,8;;5290,0;4700,7
2016-03-29;'20 - 21;36,6;53,0;49,0;42,85;42,85;43,8;;5943,4;5249,9
2016-03-29;'21 - 22;29,66;45,0;33,0;33,43;33,43;33,71;;4397,7;3512,6
2016-03-29;'22 - 23;27,1;40,4;40,0;34,16;34,16;35,46;;5005,6;4169,9
2016-03-29;'23 - 24;15,0;34,95;32,0;28,98;28,98;30,53;;4996,7;4224,1
2016-03-30;'00 - 01;22,0;39,0;27,11;26,57;26,57;26,44;;2206,9;2148,1
2016-03-30;'01 - 02;18,0;25,49;25,38;22,93;22,93;23,19;;1482,1;1559,6
2016-03-30;'02 - 03;15,0;30,0;25,0;20,79;20,79;20,85;;1332,4;1422,5
2016-03-30;'03 - 04;16,0;25,0;20,8;19,47;19,47;19,49;;1907,8;2180,6
2016-03-30;'04 - 05;16,5;30,0;20,0;19,53;19,53;19,25;;1955,4;2221,3
2016-03-30;'05 - 06;18,0;27,5;20,64;20,54;20,54;20,73;;1673,6;1801,7
2016-03-30;'06 - 07;21,5;32,0;24,01;24,75;24,75;24,71;;1747,6;1823,2
2016-03-30;'07 - 08;18,5;31,5;19,1;23,38;23,38;22,29;;1600,4;1600,4
2016-03-30;'08 - 09;22,0;34,0;23,11;24,53;24,53;23,68;;2565,0;2565,0
2016-03-30;'09 - 10;21,93;33,8;29,55;27,08;27,08;26,89;;2119,9;2120,1
2016-03-30;'10 - 11;21,8;33,9;32,03;28,72;28,72;28,92;;4225,9;4226,1
2016-03-30;'11 - 12;18,35;33,2;19,0;24,48;24,48;24,56;;5008,5;5009,0
2016-03-30;'12 - 13;19,0;30,0;26,0;24,51;24,51;24,6;;5413,2;5413,2
2016-03-30;'13 - 14;16,9;32,8;28,0;23,05;23,05;23,34;;5321,2;5322,1
2016-03-30;'14 - 15;17,1;28,6;28,01;23,62;23,62;24,47;;4237,4;4237,4
2016-03-30;'15 - 16;14,9;26,75;26,0;23,36;23,36;24,26;;4165,5;4033,5
2016-03-30;'16 - 17;19,0;25,85;22,0;22,34;22,34;22,18;;4167,6;4133,0
2016-03-30;'17 - 18;18,0;28,07;22,08;23,89;23,89;23,82;;4188,6;4098,2
2016-03-30;'18 - 19;19,0;32,0;19,0;26,57;26,57;26,36;;3315,5;3316,3
2016-03-30;'19 - 20;22,35;37,9;27,0;28,18;28,18;27,42;;3865,3;3709,3
2016-03-30;'20 - 21;23,25;40,75;24,15;29,0;29,0;27,97;;4059,1;4059,8
2016-03-30;'21 - 22;22,11;34,79;31,0;28,83;28,83;28,57;;4285,4;4199,0
2016-03-30;'22 - 23;8,0;31,0;29,5;25,93;25,93;26,49;;3727,3;3046,1
2016-03-30;'23 - 24;17,25;30,0;17,25;23,65;23,65;23,7;;3750,8;3408,7
2016-03-31;'00 - 01;18,0;30,42;24,0;24,2;24,2;24,21;;1794,4;1953,4
2016-03-31;'01 - 02;18,2;27,0;24,0;23,63;23,63;23,68;;1933,6;2032,7
2016-03-31;'02 - 03;18,0;28,67;20,0;23,22;23,22;23,28;;1402,7;1616,4
2016-03-31;'03 - 04;18,0;24,0;19,09;22,04;22,04;21,72;;1143,5;1093,1
2016-03-31;'04 - 05;14,01;22,98;18,9;20,44;20,44;19,86;;1344,9;1370,7
2016-03-31;'05 - 06;20,02;29,0;21,6;24,37;24,37;24,33;;1737,2;2085,2
2016-03-31;'06 - 07;28,0;43,5;30,0;33,45;33,45;34,43;;3106,6;3024,7
2016-03-31;'07 - 08;28,1;42,5;29,5;36,98;36,98;36,97;;3098,1;2972,8
2016-03-31;'08 - 09;26,85;43,0;30,5;34,75;34,75;32,4;;3047,4;2994,1
2016-03-31;'09 - 10;22,0;42,5;22,0;33,1;33,1;32,53;;3302,3;2827,7
2016-03-31;'10 - 11;20,0;35,64;30,01;31,52;31,52;31,54;;3824,0;3316,5
2016-03-31;'11 - 12;28,1;36,78;34,0;31,01;31,01;30,93;;3720,2;3792,7
2016-03-31;'12 - 13;26,56;38,99;38,99;30,13;30,13;30,36;;3780,1;4017,7
2016-03-31;'13 - 14;15,1;31,85;24,49;26,69;26,69;26,51;;4341,4;4724,0
2016-03-31;'14 - 15;13,0;30,0;18,0;24,23;24,23;23,79;;4898,2;4992,4
2016-03-31;'15 - 16;20,0;31,5;20,5;23,85;23,85;23,16;;5246,1;5326,2
2016-03-31;'16 - 17;23,0;33,0;25,0;25,97;25,97;25,97;;5283,0;5111,4
2016-03-31;'17 - 18;24,0;38,0;37,8;29,2;29,2;30,58;;5464,5;4813,8
2016-03-31;'18 - 19;27,15;43,0;42,0;33,02;33,02;34,68;;5559,6;4647,1
2016-03-31;'19 - 20;24,0;40,0;36,75;34,72;34,72;36,14;;5102,8;4039,1
2016-03-31;'20 - 21;24,0;35,5;32,74;32,77;32,77;33,14;;4089,0;3485,6
2016-03-31;'21 - 22;25,35;37,0;33,26;29,59;29,59;30,2;;3408,6;3219,8
2016-03-31;'22 - 23;10,0;34,95;30,1;27,17;27,17;27,47;;2916,3;2915,7
2016-03-31;'23 - 24;20,2;30,95;30,0;25,01;25,01;24,28;;3612,7;3452,5
2016-04-01;'00 - 01;19,0;23,5;19,57;21,01;21,01;21,05;;1228,2;1228,2
2016-04-01;'01 - 02;1,0;25,01;24,5;22,51;22,51;23,1;;1549,1;1708,0
2016-04-01;'02 - 03;19,8;30,5;26,5;23,92;23,92;24,47;;1937,9;1823,2
2016-04-01;'03 - 04;5,5;30,64;25,0;24,34;24,34;25,27;;2689,2;2543,8
2016-04-01;'04 - 05;18,0;26,99;23,3;23,61;23,61;24,38;;2084,1;2373,8
2016-04-01;'05 - 06;19,5;29,5;19,5;24,3;24,3;25,15;;2129,6;2843,8
2016-04-01;'06 - 07;26,81;36,0;33,31;30,79;30,79;30,83;;1809,0;1961,6
2016-04-01;'07 - 08;20,0;49,5;49,5;37,66;37,66;39,01;;2528,0;2315,7
2016-04-01;'08 - 09;34,81;53,0;53,0;43,57;43,57;44,34;;3013,1;3042,4
2016-04-01;'09 - 10;30,9;43,0;38,55;39,0;39,0;39,25;;3189,1;3189,1
2016-04-01;'10 - 11;30,91;38,65;33,76;35,81;35,81;35,85;;3359,0;3359,0
2016-04-01;'11 - 12;25,0;33,3;30,0;29,95;29,95;29,87;;2881,5;2881,5
2016-04-01;'12 - 13;-10,0;31,8;-10,0;24,24;24,24;24,08;;3367,0;3367,0
2016-04-01;'13 - 14;10,0;34,0;31,0;24,11;24,11;24,22;;3266,6;3266,6
2016-04-01;'14 - 15;21,17;35,0;29,0;25,1;25,1;25,84;;3429,0;3429,0
2016-04-01;'15 - 16;18,0;29,4;20,11;24,17;24,17;24,64;;3299,0;3336,0
2016-04-01;'16 - 17;0,0;26,6;1,0;22,4;22,4;22,52;;3438,6;3270,2
2016-04-01;'17 - 18;20,0;28,12;20,5;23,64;23,64;23,72;;2900,5;2900,5
2016-04-01;'18 - 19;19,0;31,99;20,0;28,83;28,83;28,31;;2628,4;2497,4
