;date;hour;day_ahead_price;intraday_price;price_diff;DE_solar_generation_forecast;DE_solar_generation_actual;DE_solar_generation_error;DE_wind_generation_forecast;DE_wind_generation_actual;DE_wind_generation_error
0;01.01.2016;'00 - 01;23,86;29,34;-5,48;0;0;0;7653;8648;995
1;01.01.2016;'01 - 02;22,39;24,28;-1,89;0;0;0;7421;8579;1158
2;01.01.2016;'02 - 03;20,59;25,26;-4,67;0;0;0;7266;8542;1276
3;01.01.2016;'03 - 04;16,81;20,24;-3,43;0;0;0;7180;8443;1263
4;01.01.2016;'04 - 05;17,41;21,94;-4,53;0;0;0;7016;8295;1279
5;01.01.2016;'05 - 06;17,02;23,5;-6,48;0;0;0;6787;7319;532
6;01.01.2016;'06 - 07;15,86;21,87;-6,01;0;0;0;6492;6574;82
7;01.01.2016;'07 - 08;18,16;25,13;-6,97;0;0;0;6058;5624;-434
8;01.01.2016;'08 - 09;17,73;24,52;-6,79;137;137;0;5510;4644;-866
9;01.01.2016;'09 - 10;19,77;23,67;-3,9;1010;964;-46;4924;3733;-1191
10;01.01.2016;'10 - 11;23,75;25,64;-1,89;2451;2522;71;4172;2776;-1396
11;01.01.2016;'11 - 12;26,03;27,8;-1,77;3815;3768;-47;3423;1830;-1593
12;01.01.2016;'12 - 13;27,06;29,75;-2,69;4382;4121;-261;2787;1287;-1500
13;01.01.2016;'13 - 14;26,59;28,45;-1,86;3986;3717;-269;2328;790;-1538
14;01.01.2016;'14 - 15;25;26,42;-1,42;2658;2442;-216;1937;496;-1441
15;01.01.2016;'15 - 16;24,43;28,25;-3,82;979;841;-138;1609;405;-1204
16;01.01.2016;'16 - 17;28,87;32,49;-3,62;51;51;0;1568;665;-903
17;01.01.2016;'17 - 18;37,44;40,98;-3,54;0;0;0;1673;1298;-375
18;01.01.2016;'18 - 19;37,41;39,48;-2,07;0;0;0;1798;2146;348
19;01.01.2016;'19 - 20;35,34;34,34;1;0;0;0;2070;3371;1301
20;01.01.2016;'20 - 21;33,07;31,09;1,98;0;0;0;2725;4383;1658
21;01.01.2016;'21 - 22;29,52;27,17;2,35;0;0;0;3182;5409;2227
22;01.01.2016;'22 - 23;30,1;27,59;2,51;0;0;0;3567;6180;2613
23;01.01.2016;'23 - 24;24,57;21,6;2,97;0;0;0;3885;6958;3073
24;02.01.2016;'00 - 01;22,2;14,36;7,84;0;0;0;6397;7462;1065
25;02.01.2016;'01 - 02;16,57;13,48;3,09;0;0;0;7411;8763;1352
26;02.01.2016;'02 - 03;15,35;10,16;5,19;0;0;0;8610;10716;2106
27;02.01.2016;'03 - 04;12,77;7,77;5;0;0;0;9904;11949;2045
28;02.01.2016;'04 - 05;11,27;6,45;4,82;0;0;0;11359;13451;2092
29;02.01.2016;'05 - 06;11,91;6,38;5,53;0;0;0;12607;14640;2033
30;02.01.2016;'06 - 07;12,62;3,01;9,61;0;0;0;13859;15480;1621
31;02.01.2016;'07 - 08;13,83;6,98;6,85;1;0;-1;15165;16062;897
32;02.01.2016;'08 - 09;16,12;9,37;6,75;153;106;-47;16305;16588;283
33;02.01.2016;'09 - 10;18,12;11,83;6,29;940;593;-347;17458;17324;-134
34;02.01.2016;'10 - 11;19,59;18,85;0,74;2047;1341;-706;18304;17888;-416
35;02.01.2016;'11 - 12;21,07;27,29;-6,22;2911;1866;-1045;18733;18265;-468
36;02.01.2016;'12 - 13;22,54;29,36;-6,82;3094;2043;-1051;19105;18329;-776
37;02.01.2016;'13 - 14;19,79;28,6;-8,81;2601;1869;-732;19475;18394;-1081
38;02.01.2016;'14 - 15;16,9;30,22;-13,32;1628;1178;-450;20000;18540;-1460
39;02.01.2016;'15 - 16;16,97;27,73;-10,76;563;382;-181;20642;18754;-1888
40;02.01.2016;'16 - 17;19,25;28,75;-9,5;34;28;-6;21140;19192;-1948
41;02.01.2016;'17 - 18;28,01;38,96;-10,95;0;0;0;21661;19913;-1748
42;02.01.2016;'18 - 19;28,36;41,66;-13,3;0;0;0;22029;20215;-1814
43;02.01.2016;'19 - 20;26,56;38,3;-11,74;0;0;0;22119;20108;-2011
44;02.01.2016;'20 - 21;17,38;31,65;-14,27;0;0;0;21881;19693;-2188
45;02.01.2016;'21 - 22;15,83;29,08;-13,25;0;0;0;21525;19202;-2323
46;02.01.2016;'22 - 23;16,97;32,61;-15,64;0;0;0;21297;18460;-2837
47;02.01.2016;'23 - 24;15,31;25,18;-9,87;0;0;0;20946;18772;-2174
48;03.01.2016;'00 - 01;6,99;20,44;-13,45;0;0;0;20522;18924;-1598
49;03.01.2016;'01 - 02;-0,01;15,81;-15,82;0;0;0;20481;18596;-1885
50;03.01.2016;'02 - 03;0,23;17,87;-17,64;0;0;0;20434;18600;-1834
51;03.01.2016;'03 - 04;4,51;15,08;-10,57;0;0;0;20265;18440;-1825
52;03.01.2016;'04 - 05;4,12;11,55;-7,43;0;0;0;20091;18281;-1810
53;03.01.2016;'05 - 06;6,76;14,16;-7,4;0;0;0;19910;18302;-1608
54;03.01.2016;'06 - 07;0,75;14,69;-13,94;0;0;0;19785;18422;-1363
55;03.01.2016;'07 - 08;4,27;14,02;-9,75;1;0;-1;19670;18190;-1480
56;03.01.2016;'08 - 09;9,11;20,93;-11,82;131;66;-65;19571;17751;-1820
57;03.01.2016;'09 - 10;15,92;25;-9,08;943;638;-305;19505;17202;-2303
58;03.01.2016;'10 - 11;17,06;27,33;-10,27;2097;1648;-449;19248;16685;-2563
59;03.01.2016;'11 - 12;19,28;29,2;-9,92;3095;2621;-474;18646;15632;-3014
60;03.01.2016;'12 - 13;20,25;26,54;-6,29;3553;3051;-502;17990;14568;-3422
61;03.01.2016;'13 - 14;17,66;25,77;-8,11;3313;2909;-404;17589;14358;-3231
62;03.01.2016;'14 - 15;18,49;24,03;-5,54;2332;1880;-452;17373;14313;-3060
63;03.01.2016;'15 - 16;16,51;22,31;-5,8;943;658;-285;17320;14881;-2439
64;03.01.2016;'16 - 17;18,76;26,72;-7,96;76;48;-28;17567;15377;-2190
65;03.01.2016;'17 - 18;22,21;38,84;-16,63;3;0;-3;17978;16306;-1672
66;03.01.2016;'18 - 19;26,76;41,61;-14,85;0;0;0;18445;17294;-1151
67;03.01.2016;'19 - 20;27,08;38,94;-11,86;0;0;0;18751;17648;-1103
68;03.01.2016;'20 - 21;25,33;38,03;-12,7;0;0;0;18773;17745;-1028
69;03.01.2016;'21 - 22;22,11;32,32;-10,21;0;0;0;18734;17589;-1145
70;03.01.2016;'22 - 23;20,91;33,33;-12,42;0;0;0;18795;16955;-1840
71;03.01.2016;'23 - 24;14,43;30,73;-16,3;0;0;0;18768;16746;-2022
72;04.01.2016;'00 - 01;13,78;23,63;-9,85;0;0;0;20345;16415;-3930
73;04.01.2016;'01 - 02;12,77;24,03;-11,26;0;0;0;20175;15686;-4489
74;04.01.2016;'02 - 03;10,56;22,8;-12,24;0;0;0;19888;15040;-4848
75;04.01.2016;'03 - 04;3,87;19,33;-15,46;0;0;0;19409;14410;-4999
76;04.01.2016;'04 - 05;3,2;16,23;-13,03;0;0;0;18962;13623;-5339
77;04.01.2016;'05 - 06;8,67;24,19;-15,52;0;0;0;18591;13175;-5416
78;04.01.2016;'06 - 07;18,01;37,74;-19,73;0;0;0;18237;13284;-4953
79;04.01.2016;'07 - 08;28,52;45,73;-17,21;1;0;-1;17904;13091;-4813
80;04.01.2016;'08 - 09;34,74;48,78;-14,04;99;71;-28;17578;12873;-4705
81;04.01.2016;'09 - 10;33,46;47,22;-13,76;709;533;-176;17147;12206;-4941
82;04.01.2016;'10 - 11;33,24;47,98;-14,74;1573;1350;-223;16345;11458;-4887
83;04.01.2016;'11 - 12;35,09;48,73;-13,64;2235;1998;-237;15262;10580;-4682
84;04.01.2016;'12 - 13;35;48,48;-13,48;2497;2231;-266;14273;10173;-4100
85;04.01.2016;'13 - 14;35;49,27;-14,27;2298;2005;-293;13401;9772;-3629
86;04.01.2016;'14 - 15;34,94;50,87;-15,93;1571;1298;-273;12785;9753;-3032
87;04.01.2016;'15 - 16;34,92;50,8;-15,88;635;536;-99;12244;10014;-2230
88;04.01.2016;'16 - 17;38;51,52;-13,52;55;58;3;11901;10292;-1609
89;04.01.2016;'17 - 18;41,21;58,2;-16,99;0;0;0;11867;10920;-947
90;04.01.2016;'18 - 19;42,95;56,2;-13,25;0;0;0;11926;11096;-830
91;04.01.2016;'19 - 20;41,96;53,17;-11,21;0;0;0;11918;10861;-1057
92;04.01.2016;'20 - 21;34,94;44,74;-9,8;0;0;0;11779;10690;-1089
93;04.01.2016;'21 - 22;30,66;39,72;-9,06;0;0;0;11568;10284;-1284
94;04.01.2016;'22 - 23;30;38,23;-8,23;0;0;0;11344;9974;-1370
95;04.01.2016;'23 - 24;23,9;31,15;-7,25;0;0;0;11096;9676;-1420
96;05.01.2016;'00 - 01;25,03;26,98;-1,95;0;0;0;11547;9529;-2018
97;05.01.2016;'01 - 02;24,42;27,03;-2,61;0;0;0;11515;9304;-2211
98;05.01.2016;'02 - 03;22,34;25,34;-3;0;0;0;11626;9205;-2421
99;05.01.2016;'03 - 04;21,5;21,79;-0,29;0;0;0;11630;9191;-2439
100;05.01.2016;'04 - 05;20;24,64;-4,64;0;0;0;11611;9260;-2351
101;05.01.2016;'05 - 06;23,53;28,13;-4,6;0;0;0;11628;9387;-2241
102;05.01.2016;'06 - 07;28,96;35,45;-6,49;0;0;0;11726;9378;-2348
103;05.01.2016;'07 - 08;38,32;44,65;-6,33;2;0;-2;11817;9323;-2494
104;05.01.2016;'08 - 09;41,45;44,25;-2,8;131;75;-56;11868;9250;-2618
105;05.01.2016;'09 - 10;40,72;44,67;-3,95;856;603;-253;11782;9086;-2696
106;05.01.2016;'10 - 11;40,66;45,37;-4,71;1875;1670;-205;11583;8797;-2786
107;05.01.2016;'11 - 12;40,33;44,41;-4,08;2700;2497;-203;11379;8369;-3010
108;05.01.2016;'12 - 13;38,25;42,57;-4,32;2968;2936;-32;11231;8088;-3143
109;05.01.2016;'13 - 14;36,98;39,63;-2,65;2646;2423;-223;11158;7892;-3266
110;05.01.2016;'14 - 15;34,91;38,64;-3,73;1813;1610;-203;11233;7972;-3261
111;05.01.2016;'15 - 16;33,5;41,92;-8,42;741;673;-68;11433;8052;-3381
112;05.01.2016;'16 - 17;35,1;50,09;-14,99;68;62;-6;11507;8112;-3395
113;05.01.2016;'17 - 18;42,44;58,72;-16,28;2;0;-2;11530;8368;-3162
114;05.01.2016;'18 - 19;42,94;58,14;-15,2;0;0;0;11492;8622;-2870
115;05.01.2016;'19 - 20;41,74;54,55;-12,81;0;0;0;11468;8527;-2941
116;05.01.2016;'20 - 21;36,47;46,6;-10,13;0;0;0;11493;8410;-3083
117;05.01.2016;'21 - 22;33,01;40,38;-7,37;0;0;0;11499;8185;-3314
118;05.01.2016;'22 - 23;31,75;37,22;-5,47;0;0;0;11404;7999;-3405
119;05.01.2016;'23 - 24;26,99;35,91;-8,92;0;0;0;11204;7968;-3236
120;06.01.2016;'00 - 01;26,62;29,21;-2,59;0;0;0;9587;7723;-1864
121;06.01.2016;'01 - 02;25,58;28,77;-3,19;0;0;0;9330;7566;-1764
122;06.01.2016;'02 - 03;24,59;27,85;-3,26;0;0;0;9098;7264;-1834
123;06.01.2016;'03 - 04;22,5;24,37;-1,87;0;0;0;8900;7212;-1688
124;06.01.2016;'04 - 05;23,16;25,65;-2,49;0;0;0;8828;7163;-1665
125;06.01.2016;'05 - 06;24,99;29,5;-4,51;0;0;0;8815;7366;-1449
126;06.01.2016;'06 - 07;26,62;31,85;-5,23;0;0;0;8877;7206;-1671
127;06.01.2016;'07 - 08;28,03;34,36;-6,33;2;0;-2;8859;7265;-1594
128;06.01.2016;'08 - 09;29,34;32,95;-3,61;151;127;-24;8777;7169;-1608
129;06.01.2016;'09 - 10;32,94;37,14;-4,2;974;770;-204;8656;6806;-1850
130;06.01.2016;'10 - 11;37,71;41,12;-3,41;2129;1818;-311;8410;6636;-1774
131;06.01.2016;'11 - 12;40,08;43,43;-3,35;3128;2721;-407;8082;6272;-1810
132;06.01.2016;'12 - 13;40,73;44,42;-3,69;3436;2820;-616;7613;5672;-1941
133;06.01.2016;'13 - 14;38,26;44,28;-6,02;3040;2326;-714;7188;5346;-1842
134;06.01.2016;'14 - 15;35,44;42,68;-7,24;2033;1463;-570;6949;5177;-1772
135;06.01.2016;'15 - 16;36,92;45,32;-8,4;809;510;-299;6920;5347;-1573
136;06.01.2016;'16 - 17;41,28;46,84;-5,56;73;40;-33;7007;5586;-1421
137;06.01.2016;'17 - 18;44,95;50,51;-5,56;2;0;-2;7098;6018;-1080
138;06.01.2016;'18 - 19;46,9;53,42;-6,52;0;0;0;7186;6242;-944
139;06.01.2016;'19 - 20;43,95;48,17;-4,22;0;0;0;7194;6465;-729
140;06.01.2016;'20 - 21;39,94;41,03;-1,09;0;0;0;7143;6603;-540
141;06.01.2016;'21 - 22;32,4;35,65;-3,25;0;0;0;7111;6434;-677
142;06.01.2016;'22 - 23;33,51;36,94;-3,43;0;0;0;7267;6437;-830
143;06.01.2016;'23 - 24;30,11;33,11;-3;0;0;0;7524;6372;-1152
144;07.01.2016;'00 - 01;26,41;24,69;1,72;0;0;0;7849;6420;-1429
145;07.01.2016;'01 - 02;26,05;24,47;1,58;0;0;0;8036;6509;-1527
146;07.01.2016;'02 - 03;24,93;25,31;-0,38;0;0;0;8486;6713;-1773
147;07.01.2016;'03 - 04;22,39;21,5;0,89;0;0;0;8978;6943;-2035
148;07.01.2016;'04 - 05;22,32;22,26;0,06;0;0;0;9486;7062;-2424
149;07.01.2016;'05 - 06;24,2;24,18;0,02;0;0;0;10102;7098;-3004
150;07.01.2016;'06 - 07;31;29,87;1,13;0;0;0;10803;7575;-3228
151;07.01.2016;'07 - 08;42,47;39,51;2,96;2;0;-2;11481;8400;-3081
152;07.01.2016;'08 - 09;42,97;41,1;1,87;168;150;-18;12432;9167;-3265
153;07.01.2016;'09 - 10;41,93;35,86;6,07;1031;1205;174;13396;10482;-2914
154;07.01.2016;'10 - 11;41,62;31,72;9,9;2033;2839;806;14229;11005;-3224
155;07.01.2016;'11 - 12;41,5;31,65;9,85;2687;3898;1211;14959;10906;-4053
156;07.01.2016;'12 - 13;40,66;31,54;9,12;2630;3342;712;15707;10983;-4724
157;07.01.2016;'13 - 14;40,33;33,17;7,16;2057;1982;-75;16548;11398;-5150
158;07.01.2016;'14 - 15;36,51;36,45;0,06;1241;914;-327;17534;12438;-5096
159;07.01.2016;'15 - 16;33,49;35,56;-2,07;480;282;-198;18413;13858;-4555
160;07.01.2016;'16 - 17;34,19;34,5;-0,31;39;26;-13;18852;15102;-3750
161;07.01.2016;'17 - 18;40,66;35,69;4,97;0;0;0;18830;16114;-2716
162;07.01.2016;'18 - 19;40,8;38,01;2,79;0;0;0;19081;17594;-1487
163;07.01.2016;'19 - 20;37,19;35,47;1,72;0;0;0;18928;18522;-406
164;07.01.2016;'20 - 21;31,94;31,06;0,88;0;0;0;18391;19609;1218
165;07.01.2016;'21 - 22;27,01;26,68;0,33;0;0;0;18346;20734;2388
166;07.01.2016;'22 - 23;27,52;24,14;3,38;0;0;0;18499;21372;2873
167;07.01.2016;'23 - 24;23,4;18,59;4,81;0;0;0;18665;21563;2898
168;08.01.2016;'00 - 01;12,12;26,13;-14,01;0;0;0;22592;22456;-136
169;08.01.2016;'01 - 02;17,23;23,63;-6,4;0;0;0;23248;22810;-438
170;08.01.2016;'02 - 03;13,9;20,41;-6,51;0;0;0;23343;22868;-475
171;08.01.2016;'03 - 04;12,11;20,57;-8,46;0;0;0;24123;23458;-665
172;08.01.2016;'04 - 05;12,99;15,22;-2,23;0;0;0;24963;23700;-1263
173;08.01.2016;'05 - 06;16,98;11,67;5,31;0;0;0;25376;24682;-694
174;08.01.2016;'06 - 07;22,02;20,22;1,8;0;0;0;25487;25880;393
175;08.01.2016;'07 - 08;28,4;25,32;3,08;4;0;-4;25309;26073;764
176;08.01.2016;'08 - 09;29,31;27,81;1,5;352;339;-13;24975;26408;1433
177;08.01.2016;'09 - 10;26,6;26,82;-0,22;2624;2815;191;24599;26070;1471
178;08.01.2016;'10 - 11;25,55;22,08;3,47;5446;6242;796;24073;25515;1442
179;08.01.2016;'11 - 12;25,76;21,25;4,51;7704;8735;1031;22965;25106;2141
180;08.01.2016;'12 - 13;25,13;16,92;8,21;8423;9116;693;21369;23671;2302
181;08.01.2016;'13 - 14;25,58;19,95;5,63;7515;7362;-153;19785;21322;1537
182;08.01.2016;'14 - 15;27,6;25,96;1,64;5208;4492;-716;18190;18643;453
183;08.01.2016;'15 - 16;32,08;31,97;0,11;2086;1750;-336;16772;16149;-623
184;08.01.2016;'16 - 17;37,16;42,61;-5,45;116;118;2;15764;15412;-352
185;08.01.2016;'17 - 18;45;48,1;-3,1;0;0;0;15302;14731;-571
186;08.01.2016;'18 - 19;46,97;48,32;-1,35;0;0;0;14870;13577;-1293
187;08.01.2016;'19 - 20;40,09;42,89;-2,8;0;0;0;14476;12775;-1701
188;08.01.2016;'20 - 21;34,61;38,08;-3,47;0;0;0;13587;11888;-1699
189;08.01.2016;'21 - 22;31,52;32,84;-1,32;0;0;0;12433;11230;-1203
190;08.01.2016;'22 - 23;32,5;32,07;0,43;0;0;0;11183;10311;-872
191;08.01.2016;'23 - 24;26,01;31,45;-5,44;0;0;0;9976;9782;-194
192;09.01.2016;'00 - 01;26,1;27,17;-1,07;0;0;0;7203;8815;1612
193;09.01.2016;'01 - 02;25,1;25,45;-0,35;0;0;0;6367;8121;1754
194;09.01.2016;'02 - 03;24,3;26,08;-1,78;0;0;0;5681;7671;1990
195;09.01.2016;'03 - 04;23,23;23,93;-0,7;0;0;0;5192;7198;2006
196;09.01.2016;'04 - 05;21,96;23,12;-1,16;0;0;0;5058;7355;2297
197;09.01.2016;'05 - 06;22,45;22,48;-0,03;0;0;0;5105;7094;1989
198;09.01.2016;'06 - 07;23,07;24,06;-0,99;0;0;0;5296;7464;2168
199;09.01.2016;'07 - 08;25;24,67;0,33;2;0;-2;5614;7537;1923
200;09.01.2016;'08 - 09;32,11;27,98;4,13;113;196;83;5944;7807;1863
201;09.01.2016;'09 - 10;37,12;28,57;8,55;816;1554;738;6104;7990;1886
202;09.01.2016;'10 - 11;36,13;28,12;8,01;2240;3446;1206;5984;7728;1744
203;09.01.2016;'11 - 12;35,76;25,53;10,23;3656;5002;1346;5572;6464;892
204;09.01.2016;'12 - 13;34,06;26,81;7,25;4087;5171;1084;5206;5640;434
205;09.01.2016;'13 - 14;31,54;28,12;3,42;3640;4453;813;5234;5292;58
206;09.01.2016;'14 - 15;27,92;27,26;0,66;2461;2900;439;5657;5173;-484
207;09.01.2016;'15 - 16;27;29,17;-2,17;990;1078;88;6322;6124;-198
208;09.01.2016;'16 - 17;30,5;32,26;-1,76;65;91;26;7202;7979;777
209;09.01.2016;'17 - 18;36,99;36,33;0,66;0;0;0;8085;9648;1563
210;09.01.2016;'18 - 19;36,8;33,83;2,97;0;0;0;8823;10718;1895
211;09.01.2016;'19 - 20;35;29,3;5,7;0;0;0;9277;11450;2173
212;09.01.2016;'20 - 21;29;27,98;1,02;0;0;0;9569;11629;2060
213;09.01.2016;'21 - 22;25,01;26,09;-1,08;0;0;0;9980;11666;1686
214;09.01.2016;'22 - 23;25,1;25,55;-0,45;0;0;0;10436;12193;1757
215;09.01.2016;'23 - 24;22,28;24,09;-1,81;0;0;0;10860;12602;1742
216;10.01.2016;'00 - 01;15,58;17,03;-1,45;0;0;0;11711;13086;1375
217;10.01.2016;'01 - 02;19,05;15,65;3,4;0;0;0;12260;13590;1330
218;10.01.2016;'02 - 03;16,87;11,05;5,82;0;0;0;12807;14377;1570
219;10.01.2016;'03 - 04;12,75;9,83;2,92;0;0;0;13318;15121;1803
220;10.01.2016;'04 - 05;10,81;9,25;1,56;0;0;0;13770;15188;1418
221;10.01.2016;'05 - 06;10,85;8,9;1,95;0;0;0;14421;15749;1328
222;10.01.2016;'06 - 07;9,85;8,4;1,45;0;0;0;14889;16646;1757
223;10.01.2016;'07 - 08;11,92;9,52;2,4;3;0;-3;15332;17234;1902
224;10.01.2016;'08 - 09;15,44;12,5;2,94;165;178;13;15903;17175;1272
225;10.01.2016;'09 - 10;18,99;18,72;0,27;1160;1196;36;16020;16838;818
226;10.01.2016;'10 - 11;19,66;24,59;-4,93;2698;2311;-387;15944;16607;663
227;10.01.2016;'11 - 12;21,59;25,55;-3,96;4058;3154;-904;15332;16256;924
228;10.01.2016;'12 - 13;21,83;26,89;-5,06;4500;3805;-695;14519;15297;778
229;10.01.2016;'13 - 14;20,82;24,38;-3,56;4172;3940;-232;13475;14348;873
230;10.01.2016;'14 - 15;20,06;21,91;-1,85;3052;3009;-43;12144;13428;1284
231;10.01.2016;'15 - 16;21,45;22,51;-1,06;1312;1226;-86;11175;12548;1373
232;10.01.2016;'16 - 17;23,92;25,23;-1,31;107;81;-26;10559;12871;2312
233;10.01.2016;'17 - 18;27,93;29,3;-1,37;0;0;0;10357;13438;3081
234;10.01.2016;'18 - 19;35;33,15;1,85;0;0;0;10385;13767;3382
235;10.01.2016;'19 - 20;33;30,23;2,77;0;0;0;10442;14325;3883
236;10.01.2016;'20 - 21;30,03;21,52;8,51;0;0;0;10488;13727;3239
237;10.01.2016;'21 - 22;26,06;15,76;10,3;0;0;0;10415;12371;1956
238;10.01.2016;'22 - 23;26,93;22,11;4,82;0;0;0;10359;11575;1216
239;10.01.2016;'23 - 24;23,12;23,09;0,03;0;0;0;9972;11273;1301
240;11.01.2016;'00 - 01;21,95;20,21;1,74;0;0;0;9992;10728;736
241;11.01.2016;'01 - 02;20,04;17,1;2,94;0;0;0;9365;10013;648
242;11.01.2016;'02 - 03;19,78;13,49;6,29;0;0;0;8830;9387;557
243;11.01.2016;'03 - 04;19,36;14,12;5,24;0;0;0;8231;8030;-201
244;11.01.2016;'04 - 05;19,56;14,73;4,83;0;0;0;7503;7316;-187
245;11.01.2016;'05 - 06;21,67;17,47;4,2;0;0;0;6780;6474;-306
246;11.01.2016;'06 - 07;28,5;24,77;3,73;0;0;0;6207;6188;-19
247;11.01.2016;'07 - 08;41,61;32,35;9,26;2;0;-2;5956;6382;426
248;11.01.2016;'08 - 09;45,93;39,84;6,09;142;90;-52;5895;6817;922
249;11.01.2016;'09 - 10;44;35,26;8,74;900;544;-356;5751;7204;1453
250;11.01.2016;'10 - 11;41,94;31,6;10,34;1919;1343;-576;5649;7137;1488
251;11.01.2016;'11 - 12;41,96;32,03;9,93;2666;1989;-677;5451;6793;1342
252;11.01.2016;'12 - 13;42,33;32,7;9,63;2815;2238;-577;5300;6240;940
253;11.01.2016;'13 - 14;42,1;30,57;11,53;2412;1994;-418;5409;6038;629
254;11.01.2016;'14 - 15;39,88;31,71;8,17;1717;1296;-421;5800;6398;598
255;11.01.2016;'15 - 16;37,5;32,82;4,68;801;595;-206;6281;7476;1195
256;11.01.2016;'16 - 17;37,95;31,11;6,84;78;88;10;6890;8467;1577
257;11.01.2016;'17 - 18;44,69;32,82;11,87;0;1;1;7657;9729;2072
258;11.01.2016;'18 - 19;42,88;33,12;9,76;0;0;0;8491;10479;1988
259;11.01.2016;'19 - 20;40;29,2;10,8;0;0;0;8953;10726;1773
260;11.01.2016;'20 - 21;33,09;25,99;7,1;0;0;0;8913;10824;1911
261;11.01.2016;'21 - 22;27,93;22,54;5,39;0;0;0;8833;10748;1915
262;11.01.2016;'22 - 23;28;24,24;3,76;0;0;0;8602;10604;2002
263;11.01.2016;'23 - 24;24,14;16,89;7,25;0;0;0;8375;10300;1925
264;12.01.2016;'00 - 01;21,51;16,19;5,32;0;0;0;9183;10106;923
265;12.01.2016;'01 - 02;19,81;14,43;5,38;0;0;0;9041;9849;808
266;12.01.2016;'02 - 03;19,1;13,1;6;0;0;0;8910;9681;771
267;12.01.2016;'03 - 04;15,74;10,96;4,78;0;0;0;8789;9863;1074
268;12.01.2016;'04 - 05;15,54;11,53;4,01;0;0;0;8598;10305;1707
269;12.01.2016;'05 - 06;20,19;13,52;6,67;0;0;0;8643;10822;2179
270;12.01.2016;'06 - 07;24,38;20,03;4,35;0;0;0;8973;11436;2463
271;12.01.2016;'07 - 08;35,92;31,89;4,03;3;1;-2;9240;11621;2381
272;12.01.2016;'08 - 09;40,5;33,86;6,64;156;131;-25;9335;11797;2462
273;12.01.2016;'09 - 10;41;35,25;5,75;902;791;-111;9470;12120;2650
274;12.01.2016;'10 - 11;38,66;31,37;7,29;1868;1756;-112;9664;12748;3084
275;12.01.2016;'11 - 12;36,46;30,1;6,36;2657;2538;-119;9898;12975;3077
276;12.01.2016;'12 - 13;35;31,06;3,94;2921;3142;221;10150;13248;3098
277;12.01.2016;'13 - 14;33,3;29,13;4,17;2754;3137;383;10134;13553;3419
278;12.01.2016;'14 - 15;32,21;28,93;3,28;2070;2428;358;9851;13435;3584
279;12.01.2016;'15 - 16;33;27,99;5,01;973;1092;119;9535;12850;3315
280;12.01.2016;'16 - 17;36,08;31,12;4,96;111;116;5;9628;13023;3395
281;12.01.2016;'17 - 18;41,94;37,08;4,86;0;2;2;10253;13584;3331
282;12.01.2016;'18 - 19;40,33;39,04;1,29;0;0;0;10805;13919;3114
283;12.01.2016;'19 - 20;29,69;32,73;-3,04;0;0;0;11107;14524;3417
284;12.01.2016;'20 - 21;26,05;26,3;-0,25;0;0;0;11596;15350;3754
285;12.01.2016;'21 - 22;24,76;27,3;-2,54;0;0;0;11932;15537;3605
286;12.01.2016;'22 - 23;24,03;29,03;-5;0;0;0;12229;15507;3278
287;12.01.2016;'23 - 24;21,51;24,68;-3,17;0;0;0;12508;15597;3089
288;13.01.2016;'00 - 01;21;26,41;-5,41;0;0;0;14174;15809;1635
289;13.01.2016;'01 - 02;19,66;22,51;-2,85;0;0;0;14015;16090;2075
290;13.01.2016;'02 - 03;18,13;19,18;-1,05;0;0;0;14082;16516;2434
291;13.01.2016;'03 - 04;15,3;14,59;0,71;0;0;0;14110;17244;3134
292;13.01.2016;'04 - 05;18,05;16,91;1,14;0;0;0;14317;17520;3203
293;13.01.2016;'05 - 06;20,83;18,84;1,99;0;0;0;14769;18230;3461
294;13.01.2016;'06 - 07;24,1;28,93;-4,83;0;0;0;15140;19194;4054
295;13.01.2016;'07 - 08;27,87;26,04;1,83;2;0;-2;15148;19309;4161
296;13.01.2016;'08 - 09;29,98;32,03;-2,05;109;118;9;14830;18275;3445
297;13.01.2016;'09 - 10;30,73;33,49;-2,76;622;642;20;14393;17223;2830
298;13.01.2016;'10 - 11;31,45;32,34;-0,89;1437;1551;114;13869;16594;2725
299;13.01.2016;'11 - 12;33,56;32,15;1,41;2176;2258;82;13598;15837;2239
300;13.01.2016;'12 - 13;33,99;32,16;1,83;2545;2580;35;13226;15398;2172
301;13.01.2016;'13 - 14;34,09;33,48;0,61;2448;2376;-72;12600;14673;2073
302;13.01.2016;'14 - 15;34,02;34,14;-0,12;1800;1778;-22;11802;13976;2174
303;13.01.2016;'15 - 16;37,44;34,41;3,03;819;774;-45;10957;13336;2379
304;13.01.2016;'16 - 17;39,58;37,03;2,55;103;86;-17;10088;13012;2924
305;13.01.2016;'17 - 18;43;42,26;0,74;0;2;2;9339;12136;2797
306;13.01.2016;'18 - 19;42,22;39,79;2,43;0;0;0;8671;10898;2227
307;13.01.2016;'19 - 20;38,86;42,28;-3,42;0;0;0;8021;9909;1888
308;13.01.2016;'20 - 21;29,62;33,11;-3,49;0;0;0;7720;9212;1492
309;13.01.2016;'21 - 22;26,97;28,37;-1,4;0;0;0;7525;8514;989
310;13.01.2016;'22 - 23;25,88;26,49;-0,61;0;0;0;7310;8676;1366
311;13.01.2016;'23 - 24;23,52;24,19;-0,67;0;0;0;7121;9194;2073
