;date;hour;day_ahead_price;intraday_price;price_diff;DE_solar_generation_forecast;DE_solar_generation_actual;DE_solar_generation_error;DE_wind_generation_forecast;DE_wind_generation_actual;DE_wind_generation_error
1849;18.03.2016;'01 - 02;19,47;22,05;-2,58;0;0;0;6989;7364;375
1850;18.03.2016;'02 - 03;19,49;22,19;-2,7;0;0;0;7307;7937;630
1851;18.03.2016;'03 - 04;19,67;21,36;-1,69;0;0;0;7583;8352;769
1852;18.03.2016;'04 - 05;20,14;22,17;-2,03;0;0;0;7776;8384;608
1853;18.03.2016;'05 - 06;21,58;25,79;-4,21;0;0;0;7727;8414;687
1854;18.03.2016;'06 - 07;24,86;28,37;-3,51;231;208;-23;7496;8236;740
1855;18.03.2016;'07 - 08;32,69;29,87;2,82;2597;2724;127;7089;8111;1022
1856;18.03.2016;'08 - 09;29,94;29,74;0,2;6988;7390;402;6442;7576;1134
1857;18.03.2016;'09 - 10;23,88;21,88;2;11354;11486;132;5908;6576;668
1858;18.03.2016;'10 - 11;22,43;21,11;1,32;14509;14153;-356;5465;6008;543
1859;18.03.2016;'11 - 12;22,92;23,52;-0,6;16237;15443;-794;5006;5510;504
1860;18.03.2016;'12 - 13;22,59;24,6;-2,01;16777;15717;-1060;4651;5019;368
1861;18.03.2016;'13 - 14;22,53;24,08;-1,55;16117;14940;-1177;4422;4948;526
1862;18.03.2016;'14 - 15;22,56;24,77;-2,21;14083;12904;-1179;4246;5092;846
1863;18.03.2016;'15 - 16;23,46;25,83;-2,37;10603;9540;-1063;4112;4981;869
1864;18.03.2016;'16 - 17;24,42;24,93;-0,51;6106;5426;-680;3940;4590;650
1865;18.03.2016;'17 - 18;27,82;28,61;-0,79;2051;1738;-313;3763;4062;299
1866;18.03.2016;'18 - 19;33,99;32,88;1,11;159;97;-62;3588;4014;426
1867;18.03.2016;'19 - 20;39,3;40,48;-1,18;0;0;0;3439;3946;507
1868;18.03.2016;'20 - 21;33,91;35,02;-1,11;0;0;0;3251;3530;279
1869;18.03.2016;'21 - 22;27,09;28,73;-1,64;0;0;0;3116;3325;209
1870;18.03.2016;'22 - 23;26,92;29,08;-2,16;0;0;0;2954;2966;12
1871;18.03.2016;'23 - 24;23,78;25,39;-1,61;0;0;0;2681;2636;-45
1872;19.03.2016;'00 - 01;23,37;24,54;-1,17;0;0;0;2408;2424;16
1873;19.03.2016;'01 - 02;21,68;24,5;-2,82;0;0;0;2075;2219;144
1874;19.03.2016;'02 - 03;21,66;22,83;-1,17;0;0;0;1858;2018;160
1875;19.03.2016;'03 - 04;22,6;22,58;0,02;0;0;0;1701;1947;246
1876;19.03.2016;'04 - 05;22,71;21,44;1,27;0;0;0;1598;1812;214
1877;19.03.2016;'05 - 06;22,2;21,42;0,78;0;0;0;1538;1724;186
1878;19.03.2016;'06 - 07;22,4;20,97;1,43;140;137;-3;1426;1583;157
1879;19.03.2016;'07 - 08;28,93;27,55;1,38;1412;1506;94;1259;1612;353
1880;19.03.2016;'08 - 09;29,38;26,56;2,82;3763;4002;239;1178;1846;668
1881;19.03.2016;'09 - 10;28,58;26,02;2,56;6398;6800;402;1181;2114;933
1882;19.03.2016;'10 - 11;26,96;23,96;3;8623;8782;159;1320;2504;1184
1883;19.03.2016;'11 - 12;24,79;22,09;2,7;10225;10135;-90;1654;2962;1308
1884;19.03.2016;'12 - 13;23,04;21,21;1,83;11066;10888;-178;2088;3513;1425
1885;19.03.2016;'13 - 14;22,04;20,8;1,24;10963;10703;-260;2729;4208;1479
1886;19.03.2016;'14 - 15;21,12;20,52;0,6;9762;9317;-445;3574;5173;1599
1887;19.03.2016;'15 - 16;20,93;18,99;1,94;7336;6987;-349;4398;6150;1752
1888;19.03.2016;'16 - 17;21,3;18,82;2,48;4237;4030;-207;5160;7038;1878
1889;19.03.2016;'17 - 18;24;24,92;-0,92;1452;1252;-200;5762;7504;1742
1890;19.03.2016;'18 - 19;31,21;28,66;2,55;118;64;-54;6393;8347;1954
1891;19.03.2016;'19 - 20;35,42;30,21;5,21;0;0;0;7153;9360;2207
1892;19.03.2016;'20 - 21;26,18;20,92;5,26;0;0;0;8017;10254;2237
1893;19.03.2016;'21 - 22;22,78;21,23;1,55;0;0;0;8913;10697;1784
1894;19.03.2016;'22 - 23;24,69;24,15;0,54;0;0;0;9663;11094;1431
1895;19.03.2016;'23 - 24;21,21;23,03;-1,82;0;0;0;10180;11454;1274
1896;20.03.2016;'00 - 01;17,73;20,99;-3,26;0;0;0;11529;11496;-33
1897;20.03.2016;'01 - 02;17,04;19,57;-2,53;0;0;0;11586;11311;-275
1898;20.03.2016;'02 - 03;18,63;18,75;-0,12;0;0;0;11678;11321;-357
1899;20.03.2016;'03 - 04;18,59;18,69;-0,1;0;0;0;11808;11612;-196
1900;20.03.2016;'04 - 05;18,71;22,53;-3,82;0;0;0;11876;11858;-18
1901;20.03.2016;'05 - 06;18,73;20,25;-1,52;0;0;0;11928;11948;20
1902;20.03.2016;'06 - 07;18,51;19,82;-1,31;143;99;-44;11983;12316;333
1903;20.03.2016;'07 - 08;17,05;18,42;-1,37;1265;914;-351;12144;12414;270
1904;20.03.2016;'08 - 09;16,04;18,79;-2,75;3325;2163;-1162;12608;12736;128
1905;20.03.2016;'09 - 10;16,09;22,32;-6,23;5688;3734;-1954;13337;12965;-372
1906;20.03.2016;'10 - 11;14,33;23,08;-8,75;7695;5493;-2202;13888;13076;-812
1907;20.03.2016;'11 - 12;16,07;23,95;-7,88;9045;7526;-1519;13917;13470;-447
1908;20.03.2016;'12 - 13;13,19;21,96;-8,77;9801;9601;-200;13899;13335;-564
1909;20.03.2016;'13 - 14;12,44;17,61;-5,17;9859;10654;795;13717;13037;-680
1910;20.03.2016;'14 - 15;12;13,37;-1,37;8814;9882;1068;13246;12844;-402
1911;20.03.2016;'15 - 16;12,69;13,86;-1,17;6674;7470;796;12772;12731;-41
1912;20.03.2016;'16 - 17;13,59;17,06;-3,47;3891;4335;444;12251;12332;81
1913;20.03.2016;'17 - 18;19,02;20,21;-1,19;1379;1416;37;11762;11080;-682
1914;20.03.2016;'18 - 19;23,54;27,84;-4,3;140;73;-67;11395;10106;-1289
1915;20.03.2016;'19 - 20;25,86;32,8;-6,94;0;0;0;11363;9904;-1459
1916;20.03.2016;'20 - 21;22,66;33,77;-11,11;0;0;0;11547;9987;-1560
1917;20.03.2016;'21 - 22;22,32;31,77;-9,45;0;0;0;11644;10052;-1592
1918;20.03.2016;'22 - 23;24,03;30,57;-6,54;0;0;0;11677;9798;-1879
1919;20.03.2016;'23 - 24;20,33;26,62;-6,29;0;0;0;11799;9750;-2049
1920;21.03.2016;'00 - 01;20,82;25,47;-4,65;0;0;0;10451;10168;-283
1921;21.03.2016;'01 - 02;19,9;26,31;-6,41;0;0;0;10445;10536;91
1922;21.03.2016;'02 - 03;19,79;22,57;-2,78;0;0;0;10316;10696;380
1923;21.03.2016;'03 - 04;19,9;21,56;-1,66;0;0;0;10124;10914;790
1924;21.03.2016;'04 - 05;20,4;21,76;-1,36;0;0;0;9897;10701;804
1925;21.03.2016;'05 - 06;23,18;25,88;-2,7;1;0;-1;9644;10017;373
1926;21.03.2016;'06 - 07;32,01;36,13;-4,12;139;118;-21;9640;10234;594
1927;21.03.2016;'07 - 08;31,72;37,22;-5,5;1144;1143;-1;9960;10294;334
1928;21.03.2016;'08 - 09;30,94;34,52;-3,58;2862;3066;204;10775;10987;212
1929;21.03.2016;'09 - 10;30,04;36,99;-6,95;4815;5807;992;11904;12085;181
1930;21.03.2016;'10 - 11;24,9;27,34;-2,44;6506;8509;2003;12928;13411;483
1931;21.03.2016;'11 - 12;24,73;25,73;-1;7668;10166;2498;13656;14468;812
1932;21.03.2016;'12 - 13;26,03;21,85;4,18;8160;9830;1670;14280;14906;626
1933;21.03.2016;'13 - 14;24,53;22,84;1,69;7913;8390;477;14704;15495;791
1934;21.03.2016;'14 - 15;23,75;26;-2,25;6970;6658;-312;14779;15852;1073
1935;21.03.2016;'15 - 16;24,28;27,66;-3,38;5303;4806;-497;14529;16216;1687
1936;21.03.2016;'16 - 17;23,91;27,96;-4,05;3226;2712;-514;14031;15555;1524
1937;21.03.2016;'17 - 18;26,87;30,37;-3,5;1218;922;-296;13239;15173;1934
1938;21.03.2016;'18 - 19;30,1;32,63;-2,53;127;53;-74;12471;15220;2749
1939;21.03.2016;'19 - 20;33,49;34,44;-0,95;0;0;0;11907;15118;3211
1940;21.03.2016;'20 - 21;29,9;28,37;1,53;0;0;0;11590;14733;3143
1941;21.03.2016;'21 - 22;23,02;23,66;-0,64;0;0;0;11437;14711;3274
1942;21.03.2016;'22 - 23;22,11;21,35;0,76;0;0;0;11198;13925;2727
1943;21.03.2016;'23 - 24;20,9;20,66;0,24;0;0;0;10913;13259;2346
1944;22.03.2016;'00 - 01;20,28;21,82;-1,54;0;0;0;12712;12702;-10
1945;22.03.2016;'01 - 02;20,08;22,02;-1,94;0;0;0;12248;12282;34
1946;22.03.2016;'02 - 03;20,05;20,71;-0,66;0;0;0;11743;11663;-80
1947;22.03.2016;'03 - 04;20,47;23,22;-2,75;0;0;0;11182;11221;39
1948;22.03.2016;'04 - 05;21;22,67;-1,67;0;0;0;10518;10820;302
1949;22.03.2016;'05 - 06;22,01;23,18;-1,17;0;1;1;9809;10193;384
1950;22.03.2016;'06 - 07;24,07;25,65;-1,58;175;170;-5;9120;9372;252
1951;22.03.2016;'07 - 08;29,99;30,1;-0,11;1423;1630;207;8683;8894;211
1952;22.03.2016;'08 - 09;31,46;27,3;4,16;3516;4407;891;8549;8399;-150
1953;22.03.2016;'09 - 10;31,41;27,22;4,19;5822;7525;1703;8708;8153;-555
1954;22.03.2016;'10 - 11;28,9;25,46;3,44;7753;9778;2025;8660;7807;-853
1955;22.03.2016;'11 - 12;30;26,54;3,46;9046;10398;1352;8175;7858;-317
1956;22.03.2016;'12 - 13;28,94;26,95;1,99;9507;9452;-55;7710;7491;-219
1957;22.03.2016;'13 - 14;28,99;28,82;0,17;9053;9003;-50;7438;7028;-410
1958;22.03.2016;'14 - 15;29;27,15;1,85;7733;7540;-193;7223;6521;-702
1959;22.03.2016;'15 - 16;29,29;27,02;2,27;5839;5520;-319;7006;6032;-974
1960;22.03.2016;'16 - 17;30,08;29,18;0,9;3531;3191;-340;6522;5472;-1050
1961;22.03.2016;'17 - 18;34,01;30,3;3,71;1301;1215;-86;5697;4869;-828
1962;22.03.2016;'18 - 19;36,73;32,85;3,88;134;104;-30;4963;4302;-661
1963;22.03.2016;'19 - 20;40,64;39,36;1,28;0;0;0;4953;4442;-511
1964;22.03.2016;'20 - 21;38,1;34,11;3,99;0;0;0;5164;4566;-598
1965;22.03.2016;'21 - 22;33,05;28,96;4,09;0;0;0;5386;4518;-868
1966;22.03.2016;'22 - 23;29,86;27,3;2,56;0;0;0;5590;4352;-1238
1967;22.03.2016;'23 - 24;23,73;24,46;-0,73;0;0;0;5758;4456;-1302
1968;23.03.2016;'00 - 01;21,3;24,06;-2,76;0;0;0;4972;4598;-374
1969;23.03.2016;'01 - 02;20,51;22,14;-1,63;0;0;0;5064;4666;-398
1970;23.03.2016;'02 - 03;20,26;21,85;-1,59;0;0;0;5232;5260;28
1971;23.03.2016;'03 - 04;21,06;22;-0,94;0;0;0;5402;5692;290
1972;23.03.2016;'04 - 05;21,38;22,86;-1,48;0;0;0;5671;5696;25
1973;23.03.2016;'05 - 06;21,38;24,37;-2,99;0;1;1;5931;5666;-265
1974;23.03.2016;'06 - 07;25,88;27,17;-1,29;181;172;-9;6229;5381;-848
1975;23.03.2016;'07 - 08;32,9;35,42;-2,52;1297;1335;38;6612;5442;-1170
1976;23.03.2016;'08 - 09;32,46;36,06;-3,6;3204;3428;224;7133;5857;-1276
1977;23.03.2016;'09 - 10;30,03;33,28;-3,25;5582;5806;224;7743;6243;-1500
1978;23.03.2016;'10 - 11;26,53;30,59;-4,06;7536;7703;167;8206;6402;-1804
1979;23.03.2016;'11 - 12;26,73;29,17;-2,44;8901;8664;-237;8450;6753;-1697
1980;23.03.2016;'12 - 13;25,23;28,33;-3,1;9475;8765;-710;8663;7088;-1575
1981;23.03.2016;'13 - 14;25;28,8;-3,8;9270;8634;-636;9095;7666;-1429
1982;23.03.2016;'14 - 15;24,03;28,84;-4,81;8202;7622;-580;9357;8109;-1248
1983;23.03.2016;'15 - 16;24,13;25,85;-1,72;6476;5834;-642;9321;8075;-1246
1984;23.03.2016;'16 - 17;24,18;26,13;-1,95;4176;3405;-771;8943;7216;-1727
1985;23.03.2016;'17 - 18;28;29,23;-1,23;1702;1251;-451;7984;6284;-1700
1986;23.03.2016;'18 - 19;32,44;33,56;-1,12;198;115;-83;6974;5132;-1842
1987;23.03.2016;'19 - 20;37,16;36,88;0,28;0;0;0;6255;4873;-1382
1988;23.03.2016;'20 - 21;34,98;29,23;5,75;0;0;0;5622;4910;-712
1989;23.03.2016;'21 - 22;31,43;25,7;5,73;0;0;0;5128;4684;-444
1990;23.03.2016;'22 - 23;25,02;23,29;1,73;0;0;0;4651;4359;-292
1991;23.03.2016;'23 - 24;22,59;22,1;0,49;0;0;0;4015;4098;83
1992;24.03.2016;'00 - 01;22,08;20,76;1,32;0;0;0;3043;4115;1072
1993;24.03.2016;'01 - 02;21,5;19,07;2,43;0;0;0;2641;3862;1221
1994;24.03.2016;'02 - 03;21,11;18,78;2,33;0;0;0;2267;3568;1301
1995;24.03.2016;'03 - 04;21,38;19,95;1,43;0;0;0;1932;3006;1074
1996;24.03.2016;'04 - 05;21,75;21,37;0,38;0;0;0;1645;2508;863
1997;24.03.2016;'05 - 06;22,97;24,48;-1,51;1;1;0;1400;2211;811
1998;24.03.2016;'06 - 07;31,49;27,18;4,31;292;228;-64;1268;1945;677
1999;24.03.2016;'07 - 08;35;30,57;4,43;2139;1770;-369;1218;1734;516
2000;24.03.2016;'08 - 09;34,94;31,84;3,1;5195;4452;-743;1224;1446;222
2001;24.03.2016;'09 - 10;32,4;31,76;0,64;8423;7313;-1110;1286;1386;100
2002;24.03.2016;'10 - 11;31,69;32,73;-1,04;10722;9685;-1037;1505;1598;93
2003;24.03.2016;'11 - 12;31;32,06;-1,06;12082;10209;-1873;1872;2064;192
2004;24.03.2016;'12 - 13;28,62;31,53;-2,91;12372;9628;-2744;2259;2324;65
2005;24.03.2016;'13 - 14;27,27;33,32;-6,05;11388;9156;-2232;2695;2499;-196
2006;24.03.2016;'14 - 15;26,5;30,85;-4,35;9558;8252;-1306;3040;3017;-23
2007;24.03.2016;'15 - 16;25,35;28,75;-3,4;7094;6307;-787;3255;3352;97
2008;24.03.2016;'16 - 17;26,6;27,24;-0,64;4271;3747;-524;3271;3165;-106
2009;24.03.2016;'17 - 18;30;31,09;-1,09;1619;1270;-349;3260;2989;-271
2010;24.03.2016;'18 - 19;32,47;35,68;-3,21;169;80;-89;3439;3318;-121
2011;24.03.2016;'19 - 20;35,18;38,43;-3,25;0;0;0;4080;3782;-298
2012;24.03.2016;'20 - 21;33,97;35,01;-1,04;0;0;0;4846;4380;-466
2013;24.03.2016;'21 - 22;25,96;29,34;-3,38;0;0;0;5852;5371;-481
2014;24.03.2016;'22 - 23;25,06;27,75;-2,69;0;0;0;6771;6147;-624
2015;24.03.2016;'23 - 24;22,52;23,58;-1,06;0;0;0;7501;6473;-1028
2016;25.03.2016;'00 - 01;23,92;27,24;-3,32;0;0;0;7271;6760;-511
2017;25.03.2016;'01 - 02;21,07;26,87;-5,8;0;0;0;7598;7191;-407
2018;25.03.2016;'02 - 03;21;25,24;-4,24;0;0;0;7871;7576;-295
2019;25.03.2016;'03 - 04;20;23,86;-3,86;0;0;0;8168;7928;-240
2020;25.03.2016;'04 - 05;20,01;24,16;-4,15;0;0;0;8526;8205;-321
2021;25.03.2016;'05 - 06;20,3;24,2;-3,9;1;1;0;8888;8536;-352
2022;25.03.2016;'06 - 07;20,26;24,87;-4,61;184;143;-41;9276;9022;-254
2023;25.03.2016;'07 - 08;20,39;24,72;-4,33;1063;995;-68;9685;9242;-443
2024;25.03.2016;'08 - 09;21,85;27,07;-5,22;2336;2622;286;10098;9085;-1013
2025;25.03.2016;'09 - 10;23,85;28,33;-4,48;3543;4061;518;10487;9071;-1416
2026;25.03.2016;'10 - 11;27,26;28,55;-1,29;4266;4793;527;10798;9310;-1488
2027;25.03.2016;'11 - 12;28,91;28,99;-0,08;4542;4918;376;10818;8897;-1921
2028;25.03.2016;'12 - 13;27,87;29,19;-1,32;4279;4570;291;10641;8380;-2261
2029;25.03.2016;'13 - 14;27,06;29,99;-2,93;3636;4060;424;10306;7959;-2347
2030;25.03.2016;'14 - 15;26,01;28,75;-2,74;2925;3328;403;9635;8220;-1415
2031;25.03.2016;'15 - 16;24,44;28,51;-4,07;2204;2529;325;8996;8476;-520
2032;25.03.2016;'16 - 17;23,5;26,58;-3,08;1369;1556;187;8263;7924;-339
2033;25.03.2016;'17 - 18;26,1;27,73;-1,63;554;673;119;7535;6724;-811
2034;25.03.2016;'18 - 19;29,44;32,17;-2,73;72;77;5;6934;5582;-1352
2035;25.03.2016;'19 - 20;33,08;36,39;-3,31;0;0;0;6269;5264;-1005
2036;25.03.2016;'20 - 21;32,95;36,31;-3,36;0;0;0;5766;5614;-152
2037;25.03.2016;'21 - 22;31,48;31,51;-0,03;0;0;0;5372;5792;420
2038;25.03.2016;'22 - 23;30,12;28,81;1,31;0;0;0;4982;5584;602
2039;25.03.2016;'23 - 24;30;26,33;3,67;0;0;0;4734;5084;350
2040;26.03.2016;'00 - 01;28,07;21,54;6,53;0;0;0;4230;4750;520
2041;26.03.2016;'01 - 02;24,08;18,53;5,55;0;0;0;3853;4181;328
2042;26.03.2016;'02 - 03;21,11;17,85;3,26;0;0;0;3638;3718;80
2043;26.03.2016;'03 - 04;20;17,45;2,55;0;0;0;3505;4014;509
2044;26.03.2016;'04 - 05;20;17,37;2,63;0;0;0;3474;4233;759
2045;26.03.2016;'05 - 06;20,01;16,27;3,74;1;1;0;3532;4355;823
2046;26.03.2016;'06 - 07;20,01;15,44;4,57;259;289;30;3603;4456;853
2047;26.03.2016;'07 - 08;21,69;17,12;4,57;1755;2258;503;3754;4620;866
2048;26.03.2016;'08 - 09;22,49;15,69;6,8;4298;6038;1740;3962;4630;668
2049;26.03.2016;'09 - 10;24;13,76;10,24;7540;10671;3131;4241;5142;901
2050;26.03.2016;'10 - 11;21,6;11,44;10,16;10713;14736;4023;4686;6251;1565
2051;26.03.2016;'11 - 12;19,97;9,66;10,31;13228;16504;3276;5235;7200;1965
2052;26.03.2016;'12 - 13;19,06;8,91;10,15;14864;16838;1974;5886;8205;2319
2053;26.03.2016;'13 - 14;18,07;7,87;10,2;15577;16934;1357;6639;8666;2027
2054;26.03.2016;'14 - 15;16,28;6,44;9,84;14629;16323;1694;7484;9407;1923
2055;26.03.2016;'15 - 16;15,75;1,75;14;11728;13501;1773;8414;10562;2148
2056;26.03.2016;'16 - 17;15,85;4,82;11,03;7382;8516;1134;9216;11784;2568
2057;26.03.2016;'17 - 18;19,39;7,71;11,68;2900;3392;492;10308;11993;1685
2058;26.03.2016;'18 - 19;21,32;13,04;8,28;363;358;-5;11956;13292;1336
2059;26.03.2016;'19 - 20;22,12;17,34;4,78;0;0;0;13915;16552;2637
2060;26.03.2016;'20 - 21;20,75;14,6;6,15;0;0;0;15498;19180;3682
2061;26.03.2016;'21 - 22;17,99;11,14;6,85;0;0;0;16819;20902;4083
2062;26.03.2016;'22 - 23;17,91;9,69;8,22;0;0;0;17752;20958;3206
2063;26.03.2016;'23 - 24;14,66;6,53;8,13;0;0;0;18038;20875;2837
2064;27.03.2016;'00 - 01;7,33;-2,69;10,02;0;0;0;19274;20100;826
2065;27.03.2016;'01 - 02;3,04;-11,42;14,46;0;0;0;19459;20214;755
2066;27.03.2016;'02 - 03;0;0;0;0;0;0;0;0;0
2067;27.03.2016;'03 - 04;6,1;-6,32;12,42;0;0;0;19877;20679;802
2068;27.03.2016;'04 - 05;4,02;-4,01;8,03;0;0;0;19972;21346;1374
2069;27.03.2016;'05 - 06;4,02;-2,25;6,27;0;0;0;19604;21778;2174
2070;27.03.2016;'06 - 07;0,91;-6,75;7,66;8;3;-5;18899;21626;2727
2071;27.03.2016;'07 - 08;4,63;-3,33;7,96;631;676;45;17839;21001;3162
2072;27.03.2016;'08 - 09;7,5;5,89;1,61;3434;3699;265;16599;20734;4135
2073;27.03.2016;'09 - 10;8,91;6,08;2,83;7367;7236;-131;15631;20146;4515
2074;27.03.2016;'10 - 11;10,99;7,52;3,47;10479;9322;-1157;15192;19997;4805
2075;27.03.2016;'11 - 12;11,16;13,55;-2,39;11881;10688;-1193;14964;19756;4792
2076;27.03.2016;'12 - 13;11,49;12,25;-0,76;12219;11791;-428;15401;19894;4493
2077;27.03.2016;'13 - 14;9,19;7,26;1,93;11756;12359;603;15680;19627;3947
2078;27.03.2016;'14 - 15;6,49;1,82;4,67;10590;10633;43;14969;19492;4523
2079;27.03.2016;'15 - 16;6,92;2,32;4,6;8880;8760;-120;13745;18571;4826
2080;27.03.2016;'16 - 17;7,47;-2,22;9,69;6773;6758;-15;12440;16304;3864
2081;27.03.2016;'17 - 18;13,06;1,67;11,39;4375;4434;59;11095;13615;2520
2082;27.03.2016;'18 - 19;14,94;7,8;7,14;1907;1924;17;9795;11676;1881
2083;27.03.2016;'19 - 20;19,6;14,16;5,44;260;241;-19;9001;10553;1552
2084;27.03.2016;'20 - 21;22,86;15,73;7,13;0;0;0;9235;10964;1729
2085;27.03.2016;'21 - 22;20,36;12,52;7,84;0;0;0;9991;12394;2403
2086;27.03.2016;'22 - 23;19,98;13,25;6,73;0;0;0;10802;13927;3125
2087;27.03.2016;'23 - 24;18,5;10,92;7,58;0;0;0;11381;14613;3232
2088;28.03.2016;'00 - 01;12,88;3,98;8,9;0;0;0;12187;14458;2271
2089;28.03.2016;'01 - 02;8,28;1,97;6,31;0;0;0;12291;14498;2207
2090;28.03.2016;'02 - 03;7,43;1,18;6,25;0;0;0;12437;14758;2321
2091;28.03.2016;'03 - 04;6,5;1,22;5,28;0;0;0;12865;15337;2472
2092;28.03.2016;'04 - 05;5,27;1,53;3,74;0;0;0;13496;16098;2602
2093;28.03.2016;'05 - 06;6,28;1,49;4,79;0;0;0;14344;17234;2890
2094;28.03.2016;'06 - 07;5,86;-1,92;7,78;41;6;-35;15429;18870;3441
2095;28.03.2016;'07 - 08;5,96;-0,29;6,25;901;732;-169;16548;20410;3862
2096;28.03.2016;'08 - 09;3,99;-4,66;8,65;4341;4250;-91;17254;20967;3713
2097;28.03.2016;'09 - 10;3,41;-7,73;11,14;8772;8803;31;17710;20476;2766
2098;28.03.2016;'10 - 11;2,68;-13,11;15,79;12295;11635;-660;18654;22381;3727
2099;28.03.2016;'11 - 12;0,07;-14,37;14,44;14044;12813;-1231;20445;25916;5471
2100;28.03.2016;'12 - 13;-4,01;-52,46;48,45;14251;12404;-1847;22790;26255;3465
2101;28.03.2016;'13 - 14;-28,68;-86,78;58,1;13116;11171;-1945;24834;26540;1706
2102;28.03.2016;'14 - 15;-38,45;-84,31;45,86;11114;9986;-1128;26129;26848;719
2103;28.03.2016;'15 - 16;-19,92;-72,47;52,55;8741;8132;-609;26505;26728;223
2104;28.03.2016;'16 - 17;-13,82;-24,29;10,47;6401;6314;-87;26142;25608;-534
2105;28.03.2016;'17 - 18;-4,2;2,64;-6,84;4051;4681;630;25222;23787;-1435
2106;28.03.2016;'18 - 19;7,45;16,29;-8,84;1804;2120;316;24100;21076;-3024
2107;28.03.2016;'19 - 20;11,79;25,55;-13,76;272;228;-44;22817;19281;-3536
2108;28.03.2016;'20 - 21;17,02;30,48;-13,46;1;0;-1;21290;18317;-2973
2109;28.03.2016;'21 - 22;11,47;26,85;-15,38;0;0;0;20139;18182;-1957
2110;28.03.2016;'22 - 23;16,29;26,48;-10,19;0;0;0;19170;17887;-1283
2111;28.03.2016;'23 - 24;12,98;24,15;-11,17;0;0;0;18404;18139;-265
2112;29.03.2016;'00 - 01;11,51;20,27;-8,76;0;0;0;17913;18057;144
2113;29.03.2016;'01 - 02;9,14;16,69;-7,55;0;0;0;17646;17628;-18
2114;29.03.2016;'02 - 03;11,95;17,09;-5,14;0;0;0;17313;17891;578
2115;29.03.2016;'03 - 04;9,23;14,79;-5,56;0;0;0;17249;18539;1290
2116;29.03.2016;'04 - 05;8,3;13,63;-5,33;0;0;0;17342;18767;1425
2117;29.03.2016;'05 - 06;13,49;17,16;-3,67;0;0;0;17511;18894;1383
2118;29.03.2016;'06 - 07;25,35;24,66;0,69;32;6;-26;17807;20168;2361
2119;29.03.2016;'07 - 08;31,52;29,92;1,6;656;538;-118;18191;20440;2249
2120;29.03.2016;'08 - 09;31,43;31,7;-0,27;3035;3127;92;18958;20617;1659
2121;29.03.2016;'09 - 10;26,37;27,7;-1,33;6555;6980;425;20121;21470;1349
2122;29.03.2016;'10 - 11;21,76;22,28;-0,52;10418;10031;-387;21176;22934;1758
2123;29.03.2016;'11 - 12;21,06;21,05;0,01;13399;12194;-1205;21892;23295;1403
2124;29.03.2016;'12 - 13;20,43;22,54;-2,11;15172;13600;-1572;21852;22808;956
2125;29.03.2016;'13 - 14;19,99;21,21;-1,22;15649;14140;-1509;21488;22426;938
2126;29.03.2016;'14 - 15;19,08;18,14;0,94;14944;14326;-618;20943;22161;1218
2127;29.03.2016;'15 - 16;19,05;15,91;3,14;12880;12979;99;20105;21784;1679
2128;29.03.2016;'16 - 17;19,14;16,71;2,43;9847;9937;90;18939;20518;1579
2129;29.03.2016;'17 - 18;21,48;20,07;1,41;6214;6184;-30;17342;17518;176
2130;29.03.2016;'18 - 19;30,07;29,37;0,7;2625;2622;-3;14992;14027;-965
2131;29.03.2016;'19 - 20;35,79;36,74;-0,95;408;317;-91;12831;10890;-1941
2132;29.03.2016;'20 - 21;39,54;42,85;-3,31;2;0;-2;11629;9666;-1963
2133;29.03.2016;'21 - 22;32,64;33,43;-0,79;0;0;0;11387;9137;-2250
2134;29.03.2016;'22 - 23;28,56;34,16;-5,6;0;0;0;11531;9057;-2474
2135;29.03.2016;'23 - 24;22,72;28,98;-6,26;0;0;0;11700;9103;-2597
2136;30.03.2016;'00 - 01;24,9;26,57;-1,67;0;0;0;10930;9621;-1309
2137;30.03.2016;'01 - 02;22;22,93;-0,93;0;0;0;11015;10971;-44
2138;30.03.2016;'02 - 03;20,87;20,79;0,08;0;0;0;11080;12004;924
2139;30.03.2016;'03 - 04;19,92;19,47;0,45;0;0;0;11359;12499;1140
2140;30.03.2016;'04 - 05;20,18;19,53;0,65;0;0;0;11405;12431;1026
2141;30.03.2016;'05 - 06;21,65;20,54;1,11;0;0;0;11709;13270;1561
2142;30.03.2016;'06 - 07;29,6;24,75;4,85;7;4;-3;12445;13746;1301
2143;30.03.2016;'07 - 08;29,89;23,38;6,51;356;300;-56;13181;14271;1090
2144;30.03.2016;'08 - 09;27,95;24,53;3,42;1718;1332;-386;13773;14322;549
2145;30.03.2016;'09 - 10;31,93;27,08;4,85;3683;3390;-293;14495;14660;165
2146;30.03.2016;'10 - 11;29,65;28,72;0,93;5873;5734;-139;15442;15518;76
2147;30.03.2016;'11 - 12;27,16;24,48;2,68;7778;8099;321;16054;16181;127
2148;30.03.2016;'12 - 13;26,89;24,51;2,38;9189;9378;189;16211;16432;221
2149;30.03.2016;'13 - 14;22,25;23,05;-0,8;9677;9381;-296;16253;16617;364
2150;30.03.2016;'14 - 15;22,3;23,62;-1,32;9584;9227;-357;15735;16251;516
2151;30.03.2016;'15 - 16;22,23;23,36;-1,13;8766;8666;-100;14412;15396;984
2152;30.03.2016;'16 - 17;25,64;22,34;3,3;7147;7338;191;12807;14810;2003
