cet_cest_timestamp;solar_capacity;solar_generation_actual;solar_profile;solar_generation_forecast;solar_forecast_error;wind_capacity;wind_generation_actual;wind_profile;wind_generation_forecast;wind_forecast_error
2016-01-01T00:00:00+0100;39021;0;0;0;0;44325;8648;0.1951;6033;2615
2016-01-01T01:00:00+0100;39021;0;0;0;0;44325;8579;0.1936;7421;1158
2016-01-01T02:00:00+0100;39021;0;0;0;0;44325;8542;0.1928;7266;1276
2016-01-01T03:00:00+0100;39021;0;0;0;0;44325;8443;0.1905;7180;1263
2016-01-01T04:00:00+0100;39021;0;0;0;0;44325;8295;0.1871;7016;1279
2016-01-01T05:00:00+0100;39021;0;0;0;0;44325;7319;0.1651;6787;532
2016-01-01T06:00:00+0100;39021;0;0;0;0;44325;6574;0.1483;6492;82
2016-01-01T07:00:00+0100;39021;0;0;0;0;44325;5624;0.1269;6058;-434
2016-01-01T08:00:00+0100;39021;137;0.0035;137;0;44325;4644;0.1048;5510;-866
2016-01-01T09:00:00+0100;39021;964;0.0248;1010;-46;44325;3733;0.0842;4924;-1191
2016-01-01T10:00:00+0100;39021;2522;0.0646;2451;71;44325;2776;0.0626;4172;-1396
2016-01-01T11:00:00+0100;39021;3768;0.0966;3815;-47;44325;1830;0.0413;3423;-1593
2016-01-01T12:00:00+0100;39021;4121;0.1056;4382;-261;44325;1287;0.029;2787;-1500
2016-01-01T13:00:00+0100;39021;3717;0.0952;3986;-269;44325;790;0.0178;2328;-1538
2016-01-01T14:00:00+0100;39021;2442;0.0626;2658;-216;44325;496;0.0112;1937;-1441
2016-01-01T15:00:00+0100;39021;841;0.0216;979;-138;44325;405;0.0091;1609;-1204
2016-01-01T16:00:00+0100;39021;51;0.0013;51;0;44325;665;0.015;1568;-903
2016-01-01T17:00:00+0100;39021;0;0;0;0;44325;1298;0.0293;1673;-375
2016-01-01T18:00:00+0100;39021;0;0;0;0;44325;2146;0.0484;1798;348
2016-01-01T19:00:00+0100;39021;0;0;0;0;44325;3371;0.0761;2070;1301
2016-01-01T20:00:00+0100;39021;0;0;0;0;44325;4383;0.0989;2725;1658
2016-01-01T21:00:00+0100;39021;0;0;0;0;44325;5409;0.122;3182;2227
2016-01-01T22:00:00+0100;39021;0;0;0;0;44325;6180;0.1394;3567;2613
2016-01-01T23:00:00+0100;39021;0;0;0;0;44325;6958;0.157;3885;3073
2016-01-02T00:00:00+0100;39022;0;0;0;0;44325;7462;0.1683;6397;1065
2016-01-02T01:00:00+0100;39022;0;0;0;0;44325;8763;0.1977;7411;1352
2016-01-02T02:00:00+0100;39022;0;0;0;0;44325;10716;0.2418;8610;2106
2016-01-02T03:00:00+0100;39022;0;0;0;0;44325;11949;0.2696;9904;2045
2016-01-02T04:00:00+0100;39022;0;0;0;0;44325;13451;0.3034;11359;2092
2016-01-02T05:00:00+0100;39022;0;0;0;0;44325;14640;0.3303;12607;2033
2016-01-02T06:00:00+0100;39022;0;0;0;0;44325;15480;0.3492;13859;1621
2016-01-02T07:00:00+0100;39022;0;0;1;-1;44325;16062;0.3624;15165;897
2016-01-02T08:00:00+0100;39022;106;0.0027;153;-47;44325;16588;0.3742;16305;283
2016-01-02T09:00:00+0100;39022;593;0.0152;940;-347;44325;17324;0.3909;17458;-134
2016-01-02T10:00:00+0100;39022;1341;0.0344;2047;-706;44325;17888;0.4035;18304;-416
2016-01-02T11:00:00+0100;39022;1866;0.0478;2911;-1045;44325;18265;0.4121;18733;-468
2016-01-02T12:00:00+0100;39022;2043;0.0524;3094;-1051;44325;18329;0.4135;19105;-776
2016-01-02T13:00:00+0100;39022;1869;0.0479;2601;-732;44325;18394;0.415;19475;-1081
2016-01-02T14:00:00+0100;39022;1178;0.0302;1628;-450;44325;18540;0.4182;20000;-1460
2016-01-02T15:00:00+0100;39022;382;0.0098;563;-181;44325;18754;0.4231;20642;-1888
2016-01-02T16:00:00+0100;39022;28;0.0007;34;-6;44325;19192;0.433;21140;-1948
2016-01-02T17:00:00+0100;39022;0;0;0;0;44325;19913;0.4492;21661;-1748
2016-01-02T18:00:00+0100;39022;0;0;0;0;44325;20215;0.456;22029;-1814
2016-01-02T19:00:00+0100;39022;0;0;0;0;44325;20108;0.4536;22119;-2011
2016-01-02T20:00:00+0100;39022;0;0;0;0;44325;19693;0.4443;21881;-2188
2016-01-02T21:00:00+0100;39022;0;0;0;0;44325;19202;0.4332;21525;-2323
2016-01-02T22:00:00+0100;39022;0;0;0;0;44325;18460;0.4165;21297;-2837
2016-01-02T23:00:00+0100;39022;0;0;0;0;44325;18772;0.4235;20946;-2174
2016-01-03T00:00:00+0100;39022;0;0;0;0;44325;18924;0.427;20522;-1598
2016-01-03T01:00:00+0100;39022;0;0;0;0;44325;18596;0.4195;20481;-1885
2016-01-03T02:00:00+0100;39022;0;0;0;0;44325;18600;0.4196;20434;-1834
2016-01-03T03:00:00+0100;39022;0;0;0;0;44325;18440;0.416;20265;-1825
2016-01-03T04:00:00+0100;39022;0;0;0;0;44325;18281;0.4124;20091;-1810
2016-01-03T05:00:00+0100;39022;0;0;0;0;44325;18302;0.4129;19910;-1608
2016-01-03T06:00:00+0100;39022;0;0;0;0;44325;18422;0.4156;19785;-1363
2016-01-03T07:00:00+0100;39022;0;0;1;-1;44325;18190;0.4104;19670;-1480
2016-01-03T08:00:00+0100;39022;66;0.0017;131;-65;44325;17751;0.4004;19571;-1820
2016-01-03T09:00:00+0100;39022;638;0.0164;943;-305;44325;17202;0.3881;19505;-2303
2016-01-03T10:00:00+0100;39022;1648;0.0422;2097;-449;44325;16685;0.3764;19248;-2563
2016-01-03T11:00:00+0100;39022;2621;0.0672;3095;-474;44325;15632;0.3527;18646;-3014
2016-01-03T12:00:00+0100;39022;3051;0.0782;3553;-502;44325;14568;0.3286;17990;-3422
2016-01-03T13:00:00+0100;39022;2909;0.0745;3313;-404;44325;14358;0.3239;17589;-3231
2016-01-03T14:00:00+0100;39022;1880;0.0482;2332;-452;44325;14313;0.3229;17373;-3060
2016-01-03T15:00:00+0100;39022;658;0.0168;943;-285;44325;14881;0.3357;17320;-2439
2016-01-03T16:00:00+0100;39022;48;0.0012;76;-28;44325;15377;0.3469;17567;-2190
2016-01-03T17:00:00+0100;39022;0;0;3;-3;44325;16306;0.3679;17978;-1672
2016-01-03T18:00:00+0100;39022;0;0;0;0;44325;17294;0.3902;18445;-1151
2016-01-03T19:00:00+0100;39022;0;0;0;0;44325;17648;0.3982;18751;-1103
2016-01-03T20:00:00+0100;39022;0;0;0;0;44325;17745;0.4004;18773;-1028
2016-01-03T21:00:00+0100;39022;0;0;0;0;44325;17589;0.3968;18734;-1145
2016-01-03T22:00:00+0100;39022;0;0;0;0;44325;16955;0.3826;18795;-1840
2016-01-03T23:00:00+0100;39022;0;0;0;0;44325;16746;0.3778;18768;-2022
2016-01-04T00:00:00+0100;39033;0;0;0;0;44325;16415;0.3704;20345;-3930
2016-01-04T01:00:00+0100;39033;0;0;0;0;44325;15686;0.3539;20175;-4489
2016-01-04T02:00:00+0100;39033;0;0;0;0;44325;15040;0.3393;19888;-4848
2016-01-04T03:00:00+0100;39033;0;0;0;0;44325;14410;0.3251;19409;-4999
2016-01-04T04:00:00+0100;39033;0;0;0;0;44325;13623;0.3074;18962;-5339
2016-01-04T05:00:00+0100;39033;0;0;0;0;44325;13175;0.2972;18591;-5416
2016-01-04T06:00:00+0100;39033;0;0;0;0;44325;13284;0.2997;18237;-4953
2016-01-04T07:00:00+0100;39033;0;0;1;-1;44325;13091;0.2954;17904;-4813
2016-01-04T08:00:00+0100;39033;71;0.0018;99;-28;44325;12873;0.2904;17578;-4705
2016-01-04T09:00:00+0100;39033;533;0.0137;709;-176;44325;12206;0.2754;17147;-4941
2016-01-04T10:00:00+0100;39033;1350;0.0346;1573;-223;44325;11458;0.2585;16345;-4887
2016-01-04T11:00:00+0100;39033;1998;0.0512;2235;-237;44325;10580;0.2387;15262;-4682
2016-01-04T12:00:00+0100;39033;2231;0.0571;2497;-266;44325;10173;0.2295;14273;-4100
2016-01-04T13:00:00+0100;39033;2005;0.0514;2298;-293;44325;9772;0.2205;13401;-3629
2016-01-04T14:00:00+0100;39033;1298;0.0332;1571;-273;44325;9753;0.22;12785;-3032
2016-01-04T15:00:00+0100;39033;536;0.0137;635;-99;44325;10014;0.2259;12244;-2230
2016-01-04T16:00:00+0100;39033;58;0.0015;55;3;44325;10292;0.2322;11901;-1609
2016-01-04T17:00:00+0100;39033;0;0;0;0;44325;10920;0.2464;11867;-947
2016-01-04T18:00:00+0100;39033;0;0;0;0;44325;11096;0.2503;11926;-830
2016-01-04T19:00:00+0100;39033;0;0;0;0;44325;10861;0.245;11918;-1057
2016-01-04T20:00:00+0100;39033;0;0;0;0;44325;10690;0.2412;11779;-1089
2016-01-04T21:00:00+0100;39033;0;0;0;0;44325;10284;0.232;11568;-1284
2016-01-04T22:00:00+0100;39033;0;0;0;0;44325;9974;0.225;11344;-1370
2016-01-04T23:00:00+0100;39033;0;0;0;0;44325;9676;0.2183;11096;-1420
2016-01-05T00:00:00+0100;39035;0;0;0;0;44325;9529;0.215;11547;-2018
2016-01-05T01:00:00+0100;39035;0;0;0;0;44325;9304;0.2099;11515;-2211
2016-01-05T02:00:00+0100;39035;0;0;0;0;44325;9205;0.2077;11626;-2421
2016-01-05T03:00:00+0100;39035;0;0;0;0;44325;9191;0.2073;11630;-2439
2016-01-05T04:00:00+0100;39035;0;0;0;0;44325;9260;0.2089;11611;-2351
2016-01-05T05:00:00+0100;39035;0;0;0;0;44325;9387;0.2118;11628;-2241
2016-01-05T06:00:00+0100;39035;0;0;0;0;44325;9378;0.2116;11726;-2348
2016-01-05T07:00:00+0100;39035;0;0;2;-2;44325;9323;0.2104;11817;-2494
2016-01-05T08:00:00+0100;39035;75;0.002;131;-56;44325;9250;0.2087;11868;-2618
2016-01-05T09:00:00+0100;39035;603;0.0155;856;-253;44325;9086;0.205;11782;-2696
2016-01-05T10:00:00+0100;39035;1670;0.0428;1875;-205;44325;8797;0.1985;11583;-2786
2016-01-05T11:00:00+0100;39035;2497;0.064;2700;-203;44325;8369;0.1888;11379;-3010
2016-01-05T12:00:00+0100;39035;2936;0.0752;2968;-32;44325;8088;0.1824;11231;-3143
2016-01-05T13:00:00+0100;39035;2423;0.0621;2646;-223;44325;7892;0.1781;11158;-3266
2016-01-05T14:00:00+0100;39035;1610;0.0412;1813;-203;44325;7972;0.1798;11233;-3261
2016-01-05T15:00:00+0100;39035;673;0.0172;741;-68;44325;8052;0.1817;11433;-3381
2016-01-05T16:00:00+0100;39035;62;0.0016;68;-6;44325;8112;0.183;11507;-3395
2016-01-05T17:00:00+0100;39035;0;0;2;-2;44325;8368;0.1888;11530;-3162
2016-01-05T18:00:00+0100;39035;0;0;0;0;44325;8622;0.1945;11492;-2870
2016-01-05T19:00:00+0100;39035;0;0;0;0;44325;8527;0.1924;11468;-2941
2016-01-05T20:00:00+0100;39035;0;0;0;0;44325;8410;0.1897;11493;-3083
2016-01-05T21:00:00+0100;39035;0;0;0;0;44325;8185;0.1846;11499;-3314
2016-01-05T22:00:00+0100;39035;0;0;0;0;44325;7999;0.1804;11404;-3405
2016-01-05T23:00:00+0100;39035;0;0;0;0;44325;7968;0.1798;11204;-3236
2016-01-06T00:00:00+0100;39036;0;0;0;0;44335;7723;0.1742;9587;-1864
2016-01-06T01:00:00+0100;39036;0;0;0;0;44335;7566;0.1706;9330;-1764
2016-01-06T02:00:00+0100;39036;0;0;0;0;44335;7264;0.1638;9098;-1834
2016-01-06T03:00:00+0100;39036;0;0;0;0;44335;7212;0.1627;8900;-1688
2016-01-06T04:00:00+0100;39036;0;0;0;0;44335;7163;0.1616;8828;-1665
2016-01-06T05:00:00+0100;39036;0;0;0;0;44335;7366;0.1661;8815;-1449
2016-01-06T06:00:00+0100;39036;0;0;0;0;44335;7206;0.1626;8877;-1671
2016-01-06T07:00:00+0100;39036;0;0;2;-2;44335;7265;0.1639;8859;-1594
2016-01-06T08:00:00+0100;39036;127;0.0032;151;-24;44335;7169;0.1617;8777;-1608
2016-01-06T09:00:00+0100;39036;770;0.0197;974;-204;44335;6806;0.1535;8656;-1850
2016-01-06T10:00:00+0100;39036;1818;0.0466;2129;-311;44335;6636;0.1497;8410;-1774
2016-01-06T11:00:00+0100;39036;2721;0.0697;3128;-407;44335;6272;0.1415;8082;-1810
2016-01-06T12:00:00+0100;39036;2820;0.0722;3436;-616;44335;5672;0.1279;7613;-1941
2016-01-06T13:00:00+0100;39036;2326;0.0596;3040;-714;44335;5346;0.1206;7188;-1842
2016-01-06T14:00:00+0100;39036;1463;0.0375;2033;-570;44335;5177;0.1168;6949;-1772
2016-01-06T15:00:00+0100;39036;510;0.013;809;-299;44335;5347;0.1206;6920;-1573
2016-01-06T16:00:00+0100;39036;40;0.001;73;-33;44335;5586;0.126;7007;-1421
2016-01-06T17:00:00+0100;39036;0;0;2;-2;44335;6018;0.1357;7098;-1080
2016-01-06T18:00:00+0100;39036;0;0;0;0;44335;6242;0.1408;7186;-944
2016-01-06T19:00:00+0100;39036;0;0;0;0;44335;6465;0.1458;7194;-729
2016-01-06T20:00:00+0100;39036;0;0;0;0;44335;6603;0.1489;7143;-540
2016-01-06T21:00:00+0100;39036;0;0;0;0;44335;6434;0.1451;7111;-677
2016-01-06T22:00:00+0100;39036;0;0;0;0;44335;6437;0.1452;7267;-830
2016-01-06T23:00:00+0100;39036;0;0;0;0;44335;6372;0.1437;7524;-1152
2016-01-07T00:00:00+0100;39039;0;0;0;0;44335;6420;0.1448;7849;-1429
2016-01-07T01:00:00+0100;39039;0;0;0;0;44335;6509;0.1468;8036;-1527
2016-01-07T02:00:00+0100;39039;0;0;0;0;44335;6713;0.1514;8486;-1773
2016-01-07T03:00:00+0100;39039;0;0;0;0;44335;6943;0.1566;8978;-2035
2016-01-07T04:00:00+0100;39039;0;0;0;0;44335;7062;0.1593;9486;-2424
2016-01-07T05:00:00+0100;39039;0;0;0;0;44335;7098;0.1601;10102;-3004
2016-01-07T06:00:00+0100;39039;0;0;0;0;44335;7575;0.1708;10803;-3228
2016-01-07T07:00:00+0100;39039;0;0;2;-2;44335;8400;0.1895;11481;-3081
2016-01-07T08:00:00+0100;39039;150;0.0038;168;-18;44335;9167;0.2068;12432;-3265
2016-01-07T09:00:00+0100;39039;1205;0.0309;1031;174;44335;10482;0.2364;13396;-2914
2016-01-07T10:00:00+0100;39039;2839;0.0727;2033;806;44335;11005;0.2482;14229;-3224
2016-01-07T11:00:00+0100;39039;3898;0.0998;2687;1211;44335;10906;0.246;14959;-4053
2016-01-07T12:00:00+0100;39039;3342;0.0856;2630;712;44335;10983;0.2477;15707;-4724
2016-01-07T13:00:00+0100;39039;1982;0.0508;2057;-75;44335;11398;0.2571;16548;-5150
2016-01-07T14:00:00+0100;39039;914;0.0234;1241;-327;44335;12438;0.2806;17534;-5096
2016-01-07T15:00:00+0100;39039;282;0.0072;480;-198;44335;13858;0.3126;18413;-4555
2016-01-07T16:00:00+0100;39039;26;0.0006;39;-13;44335;15102;0.3406;18852;-3750
2016-01-07T17:00:00+0100;39039;0;0;0;0;44335;16114;0.3635;18830;-2716
2016-01-07T18:00:00+0100;39039;0;0;0;0;44335;17594;0.3968;19081;-1487
2016-01-07T19:00:00+0100;39039;0;0;0;0;44335;18522;0.4178;18928;-406
2016-01-07T20:00:00+0100;39039;0;0;0;0;44335;19609;0.4423;18391;1218
2016-01-07T21:00:00+0100;39039;0;0;0;0;44335;20734;0.4676;18346;2388
2016-01-07T22:00:00+0100;39039;0;0;0;0;44335;21372;0.4821;18499;2873
2016-01-07T23:00:00+0100;39039;0;0;0;0;44335;21563;0.4864;18665;2898
2016-01-08T00:00:00+0100;39041;0;0;0;0;44338;22456;0.5065;22592;-136
2016-01-08T01:00:00+0100;39041;0;0;0;0;44338;22810;0.5144;23248;-438
2016-01-08T02:00:00+0100;39041;0;0;0;0;44338;22868;0.5157;23343;-475
2016-01-08T03:00:00+0100;39041;0;0;0;0;44338;23458;0.529;24123;-665
2016-01-08T04:00:00+0100;39041;0;0;0;0;44338;23700;0.5346;24963;-1263
2016-01-08T05:00:00+0100;39041;0;0;0;0;44338;24682;0.5566;25376;-694
2016-01-08T06:00:00+0100;39041;0;0;0;0;44338;25880;0.5837;25487;393
2016-01-08T07:00:00+0100;39041;0;0;4;-4;44338;26073;0.588;25309;764
2016-01-08T08:00:00+0100;39041;339;0.0087;352;-13;44338;26408;0.5956;24975;1433
2016-01-08T09:00:00+0100;39041;2815;0.0721;2624;191;44338;26070;0.588;24599;1471
2016-01-08T10:00:00+0100;39041;6242;0.1599;5446;796;44338;25515;0.5755;24073;1442
2016-01-08T11:00:00+0100;39041;8735;0.2238;7704;1031;44338;25106;0.5662;22965;2141
2016-01-08T12:00:00+0100;39041;9116;0.2335;8423;693;44338;23671;0.5339;21369;2302
2016-01-08T13:00:00+0100;39041;7362;0.1886;7515;-153;44338;21322;0.4809;19785;1537
2016-01-08T14:00:00+0100;39041;4492;0.1151;5208;-716;44338;18643;0.4205;18190;453
2016-01-08T15:00:00+0100;39041;1750;0.0448;2086;-336;44338;16149;0.3642;16772;-623
2016-01-08T16:00:00+0100;39041;118;0.003;116;2;44338;15412;0.3476;15764;-352
2016-01-08T17:00:00+0100;39041;0;0;0;0;44338;14731;0.3322;15302;-571
2016-01-08T18:00:00+0100;39041;0;0;0;0;44338;13577;0.3062;14870;-1293
2016-01-08T19:00:00+0100;39041;0;0;0;0;44338;12775;0.2881;14476;-1701
2016-01-08T20:00:00+0100;39041;0;0;0;0;44338;11888;0.2681;13587;-1699
2016-01-08T21:00:00+0100;39041;0;0;0;0;44338;11230;0.2533;12433;-1203
2016-01-08T22:00:00+0100;39041;0;0;0;0;44338;10311;0.2326;11183;-872
2016-01-08T23:00:00+0100;39041;0;0;0;0;44338;9782;0.2206;9976;-194
2016-01-09T00:00:00+0100;39041;0;0;0;0;44338;8815;0.1988;7203;1612
2016-01-09T01:00:00+0100;39041;0;0;0;0;44338;8121;0.1831;6367;1754
2016-01-09T02:00:00+0100;39041;0;0;0;0;44338;7671;0.173;5681;1990
2016-01-09T03:00:00+0100;39041;0;0;0;0;44338;7198;0.1623;5192;2006
2016-01-09T04:00:00+0100;39041;0;0;0;0;44338;7355;0.1659;5058;2297
2016-01-09T05:00:00+0100;39041;0;0;0;0;44338;7094;0.16;5105;1989
2016-01-09T06:00:00+0100;39041;0;0;0;0;44338;7464;0.1683;5296;2168
2016-01-09T07:00:00+0100;39041;0;0;2;-2;44338;7537;0.17;5614;1923
2016-01-09T08:00:00+0100;39041;196;0.005;113;83;44338;7807;0.1761;5944;1863
2016-01-09T09:00:00+0100;39041;1554;0.0398;816;738;44338;7990;0.1802;6104;1886
2016-01-09T10:00:00+0100;39041;3446;0.0882;2240;1206;44338;7728;0.1743;5984;1744
2016-01-09T11:00:00+0100;39041;5002;0.1281;3656;1346;44338;6464;0.1458;5572;892
2016-01-09T12:00:00+0100;39041;5171;0.1324;4087;1084;44338;5640;0.1272;5206;434
2016-01-09T13:00:00+0100;39041;4453;0.114;3640;813;44338;5292;0.1194;5234;58
2016-01-09T14:00:00+0100;39041;2900;0.0743;2461;439;44338;5173;0.1167;5657;-484
2016-01-09T15:00:00+0100;39041;1078;0.0276;990;88;44338;6124;0.1382;6322;-198
2016-01-09T16:00:00+0100;39041;91;0.0024;65;26;44338;7979;0.18;7202;777
2016-01-09T17:00:00+0100;39041;0;0;0;0;44338;9648;0.2176;8085;1563
2016-01-09T18:00:00+0100;39041;0;0;0;0;44338;10718;0.2418;8823;1895
2016-01-09T19:00:00+0100;39041;0;0;0;0;44338;11450;0.2582;9277;2173
2016-01-09T20:00:00+0100;39041;0;0;0;0;44338;11629;0.2623;9569;2060
2016-01-09T21:00:00+0100;39041;0;0;0;0;44338;11666;0.2631;9980;1686
2016-01-09T22:00:00+0100;39041;0;0;0;0;44338;12193;0.275;10436;1757
2016-01-09T23:00:00+0100;39041;0;0;0;0;44338;12602;0.2842;10860;1742
2016-01-10T00:00:00+0100;39041;0;0;0;0;44338;13086;0.2952;11711;1375
2016-01-10T01:00:00+0100;39041;0;0;0;0;44338;13590;0.3065;12260;1330
2016-01-10T02:00:00+0100;39041;0;0;0;0;44338;14377;0.3243;12807;1570
2016-01-10T03:00:00+0100;39041;0;0;0;0;44338;15121;0.341;13318;1803
2016-01-10T04:00:00+0100;39041;0;0;0;0;44338;15188;0.3426;13770;1418
2016-01-10T05:00:00+0100;39041;0;0;0;0;44338;15749;0.3552;14421;1328
2016-01-10T06:00:00+0100;39041;0;0;0;0;44338;16646;0.3754;14889;1757
2016-01-10T07:00:00+0100;39041;0;0;3;-3;44338;17234;0.3887;15332;1902
2016-01-10T08:00:00+0100;39041;178;0.0046;165;13;44338;17175;0.3873;15903;1272
2016-01-10T09:00:00+0100;39041;1196;0.0306;1160;36;44338;16838;0.3798;16020;818
2016-01-10T10:00:00+0100;39041;2311;0.0592;2698;-387;44338;16607;0.3746;15944;663
2016-01-10T11:00:00+0100;39041;3154;0.0808;4058;-904;44338;16256;0.3666;15332;924
2016-01-10T12:00:00+0100;39041;3805;0.0975;4500;-695;44338;15297;0.345;14519;778
2016-01-10T13:00:00+0100;39041;3940;0.1009;4172;-232;44338;14348;0.3236;13475;873
2016-01-10T14:00:00+0100;39041;3009;0.0771;3052;-43;44338;13428;0.3029;12144;1284
2016-01-10T15:00:00+0100;39041;1226;0.0314;1312;-86;44338;12548;0.283;11175;1373
2016-01-10T16:00:00+0100;39041;81;0.002;107;-26;44338;12871;0.2903;10559;2312
2016-01-10T17:00:00+0100;39041;0;0;0;0;44338;13438;0.3031;10357;3081
2016-01-10T18:00:00+0100;39041;0;0;0;0;44338;13767;0.3105;10385;3382
2016-01-10T19:00:00+0100;39041;0;0;0;0;44338;14325;0.3231;10442;3883
2016-01-10T20:00:00+0100;39041;0;0;0;0;44338;13727;0.3096;10488;3239
2016-01-10T21:00:00+0100;39041;0;0;0;0;44338;12371;0.279;10415;1956
2016-01-10T22:00:00+0100;39041;0;0;0;0;44338;11575;0.261;10359;1216
2016-01-10T23:00:00+0100;39041;0;0;0;0;44338;11273;0.2542;9972;1301
2016-01-11T00:00:00+0100;39043;0;0;0;0;44340;10728;0.242;9992;736
2016-01-11T01:00:00+0100;39043;0;0;0;0;44340;10013;0.2258;9365;648
2016-01-11T02:00:00+0100;39043;0;0;0;0;44340;9387;0.2117;8830;557
2016-01-11T03:00:00+0100;39043;0;0;0;0;44340;8030;0.1811;8231;-201
2016-01-11T04:00:00+0100;39043;0;0;0;0;44340;7316;0.165;7503;-187
2016-01-11T05:00:00+0100;39043;0;0;0;0;44340;6474;0.146;6780;-306
2016-01-11T06:00:00+0100;39043;0;0;0;0;44340;6188;0.1396;6207;-19
2016-01-11T07:00:00+0100;39043;0;0;2;-2;44340;6382;0.1439;5956;426
2016-01-11T08:00:00+0100;39043;90;0.0023;142;-52;44340;6817;0.1538;5895;922
2016-01-11T09:00:00+0100;39043;544;0.014;900;-356;44340;7204;0.1625;5751;1453
2016-01-11T10:00:00+0100;39043;1343;0.0344;1919;-576;44340;7137;0.161;5649;1488
2016-01-11T11:00:00+0100;39043;1989;0.0509;2666;-677;44340;6793;0.1532;5451;1342
2016-01-11T12:00:00+0100;39043;2238;0.0573;2815;-577;44340;6240;0.1407;5300;940
2016-01-11T13:00:00+0100;39043;1994;0.0511;2412;-418;44340;6038;0.1362;5409;629
2016-01-11T14:00:00+0100;39043;1296;0.0332;1717;-421;44340;6398;0.1443;5800;598
2016-01-11T15:00:00+0100;39043;595;0.0152;801;-206;44340;7476;0.1686;6281;1195
2016-01-11T16:00:00+0100;39043;88;0.0022;78;10;44340;8467;0.191;6890;1577
2016-01-11T17:00:00+0100;39043;1;0;0;1;44340;9729;0.2194;7657;2072
2016-01-11T18:00:00+0100;39043;0;0;0;0;44340;10479;0.2363;8491;1988
2016-01-11T19:00:00+0100;39043;0;0;0;0;44340;10726;0.2419;8953;1773
2016-01-11T20:00:00+0100;39043;0;0;0;0;44340;10824;0.2441;8913;1911
2016-01-11T21:00:00+0100;39043;0;0;0;0;44340;10748;0.2424;8833;1915
2016-01-11T22:00:00+0100;39043;0;0;0;0;44340;10604;0.2392;8602;2002
2016-01-11T23:00:00+0100;39043;0;0;0;0;44340;10300;0.2322;8375;1925
2016-01-12T00:00:00+0100;39045;0;0;0;0;44346;10106;0.2279;9183;923
2016-01-12T01:00:00+0100;39045;0;0;0;0;44346;9849;0.2221;9041;808
2016-01-12T02:00:00+0100;39045;0;0;0;0;44346;9681;0.2183;8910;771
2016-01-12T03:00:00+0100;39045;0;0;0;0;44346;9863;0.2224;8789;1074
2016-01-12T04:00:00+0100;39045;0;0;0;0;44346;10305;0.2324;8598;1707
2016-01-12T05:00:00+0100;39045;0;0;0;0;44346;10822;0.244;8643;2179
2016-01-12T06:00:00+0100;39045;0;0;0;0;44346;11436;0.2579;8973;2463
2016-01-12T07:00:00+0100;39045;1;0;3;-2;44346;11621;0.262;9240;2381
2016-01-12T08:00:00+0100;39045;131;0.0034;156;-25;44346;11797;0.266;9335;2462
2016-01-12T09:00:00+0100;39045;791;0.0202;902;-111;44346;12120;0.2733;9470;2650
2016-01-12T10:00:00+0100;39045;1756;0.045;1868;-112;44346;12748;0.2874;9664;3084
2016-01-12T11:00:00+0100;39045;2538;0.065;2657;-119;44346;12975;0.2926;9898;3077
2016-01-12T12:00:00+0100;39045;3142;0.0805;2921;221;44346;13248;0.2987;10150;3098
2016-01-12T13:00:00+0100;39045;3137;0.0804;2754;383;44346;13553;0.3056;10134;3419
2016-01-12T14:00:00+0100;39045;2428;0.0622;2070;358;44346;13435;0.303;9851;3584
2016-01-12T15:00:00+0100;39045;1092;0.028;973;119;44346;12850;0.2898;9535;3315
2016-01-12T16:00:00+0100;39045;116;0.003;111;5;44346;13023;0.2936;9628;3395
2016-01-12T17:00:00+0100;39045;2;0;0;2;44346;13584;0.3063;10253;3331
2016-01-12T18:00:00+0100;39045;0;0;0;0;44346;13919;0.3138;10805;3114
2016-01-12T19:00:00+0100;39045;0;0;0;0;44346;14524;0.3275;11107;3417
2016-01-12T20:00:00+0100;39045;0;0;0;0;44346;15350;0.3461;11596;3754
2016-01-12T21:00:00+0100;39045;0;0;0;0;44346;15537;0.3504;11932;3605
2016-01-12T22:00:00+0100;39045;0;0;0;0;44346;15507;0.3497;12229;3278
2016-01-12T23:00:00+0100;39045;0;0;0;0;44346;15597;0.3517;12508;3089
2016-01-13T00:00:00+0100;39047;0;0;0;0;44353;15809;0.3565;14174;1635
2016-01-13T01:00:00+0100;39047;0;0;0;0;44353;16090;0.3628;14015;2075
2016-01-13T02:00:00+0100;39047;0;0;0;0;44353;16516;0.3724;14082;2434
2016-01-13T03:00:00+0100;39047;0;0;0;0;44353;17244;0.3888;14110;3134
2016-01-13T04:00:00+0100;39047;0;0;0;0;44353;17520;0.395;14317;3203
2016-01-13T05:00:00+0100;39047;0;0;0;0;44353;18230;0.411;14769;3461
2016-01-13T06:00:00+0100;39047;0;0;0;0;44353;19194;0.4328;15140;4054
2016-01-13T07:00:00+0100;39047;0;0;2;-2;44353;19309;0.4354;15148;4161
2016-01-13T08:00:00+0100;39047;118;0.003;109;9;44353;18275;0.412;14830;3445
2016-01-13T09:00:00+0100;39047;642;0.0164;622;20;44353;17223;0.3883;14393;2830
2016-01-13T10:00:00+0100;39047;1551;0.0397;1437;114;44353;16594;0.3742;13869;2725
2016-01-13T11:00:00+0100;39047;2258;0.0578;2176;82;44353;15837;0.3571;13598;2239
2016-01-13T12:00:00+0100;39047;2580;0.0661;2545;35;44353;15398;0.3472;13226;2172
