dateTime;day_ahead_price;intraday_price;price_diff;solar_capacity;solar_generation_actual;solar_profile;solar_generation_forecast;solar_forecast_error;wind_capacity;wind_generation_actual;wind_profile;wind_generation_forecast;wind_forecast_error
2016-03-20 04:00:00;18,71;22,53;-3,82;39160;0;0;0;0;45007;11858;0.2635;11876;-18
2016-03-20 05:00:00;18,73;20,25;-1,52;39160;0;0;0;0;45007;11948;0.2655;11928;20
2016-03-20 06:00:00;18,51;19,82;-1,31;39160;99;0.0025;143;-44;45007;12316;0.2737;11983;333
2016-03-20 07:00:00;17,05;18,42;-1,37;39160;914;0.0233;1265;-351;45007;12414;0.2758;12144;270
2016-03-20 08:00:00;16,04;18,79;-2,75;39160;2163;0.0552;3325;-1162;45007;12736;0.283;12608;128
2016-03-20 09:00:00;16,09;22,32;-6,23;39160;3734;0.0953;5688;-1954;45007;12965;0.2881;13337;-372
2016-03-20 10:00:00;14,33;23,08;-8,75;39160;5493;0.1403;7695;-2202;45007;13076;0.2905;13888;-812
2016-03-20 11:00:00;16,07;23,95;-7,88;39160;7526;0.1922;9045;-1519;45007;13470;0.2993;13917;-447
2016-03-20 12:00:00;13,19;21,96;-8,77;39160;9601;0.2452;9801;-200;45007;13335;0.2963;13899;-564
2016-03-20 13:00:00;12,44;17,61;-5,17;39160;10654;0.2721;9859;795;45007;13037;0.2896;13717;-680
2016-03-20 14:00:00;12,0;13,37;-1,37;39160;9882;0.2524;8814;1068;45007;12844;0.2854;13246;-402
2016-03-20 15:00:00;12,69;13,86;-1,17;39160;7470;0.1907;6674;796;45007;12731;0.2829;12772;-41
2016-03-20 16:00:00;13,59;17,06;-3,47;39160;4335;0.1107;3891;444;45007;12332;0.274;12251;81
2016-03-20 17:00:00;19,02;20,21;-1,19;39160;1416;0.0361;1379;37;45007;11080;0.2462;11762;-682
2016-03-20 18:00:00;23,54;27,84;-4,3;39160;73;0.0018;140;-67;45007;10106;0.2246;11395;-1289
2016-03-20 19:00:00;25,86;32,8;-6,94;39160;0;0;0;0;45007;9904;0.22;11363;-1459
2016-03-20 20:00:00;22,66;33,77;-11,11;39160;0;0;0;0;45007;9987;0.2219;11547;-1560
2016-03-20 21:00:00;22,32;31,77;-9,45;39160;0;0;0;0;45007;10052;0.2233;11644;-1592
2016-03-20 22:00:00;24,03;30,57;-6,54;39160;0;0;0;0;45007;9798;0.2177;11677;-1879
2016-03-20 23:00:00;20,33;26,62;-6,29;39160;0;0;0;0;45007;9750;0.2166;11799;-2049
2016-03-21 00:00:00;20,82;25,47;-4,65;39163;0;0;0;0;45029;10168;0.2258;10451;-283
2016-03-21 01:00:00;19,9;26,31;-6,41;39163;0;0;0;0;45029;10536;0.234;10445;91
2016-03-21 02:00:00;19,79;22,57;-2,78;39163;0;0;0;0;45029;10696;0.2375;10316;380
2016-03-21 03:00:00;19,9;21,56;-1,66;39163;0;0;0;0;45029;10914;0.2424;10124;790
2016-03-21 04:00:00;20,4;21,76;-1,36;39163;0;0;0;0;45029;10701;0.2376;9897;804
2016-03-21 05:00:00;23,18;25,88;-2,7;39163;0;0;1;-1;45029;10017;0.2224;9644;373
2016-03-21 06:00:00;32,01;36,13;-4,12;39163;118;0.003;139;-21;45029;10234;0.2273;9640;594
2016-03-21 07:00:00;31,72;37,22;-5,5;39163;1143;0.0292;1144;-1;45029;10294;0.2286;9960;334
2016-03-21 08:00:00;30,94;34,52;-3,58;39163;3066;0.0783;2862;204;45029;10987;0.244;10775;212
2016-03-21 09:00:00;30,04;36,99;-6,95;39163;5807;0.1483;4815;992;45029;12085;0.2684;11904;181
2016-03-21 10:00:00;24,9;27,34;-2,44;39163;8509;0.2173;6506;2003;45029;13411;0.2978;12928;483
2016-03-21 11:00:00;24,73;25,73;-1,0;39163;10166;0.2595;7668;2498;45029;14468;0.3213;13656;812
2016-03-21 12:00:00;26,03;21,85;4,18;39163;9830;0.251;8160;1670;45029;14906;0.331;14280;626
2016-03-21 13:00:00;24,53;22,84;1,69;39163;8390;0.2142;7913;477;45029;15495;0.3441;14704;791
2016-03-21 14:00:00;23,75;26,0;-2,25;39163;6658;0.17;6970;-312;45029;15852;0.352;14779;1073
2016-03-21 15:00:00;24,28;27,66;-3,38;39163;4806;0.1228;5303;-497;45029;16216;0.3601;14529;1687
2016-03-21 16:00:00;23,91;27,96;-4,05;39163;2712;0.0693;3226;-514;45029;15555;0.3455;14031;1524
2016-03-21 17:00:00;26,87;30,37;-3,5;39163;922;0.0235;1218;-296;45029;15173;0.337;13239;1934
2016-03-21 18:00:00;30,1;32,63;-2,53;39163;53;0.0014;127;-74;45029;15220;0.338;12471;2749
2016-03-21 19:00:00;33,49;34,44;-0,95;39163;0;0;0;0;45029;15118;0.3358;11907;3211
2016-03-21 20:00:00;29,9;28,37;1,53;39163;0;0;0;0;45029;14733;0.3272;11590;3143
2016-03-21 21:00:00;23,02;23,66;-0,64;39163;0;0;0;0;45029;14711;0.3267;11437;3274
2016-03-21 22:00:00;22,11;21,35;0,76;39163;0;0;0;0;45029;13925;0.3092;11198;2727
2016-03-21 23:00:00;20,9;20,66;0,24;39163;0;0;0;0;45029;13259;0.2945;10913;2346
2016-03-22 00:00:00;20,28;21,82;-1,54;39166;0;0;0;0;45063;12702;0.2819;12712;-10
2016-03-22 01:00:00;20,08;22,02;-1,94;39166;0;0;0;0;45063;12282;0.2726;12248;34
2016-03-22 02:00:00;20,05;20,71;-0,66;39166;0;0;0;0;45063;11663;0.2588;11743;-80
2016-03-22 03:00:00;20,47;23,22;-2,75;39166;0;0;0;0;45063;11221;0.249;11182;39
2016-03-22 04:00:00;21,0;22,67;-1,67;39166;0;0;0;0;45063;10820;0.2401;10518;302
2016-03-22 05:00:00;22,01;23,18;-1,17;39166;1;0;0;1;45063;10193;0.2262;9809;384
2016-03-22 06:00:00;24,07;25,65;-1,58;39166;170;0.0044;175;-5;45063;9372;0.208;9120;252
2016-03-22 07:00:00;29,99;30,1;-0,11;39166;1630;0.0416;1423;207;45063;8894;0.1974;8683;211
2016-03-22 08:00:00;31,46;27,3;4,16;39166;4407;0.1125;3516;891;45063;8399;0.1864;8549;-150
2016-03-22 09:00:00;31,41;27,22;4,19;39166;7525;0.1921;5822;1703;45063;8153;0.1809;8708;-555
2016-03-22 10:00:00;28,9;25,46;3,44;39166;9778;0.2497;7753;2025;45063;7807;0.1732;8660;-853
2016-03-22 11:00:00;30,0;26,54;3,46;39166;10398;0.2654;9046;1352;45063;7858;0.1744;8175;-317
2016-03-22 12:00:00;28,94;26,95;1,99;39166;9452;0.2414;9507;-55;45063;7491;0.1662;7710;-219
2016-03-22 13:00:00;28,99;28,82;0,17;39166;9003;0.2298;9053;-50;45063;7028;0.156;7438;-410
2016-03-22 14:00:00;29,0;27,15;1,85;39166;7540;0.1925;7733;-193;45063;6521;0.1447;7223;-702
2016-03-22 15:00:00;29,29;27,02;2,27;39166;5520;0.141;5839;-319;45063;6032;0.1339;7006;-974
2016-03-22 16:00:00;30,08;29,18;0,9;39166;3191;0.0815;3531;-340;45063;5472;0.1214;6522;-1050
2016-03-22 17:00:00;34,01;30,3;3,71;39166;1215;0.031;1301;-86;45063;4869;0.1081;5697;-828
2016-03-22 18:00:00;36,73;32,85;3,88;39166;104;0.0026;134;-30;45063;4302;0.0955;4963;-661
2016-03-22 19:00:00;40,64;39,36;1,28;39166;0;0;0;0;45063;4442;0.0986;4953;-511
2016-03-22 20:00:00;38,1;34,11;3,99;39166;0;0;0;0;45063;4566;0.1013;5164;-598
2016-03-22 21:00:00;33,05;28,96;4,09;39166;0;0;0;0;45063;4518;0.1003;5386;-868
2016-03-22 22:00:00;29,86;27,3;2,56;39166;0;0;0;0;45063;4352;0.0966;5590;-1238
2016-03-22 23:00:00;23,73;24,46;-0,73;39166;0;0;0;0;45063;4456;0.0989;5758;-1302
2016-03-23 00:00:00;21,3;24,06;-2,76;39170;0;0;0;0;45100;4598;0.102;4972;-374
2016-03-23 01:00:00;20,51;22,14;-1,63;39170;0;0;0;0;45100;4666;0.1035;5064;-398
2016-03-23 02:00:00;20,26;21,85;-1,59;39170;0;0;0;0;45100;5260;0.1166;5232;28
2016-03-23 03:00:00;21,06;22,0;-0,94;39170;0;0;0;0;45100;5692;0.1262;5402;290
2016-03-23 04:00:00;21,38;22,86;-1,48;39170;0;0;0;0;45100;5696;0.1263;5671;25
2016-03-23 05:00:00;21,38;24,37;-2,99;39170;1;0;0;1;45100;5666;0.1256;5931;-265
2016-03-23 06:00:00;25,88;27,17;-1,29;39170;172;0.0044;181;-9;45100;5381;0.1193;6229;-848
2016-03-23 07:00:00;32,9;35,42;-2,52;39170;1335;0.0341;1297;38;45100;5442;0.1207;6612;-1170
2016-03-23 08:00:00;32,46;36,06;-3,6;39170;3428;0.0875;3204;224;45100;5857;0.1298;7133;-1276
2016-03-23 09:00:00;30,03;33,28;-3,25;39170;5806;0.1482;5582;224;45100;6243;0.1385;7743;-1500
2016-03-23 10:00:00;26,53;30,59;-4,06;39170;7703;0.1966;7536;167;45100;6402;0.142;8206;-1804
2016-03-23 11:00:00;26,73;29,17;-2,44;39170;8664;0.2212;8901;-237;45100;6753;0.1497;8450;-1697
2016-03-23 12:00:00;25,23;28,33;-3,1;39170;8765;0.2238;9475;-710;45100;7088;0.1572;8663;-1575
2016-03-23 13:00:00;25,0;28,8;-3,8;39170;8634;0.2204;9270;-636;45100;7666;0.17;9095;-1429
2016-03-23 14:00:00;24,03;28,84;-4,81;39170;7622;0.1946;8202;-580;45100;8109;0.1798;9357;-1248
2016-03-23 15:00:00;24,13;25,85;-1,72;39170;5834;0.1489;6476;-642;45100;8075;0.179;9321;-1246
2016-03-23 16:00:00;24,18;26,13;-1,95;39170;3405;0.0869;4176;-771;45100;7216;0.16;8943;-1727
2016-03-23 17:00:00;28,0;29,23;-1,23;39170;1251;0.0319;1702;-451;45100;6284;0.1393;7984;-1700
2016-03-23 18:00:00;32,44;33,56;-1,12;39170;115;0.0029;198;-83;45100;5132;0.1138;6974;-1842
2016-03-23 19:00:00;37,16;36,88;0,28;39170;0;0;0;0;45100;4873;0.1081;6255;-1382
2016-03-23 20:00:00;34,98;29,23;5,75;39170;0;0;0;0;45100;4910;0.1089;5622;-712
2016-03-23 21:00:00;31,43;25,7;5,73;39170;0;0;0;0;45100;4684;0.1038;5128;-444
2016-03-23 22:00:00;25,02;23,29;1,73;39170;0;0;0;0;45100;4359;0.0966;4651;-292
2016-03-23 23:00:00;22,59;22,1;0,49;39170;0;0;0;0;45100;4098;0.0909;4015;83
2016-03-24 00:00:00;22,08;20,76;1,32;39178;0;0;0;0;45139;4115;0.0912;3043;1072
2016-03-24 01:00:00;21,5;19,07;2,43;39178;0;0;0;0;45139;3862;0.0856;2641;1221
2016-03-24 02:00:00;21,11;18,78;2,33;39178;0;0;0;0;45139;3568;0.079;2267;1301
2016-03-24 03:00:00;21,38;19,95;1,43;39178;0;0;0;0;45139;3006;0.0666;1932;1074
2016-03-24 04:00:00;21,75;21,37;0,38;39178;0;0;0;0;45139;2508;0.0556;1645;863
2016-03-24 05:00:00;22,97;24,48;-1,51;39178;1;0;1;0;45139;2211;0.049;1400;811
2016-03-24 06:00:00;31,49;27,18;4,31;39178;228;0.0058;292;-64;45139;1945;0.0431;1268;677
2016-03-24 07:00:00;35,0;30,57;4,43;39178;1770;0.0452;2139;-369;45139;1734;0.0384;1218;516
2016-03-24 08:00:00;34,94;31,84;3,1;39178;4452;0.1136;5195;-743;45139;1446;0.032;1224;222
2016-03-24 09:00:00;32,4;31,76;0,64;39178;7313;0.1867;8423;-1110;45139;1386;0.0307;1286;100
2016-03-24 10:00:00;31,69;32,73;-1,04;39178;9685;0.2472;10722;-1037;45139;1598;0.0354;1505;93
2016-03-24 11:00:00;31,0;32,06;-1,06;39178;10209;0.2606;12082;-1873;45139;2064;0.0457;1872;192
2016-03-24 12:00:00;28,62;31,53;-2,91;39178;9628;0.2458;12372;-2744;45139;2324;0.0515;2259;65
2016-03-24 13:00:00;27,27;33,32;-6,05;39178;9156;0.2337;11388;-2232;45139;2499;0.0554;2695;-196
2016-03-24 14:00:00;26,5;30,85;-4,35;39178;8252;0.2106;9558;-1306;45139;3017;0.0668;3040;-23
2016-03-24 15:00:00;25,35;28,75;-3,4;39178;6307;0.161;7094;-787;45139;3352;0.0742;3255;97
2016-03-24 16:00:00;26,6;27,24;-0,64;39178;3747;0.0956;4271;-524;45139;3165;0.0701;3271;-106
2016-03-24 17:00:00;30,0;31,09;-1,09;39178;1270;0.0324;1619;-349;45139;2989;0.0662;3260;-271
2016-03-24 18:00:00;32,47;35,68;-3,21;39178;80;0.002;169;-89;45139;3318;0.0735;3439;-121
2016-03-24 19:00:00;35,18;38,43;-3,25;39178;0;0;0;0;45139;3782;0.0838;4080;-298
2016-03-24 20:00:00;33,97;35,01;-1,04;39178;0;0;0;0;45139;4380;0.097;4846;-466
2016-03-24 21:00:00;25,96;29,34;-3,38;39178;0;0;0;0;45139;5371;0.119;5852;-481
2016-03-24 22:00:00;25,06;27,75;-2,69;39178;0;0;0;0;45139;6147;0.1362;6771;-624
2016-03-24 23:00:00;22,52;23,58;-1,06;39178;0;0;0;0;45139;6473;0.1434;7501;-1028
2016-03-25 00:00:00;23,92;27,24;-3,32;39178;0;0;0;0;45148;6760;0.1498;7271;-511
2016-03-25 01:00:00;21,07;26,87;-5,8;39178;0;0;0;0;45148;7191;0.1593;7598;-407
2016-03-25 02:00:00;21,0;25,24;-4,24;39178;0;0;0;0;45148;7576;0.1678;7871;-295
2016-03-25 03:00:00;20,0;23,86;-3,86;39178;0;0;0;0;45148;7928;0.1756;8168;-240
2016-03-25 04:00:00;20,01;24,16;-4,15;39178;0;0;0;0;45148;8205;0.1818;8526;-321
2016-03-25 05:00:00;20,3;24,2;-3,9;39178;1;0;1;0;45148;8536;0.1891;8888;-352
2016-03-25 06:00:00;20,26;24,87;-4,61;39178;143;0.0036;184;-41;45148;9022;0.1998;9276;-254
2016-03-25 07:00:00;20,39;24,72;-4,33;39178;995;0.0254;1063;-68;45148;9242;0.2047;9685;-443
2016-03-25 08:00:00;21,85;27,07;-5,22;39178;2622;0.0669;2336;286;45148;9085;0.2012;10098;-1013
2016-03-25 09:00:00;23,85;28,33;-4,48;39178;4061;0.1036;3543;518;45148;9071;0.2009;10487;-1416
2016-03-25 10:00:00;27,26;28,55;-1,29;39178;4793;0.1224;4266;527;45148;9310;0.2062;10798;-1488
2016-03-25 11:00:00;28,91;28,99;-0,08;39178;4918;0.1255;4542;376;45148;8897;0.1971;10818;-1921
2016-03-25 12:00:00;27,87;29,19;-1,32;39178;4570;0.1166;4279;291;45148;8380;0.1856;10641;-2261
2016-03-25 13:00:00;27,06;29,99;-2,93;39178;4060;0.1036;3636;424;45148;7959;0.1763;10306;-2347
2016-03-25 14:00:00;26,01;28,75;-2,74;39178;3328;0.085;2925;403;45148;8220;0.1821;9635;-1415
2016-03-25 15:00:00;24,44;28,51;-4,07;39178;2529;0.0646;2204;325;45148;8476;0.1878;8996;-520
2016-03-25 16:00:00;23,5;26,58;-3,08;39178;1556;0.0397;1369;187;45148;7924;0.1755;8263;-339
2016-03-25 17:00:00;26,1;27,73;-1,63;39178;673;0.0172;554;119;45148;6724;0.149;7535;-811
2016-03-25 18:00:00;29,44;32,17;-2,73;39178;77;0.0019;72;5;45148;5582;0.1236;6934;-1352
2016-03-25 19:00:00;33,08;36,39;-3,31;39178;0;0;0;0;45148;5264;0.1166;6269;-1005
2016-03-25 20:00:00;32,95;36,31;-3,36;39178;0;0;0;0;45148;5614;0.1243;5766;-152
2016-03-25 21:00:00;31,48;31,51;-0,03;39178;0;0;0;0;45148;5792;0.1283;5372;420
2016-03-25 22:00:00;30,12;28,81;1,31;39178;0;0;0;0;45148;5584;0.1237;4982;602
2016-03-25 23:00:00;30,0;26,33;3,67;39178;0;0;0;0;45148;5084;0.1126;4734;350
2016-03-26 00:00:00;28,07;21,54;6,53;39178;0;0;0;0;45155;4750;0.1052;4230;520
2016-03-26 01:00:00;24,08;18,53;5,55;39178;0;0;0;0;45155;4181;0.0926;3853;328
2016-03-26 02:00:00;21,11;17,85;3,26;39178;0;0;0;0;45155;3718;0.0823;3638;80
2016-03-26 03:00:00;20,0;17,45;2,55;39178;0;0;0;0;45155;4014;0.0889;3505;509
2016-03-26 04:00:00;20,0;17,37;2,63;39178;0;0;0;0;45155;4233;0.0938;3474;759
2016-03-26 05:00:00;20,01;16,27;3,74;39178;1;0;1;0;45155;4355;0.0965;3532;823
2016-03-26 06:00:00;20,01;15,44;4,57;39178;289;0.0074;259;30;45155;4456;0.0986;3603;853
2016-03-26 07:00:00;21,69;17,12;4,57;39178;2258;0.0576;1755;503;45155;4620;0.1023;3754;866
2016-03-26 08:00:00;22,49;15,69;6,8;39178;6038;0.1541;4298;1740;45155;4630;0.1025;3962;668
2016-03-26 09:00:00;24,0;13,76;10,24;39178;10671;0.2724;7540;3131;45155;5142;0.1139;4241;901
2016-03-26 10:00:00;21,6;11,44;10,16;39178;14736;0.3761;10713;4023;45155;6251;0.1385;4686;1565
2016-03-26 11:00:00;19,97;9,66;10,31;39178;16504;0.4212;13228;3276;45155;7200;0.1595;5235;1965
2016-03-26 12:00:00;19,06;8,91;10,15;39178;16838;0.4298;14864;1974;45155;8205;0.1817;5886;2319
2016-03-26 13:00:00;18,07;7,87;10,2;39178;16934;0.4322;15577;1357;45155;8666;0.1919;6639;2027
2016-03-26 14:00:00;16,28;6,44;9,84;39178;16323;0.4166;14629;1694;45155;9407;0.2083;7484;1923
2016-03-26 15:00:00;15,75;1,75;14,0;39178;13501;0.3446;11728;1773;45155;10562;0.2339;8414;2148
2016-03-26 16:00:00;15,85;4,82;11,03;39178;8516;0.2174;7382;1134;45155;11784;0.261;9216;2568
2016-03-26 17:00:00;19,39;7,71;11,68;39178;3392;0.0866;2900;492;45155;11993;0.2656;10308;1685
2016-03-26 18:00:00;21,32;13,04;8,28;39178;358;0.0091;363;-5;45155;13292;0.2943;11956;1336
2016-03-26 19:00:00;22,12;17,34;4,78;39178;0;0;0;0;45155;16552;0.3665;13915;2637
2016-03-26 20:00:00;20,75;14,6;6,15;39178;0;0;0;0;45155;19180;0.4248;15498;3682
2016-03-26 21:00:00;17,99;11,14;6,85;39178;0;0;0;0;45155;20902;0.4629;16819;4083
2016-03-26 22:00:00;17,91;9,69;8,22;39178;0;0;0;0;45155;20958;0.4641;17752;3206
2016-03-26 23:00:00;14,66;6,53;8,13;39178;0;0;0;0;45155;20875;0.4623;18038;2837
2016-03-27 00:00:00;7,33;-2,69;10,02;39178;0;0;0;0;45155;20100;0.4451;19274;826
2016-03-27 01:00:00;3,04;-11,42;14,46;39178;0;0;0;0;45155;20214;0.4476;19459;755
2016-03-27 02:00:00;0,0;0,0;0,0;39178;0;0;0;0;45155;0;0;0;0
2016-03-27 03:00:00;6,1;-6,32;12,42;39178;0;0;0;0;45155;20679;0.458;19877;802
2016-03-27 04:00:00;4,02;-4,01;8,03;39178;0;0;0;0;45155;21346;0.4727;19972;1374
2016-03-27 05:00:00;4,02;-2,25;6,27;39178;0;0;0;0;45155;21778;0.4823;19604;2174
2016-03-27 06:00:00;0,91;-6,75;7,66;39178;3;0.0001;8;-5;45155;21626;0.4789;18899;2727
2016-03-27 07:00:00;4,63;-3,33;7,96;39178;676;0.0173;631;45;45155;21001;0.4651;17839;3162
2016-03-27 08:00:00;7,5;5,89;1,61;39178;3699;0.0944;3434;265;45155;20734;0.4592;16599;4135
2016-03-27 09:00:00;8,91;6,08;2,83;39178;7236;0.1847;7367;-131;45155;20146;0.4462;15631;4515
2016-03-27 10:00:00;10,99;7,52;3,47;39178;9322;0.2379;10479;-1157;45155;19997;0.4429;15192;4805
2016-03-27 11:00:00;11,16;13,55;-2,39;39178;10688;0.2728;11881;-1193;45155;19756;0.4375;14964;4792
2016-03-27 12:00:00;11,49;12,25;-0,76;39178;11791;0.301;12219;-428;45155;19894;0.4406;15401;4493
2016-03-27 13:00:00;9,19;7,26;1,93;39178;12359;0.3155;11756;603;45155;19627;0.4347;15680;3947
2016-03-27 14:00:00;6,49;1,82;4,67;39178;10633;0.2714;10590;43;45155;19492;0.4317;14969;4523
2016-03-27 15:00:00;6,92;2,32;4,6;39178;8760;0.2236;8880;-120;45155;18571;0.4113;13745;4826
2016-03-27 16:00:00;7,47;-2,22;9,69;39178;6758;0.1725;6773;-15;45155;16304;0.361;12440;3864
2016-03-27 17:00:00;13,06;1,67;11,39;39178;4434;0.1132;4375;59;45155;13615;0.3015;11095;2520
2016-03-27 18:00:00;14,94;7,8;7,14;39178;1924;0.0491;1907;17;45155;11676;0.2586;9795;1881
2016-03-27 19:00:00;19,6;14,16;5,44;39178;241;0.0062;260;-19;45155;10553;0.2337;9001;1552
2016-03-27 20:00:00;22,86;15,73;7,13;39178;0;0;0;0;45155;10964;0.2428;9235;1729
2016-03-27 21:00:00;20,36;12,52;7,84;39178;0;0;0;0;45155;12394;0.2745;9991;2403
2016-03-27 22:00:00;19,98;13,25;6,73;39178;0;0;0;0;45155;13927;0.3084;10802;3125
2016-03-27 23:00:00;18,5;10,92;7,58;39178;0;0;0;0;45155;14613;0.3236;11381;3232
2016-03-28 00:00:00;12,88;3,98;8,9;39178;0;0;0;0;45155;14458;0.3202;12187;2271
2016-03-28 01:00:00;8,28;1,97;6,31;39178;0;0;0;0;45155;14498;0.321;12291;2207
2016-03-28 02:00:00;7,43;1,18;6,25;39178;0;0;0;0;45155;14758;0.3268;12437;2321
2016-03-28 03:00:00;6,5;1,22;5,28;39178;0;0;0;0;45155;15337;0.3396;12865;2472
2016-03-28 04:00:00;5,27;1,53;3,74;39178;0;0;0;0;45155;16098;0.3565;13496;2602
2016-03-28 05:00:00;6,28;1,49;4,79;39178;0;0;0;0;45155;17234;0.3817;14344;2890
2016-03-28 06:00:00;5,86;-1,92;7,78;39178;6;0.0002;41;-35;45155;18870;0.4179;15429;3441
2016-03-28 07:00:00;5,96;-0,29;6,25;39178;732;0.0187;901;-169;45155;20410;0.452;16548;3862
2016-03-28 08:00:00;3,99;-4,66;8,65;39178;4250;0.1084;4341;-91;45155;20967;0.4643;17254;3713
2016-03-28 09:00:00;3,41;-7,73;11,14;39178;8803;0.2247;8772;31;45155;20476;0.4535;17710;2766
2016-03-28 10:00:00;2,68;-13,11;15,79;39178;11635;0.297;12295;-660;45155;22381;0.4956;18654;3727
2016-03-28 11:00:00;0,07;-14,37;14,44;39178;12813;0.327;14044;-1231;45155;25916;0.574;20445;5471
2016-03-28 12:00:00;-4,01;-52,46;48,45;39178;12404;0.3166;14251;-1847;45155;26255;0.5814;22790;3465
2016-03-28 13:00:00;-28,68;-86,78;58,1;39178;11171;0.2851;13116;-1945;45155;26540;0.5878;24834;1706
2016-03-28 14:00:00;-38,45;-84,31;45,86;39178;9986;0.2549;11114;-1128;45155;26848;0.5946;26129;719
2016-03-28 15:00:00;-19,92;-72,47;52,55;39178;8132;0.2076;8741;-609;45155;26728;0.5919;26505;223
2016-03-28 16:00:00;-13,82;-24,29;10,47;39178;6314;0.1612;6401;-87;45155;25608;0.5671;26142;-534
2016-03-28 17:00:00;-4,2;2,64;-6,84;39178;4681;0.1195;4051;630;45155;23787;0.5268;25222;-1435
2016-03-28 18:00:00;7,45;16,29;-8,84;39178;2120;0.0541;1804;316;45155;21076;0.4667;24100;-3024
2016-03-28 19:00:00;11,79;25,55;-13,76;39178;228;0.0058;272;-44;45155;19281;0.427;22817;-3536
2016-03-28 20:00:00;17,02;30,48;-13,46;39178;0;0;1;-1;45155;18317;0.4056;21290;-2973
2016-03-28 21:00:00;11,47;26,85;-15,38;39178;0;0;0;0;45155;18182;0.4026;20139;-1957
2016-03-28 22:00:00;16,29;26,48;-10,19;39178;0;0;0;0;45155;17887;0.3961;19170;-1283
2016-03-28 23:00:00;12,98;24,15;-11,17;39178;0;0;0;0;45155;18139;0.4017;18404;-265
2016-03-29 00:00:00;11,51;20,27;-8,76;39179;0;0;0;0;45188;18057;0.3996;17913;144
2016-03-29 01:00:00;9,14;16,69;-7,55;39179;0;0;0;0;45188;17628;0.3901;17646;-18
2016-03-29 02:00:00;11,95;17,09;-5,14;39179;0;0;0;0;45188;17891;0.3959;17313;578
2016-03-29 03:00:00;9,23;14,79;-5,56;39179;0;0;0;0;45188;18539;0.4103;17249;1290
2016-03-29 04:00:00;8,3;13,63;-5,33;39179;0;0;0;0;45188;18767;0.4153;17342;1425
2016-03-29 05:00:00;13,49;17,16;-3,67;39179;0;0;0;0;45188;18894;0.4181;17511;1383
2016-03-29 06:00:00;25,35;24,66;0,69;39179;6;0.0002;32;-26;45188;20168;0.4463;17807;2361
2016-03-29 07:00:00;31,52;29,92;1,6;39179;538;0.0137;656;-118;45188;20440;0.4523;18191;2249
2016-03-29 08:00:00;31,43;31,7;-0,27;39179;3127;0.0798;3035;92;45188;20617;0.4562;18958;1659
2016-03-29 09:00:00;26,37;27,7;-1,33;39179;6980;0.1782;6555;425;45188;21470;0.4751;20121;1349
2016-03-29 10:00:00;21,76;22,28;-0,52;39179;10031;0.256;10418;-387;45188;22934;0.5075;21176;1758
2016-03-29 11:00:00;21,06;21,05;0,01;39179;12194;0.3113;13399;-1205;45188;23295;0.5155;21892;1403
2016-03-29 12:00:00;20,43;22,54;-2,11;39179;13600;0.3471;15172;-1572;45188;22808;0.5047;21852;956
2016-03-29 13:00:00;19,99;21,21;-1,22;39179;14140;0.3609;15649;-1509;45188;22426;0.4963;21488;938
2016-03-29 14:00:00;19,08;18,14;0,94;39179;14326;0.3656;14944;-618;45188;22161;0.4904;20943;1218
2016-03-29 15:00:00;19,05;15,91;3,14;39179;12979;0.3313;12880;99;45188;21784;0.4821;20105;1679
2016-03-29 16:00:00;19,14;16,71;2,43;39179;9937;0.2536;9847;90;45188;20518;0.4541;18939;1579
2016-03-29 17:00:00;21,48;20,07;1,41;39179;6184;0.1578;6214;-30;45188;17518;0.3877;17342;176
2016-03-29 18:00:00;30,07;29,37;0,7;39179;2622;0.067;2625;-3;45188;14027;0.3104;14992;-965
2016-03-29 19:00:00;35,79;36,74;-0,95;39179;317;0.0081;408;-91;45188;10890;0.241;12831;-1941
2016-03-29 20:00:00;39,54;42,85;-3,31;39179;0;0;2;-2;45188;9666;0.2139;11629;-1963
2016-03-29 21:00:00;32,64;33,43;-0,79;39179;0;0;0;0;45188;9137;0.2022;11387;-2250
2016-03-29 22:00:00;28,56;34,16;-5,6;39179;0;0;0;0;45188;9057;0.2004;11531;-2474
2016-03-29 23:00:00;22,72;28,98;-6,26;39179;0;0;0;0;45188;9103;0.2015;11700;-2597
2016-03-30 00:00:00;24,9;26,57;-1,67;39184;0;0;0;0;45249;9621;0.2126;10930;-1309
2016-03-30 01:00:00;22,0;22,93;-0,93;39184;0;0;0;0;45249;10971;0.2425;11015;-44
2016-03-30 02:00:00;20,87;20,79;0,08;39184;0;0;0;0;45249;12004;0.2653;11080;924
2016-03-30 03:00:00;19,92;19,47;0,45;39184;0;0;0;0;45249;12499;0.2762;11359;1140
2016-03-30 04:00:00;20,18;19,53;0,65;39184;0;0;0;0;45249;12431;0.2747;11405;1026
2016-03-30 05:00:00;21,65;20,54;1,11;39184;0;0;0;0;45249;13270;0.2933;11709;1561
2016-03-30 06:00:00;29,6;24,75;4,85;39184;4;0.0001;7;-3;45249;13746;0.3038;12445;1301
2016-03-30 07:00:00;29,89;23,38;6,51;39184;300;0.0076;356;-56;45249;14271;0.3154;13181;1090
2016-03-30 08:00:00;27,95;24,53;3,42;39184;1332;0.034;1718;-386;45249;14322;0.3165;13773;549
2016-03-30 09:00:00;31,93;27,08;4,85;39184;3390;0.0865;3683;-293;45249;14660;0.324;14495;165
